scenario,period,stock,inflow,demand,losses,raw_next_stock,constrained_next_stock,shortage,overflow,capacity,stock_margin
tight_capacity,4,73.71535179,8.0,6.0,1.10573028,74.60962152,74.60962152,0.0,0.0,75.0,0.98287136
tight_capacity,5,74.60962152,8.0,6.0,1.11914432,75.49047719,75.0,0.0,0.49047719,75.0,0.99479495
tight_capacity,6,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,7,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,8,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,9,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,10,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,11,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,12,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,13,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,14,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,15,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,16,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,17,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,18,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,19,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,20,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,21,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,22,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,23,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,24,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,25,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,26,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,27,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,28,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,29,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,30,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,31,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,32,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,33,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,34,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,35,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,36,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,37,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,38,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,39,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,40,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,41,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,42,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,43,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,44,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,45,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,46,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,47,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,48,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,49,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,50,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,51,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,52,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,53,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,54,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,55,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,56,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,57,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,58,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,59,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
tight_capacity,60,75.0,8.0,6.0,1.125,75.875,75.0,0.0,0.875,75.0,1.0
constraint_stress,0,40.0,3.0,7.0,2.0,34.0,34.0,0.0,0.0,60.0,0.66666667
constraint_stress,1,34.0,3.0,7.0,1.7,28.3,28.3,0.0,0.0,60.0,0.56666667
constraint_stress,2,28.3,3.0,7.0,1.415,22.885,22.885,0.0,0.0,60.0,0.47166667
constraint_stress,3,22.885,3.0,7.0,1.14425,17.74075,17.74075,0.0,0.0,60.0,0.38141667
constraint_stress,4,17.74075,3.0,7.0,0.8870375,12.8537125,12.8537125,0.0,0.0,60.0,0.29567917
constraint_stress,5,12.8537125,3.0,7.0,0.64268563,8.21102688,8.21102688,0.0,0.0,60.0,0.21422854
constraint_stress,6,8.21102688,3.0,7.0,0.41055134,3.80047553,3.80047553,0.0,0.0,60.0,0.13685045
constraint_stress,7,3.80047553,3.0,7.0,0.19002378,-0.38954825,0.0,0.38954825,0.0,60.0,0.06334126
constraint_stress,8,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,9,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,10,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,11,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,12,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,13,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,14,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,15,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,16,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,17,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,18,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,19,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,20,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,21,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,22,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,23,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,24,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,25,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,26,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,27,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,28,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,29,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,30,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,31,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,32,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,33,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,34,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,35,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,36,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,37,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,38,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,39,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,40,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,41,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,42,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,43,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,44,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,45,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,46,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,47,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,48,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,49,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,50,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,51,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,52,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,53,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,54,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,55,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,56,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,57,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,58,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,59,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
constraint_stress,60,0.0,3.0,7.0,0.0,-4.0,0.0,4.0,0.0,60.0,0.0
