scenario,method,step,time,state,growth_rate,carrying_capacity,time_step
high_growth,euler,6,0.6,12.7996660369,0.4725,100.0,0.1
high_growth,euler,7,0.7,13.3270398967,0.4725,100.0,0.1
high_growth,euler,8,0.8,13.8728218105,0.4725,100.0,0.1
high_growth,euler,9,0.9,14.4373775661,0.4725,100.0,0.1
high_growth,euler,10,1.0,15.0210567621,0.4725,100.0,0.1
high_growth,euler,11,1.1,15.624190505,0.4725,100.0,0.1
high_growth,euler,12,1.2,16.2470890134,0.4725,100.0,0.1
high_growth,euler,13,1.3,16.8900391359,0.4725,100.0,0.1
high_growth,euler,14,1.4,17.5533017931,0.4725,100.0,0.1
high_growth,euler,15,1.5,18.237109357,0.4725,100.0,0.1
high_growth,euler,16,1.6,18.9416629796,0.4725,100.0,0.1
high_growth,euler,17,1.7,19.6671298886,0.4725,100.0,0.1
high_growth,euler,18,1.8,20.4136406668,0.4725,100.0,0.1
high_growth,euler,19,1.9,21.1812865356,0.4725,100.0,0.1
high_growth,euler,20,2.0,21.9701166645,0.4725,100.0,0.1
high_growth,euler,21,2.1,22.7801355295,0.4725,100.0,0.1
high_growth,euler,22,2.2,23.6113003467,0.4725,100.0,0.1
high_growth,euler,23,2.3,24.4635186074,0.4725,100.0,0.1
high_growth,euler,24,2.4,25.3366457432,0.4725,100.0,0.1
high_growth,euler,25,2.5,26.2304829503,0.4725,100.0,0.1
high_growth,euler,26,2.6,27.1447752033,0.4725,100.0,0.1
high_growth,euler,27,2.7,28.0792094888,0.4725,100.0,0.1
high_growth,euler,28,2.8,29.0334132895,0.4725,100.0,0.1
high_growth,euler,29,2.9,30.0069533487,0.4725,100.0,0.1
high_growth,euler,30,3.0,30.9993347442,0.4725,100.0,0.1
high_growth,euler,31,3.1,32.0100002993,0.4725,100.0,0.1
high_growth,euler,32,3.2,33.0383303571,0.4725,100.0,0.1
high_growth,euler,33,3.3,34.0836429401,0.4725,100.0,0.1
high_growth,euler,34,3.4,35.1451943157,0.4725,100.0,0.1
high_growth,euler,35,3.5,36.2221799841,0.4725,100.0,0.1
high_growth,euler,36,3.6,37.3137361009,0.4725,100.0,0.1
high_growth,euler,37,3.7,38.4189413405,0.4725,100.0,0.1
high_growth,euler,38,3.8,39.536819206,0.4725,100.0,0.1
high_growth,euler,39,3.9,40.666340779,0.4725,100.0,0.1
high_growth,euler,40,4.0,41.8064279046,0.4725,100.0,0.1
high_growth,euler,41,4.1,42.9559567949,0.4725,100.0,0.1
high_growth,euler,42,4.2,44.1137620326,0.4725,100.0,0.1
high_growth,euler,43,4.3,45.2786409483,0.4725,100.0,0.1
high_growth,euler,44,4.4,46.4493583415,0.4725,100.0,0.1
high_growth,euler,45,4.5,47.6246515075,0.4725,100.0,0.1
high_growth,euler,46,4.6,48.80323553,0.4725,100.0,0.1
high_growth,euler,47,4.7,49.9838087941,0.4725,100.0,0.1
high_growth,euler,48,4.8,51.1650586702,0.4725,100.0,0.1
high_growth,euler,49,4.9,52.3456673168,0.4725,100.0,0.1
high_growth,euler,50,5.0,53.5243175485,0.4725,100.0,0.1
high_growth,euler,51,5.1,54.6996987138,0.4725,100.0,0.1
high_growth,euler,52,5.2,55.8705125269,0.4725,100.0,0.1
high_growth,euler,53,5.3,57.0354787985,0.4725,100.0,0.1
high_growth,euler,54,5.4,58.1933410115,0.4725,100.0,0.1
high_growth,euler,55,5.5,59.342871691,0.4725,100.0,0.1
high_growth,euler,56,5.6,60.4828775197,0.4725,100.0,0.1
high_growth,euler,57,5.7,61.612204154,0.4725,100.0,0.1
high_growth,euler,58,5.8,62.7297407017,0.4725,100.0,0.1
high_growth,euler,59,5.9,63.8344238257,0.4725,100.0,0.1
high_growth,euler,60,6.0,64.9252414447,0.4725,100.0,0.1
high_growth,euler,61,6.1,66.0012360065,0.4725,100.0,0.1
high_growth,euler,62,6.2,67.0615073174,0.4725,100.0,0.1
high_growth,euler,63,6.3,68.1052149148,0.4725,100.0,0.1
high_growth,euler,64,6.4,69.1315799784,0.4725,100.0,0.1
high_growth,euler,65,6.5,70.1398867794,0.4725,100.0,0.1
high_growth,euler,66,6.6,71.1294836732,0.4725,100.0,0.1
high_growth,euler,67,6.7,72.0997836478,0.4725,100.0,0.1
high_growth,euler,68,6.8,73.0502644412,0.4725,100.0,0.1
high_growth,euler,69,6.9,73.9804682498,0.4725,100.0,0.1
high_growth,euler,70,7.0,74.8900010496,0.4725,100.0,0.1
high_growth,euler,71,7.1,75.7785315577,0.4725,100.0,0.1
high_growth,euler,72,7.2,76.645789862,0.4725,100.0,0.1
high_growth,euler,73,7.3,77.4915657515,0.4725,100.0,0.1
high_growth,euler,74,7.4,78.3157067779,0.4725,100.0,0.1
high_growth,euler,75,7.5,79.1181160822,0.4725,100.0,0.1
high_growth,euler,76,7.6,79.8987500189,0.4725,100.0,0.1
high_growth,euler,77,7.7,80.657615612,0.4725,100.0,0.1
high_growth,euler,78,7.8,81.3947678728,0.4725,100.0,0.1
high_growth,euler,79,7.9,82.1103070128,0.4725,100.0,0.1
high_growth,euler,80,8.0,82.8043755795,0.4725,100.0,0.1
high_growth,euler,81,8.1,83.477155545,0.4725,100.0,0.1
high_growth,euler,82,8.2,84.1288653718,0.4725,100.0,0.1
high_growth,euler,83,8.3,84.7597570809,0.4725,100.0,0.1
high_growth,euler,84,8.4,85.3701133443,0.4725,100.0,0.1
high_growth,euler,85,8.5,85.9602446206,0.4725,100.0,0.1
high_growth,euler,86,8.6,86.5304863518,0.4725,100.0,0.1
high_growth,euler,87,8.7,87.0811962372,0.4725,100.0,0.1
high_growth,euler,88,8.8,87.6127515956,0.4725,100.0,0.1
high_growth,euler,89,8.9,88.1255468291,0.4725,100.0,0.1
high_growth,euler,90,9.0,88.6199909949,0.4725,100.0,0.1
high_growth,euler,91,9.1,89.0965054946,0.4725,100.0,0.1
high_growth,euler,92,9.2,89.555521884,0.4725,100.0,0.1
high_growth,euler,93,9.3,89.9974798093,0.4725,100.0,0.1
high_growth,euler,94,9.4,90.4228250695,0.4725,100.0,0.1
high_growth,euler,95,9.5,90.8320078079,0.4725,100.0,0.1
high_growth,euler,96,9.6,91.2254808308,0.4725,100.0,0.1
high_growth,rk4,0,0.0,10.0,0.4725,100.0,0.1
high_growth,rk4,1,0.1,10.4333598691,0.4725,100.0,0.1
high_growth,rk4,2,0.2,10.8832288396,0.4725,100.0,0.1
high_growth,rk4,3,0.3,11.3500373092,0.4725,100.0,0.1
high_growth,rk4,4,0.4,11.8342094585,0.4725,100.0,0.1
high_growth,rk4,5,0.5,12.3361614072,0.4725,100.0,0.1
high_growth,rk4,6,0.6,12.8562992498,0.4725,100.0,0.1
high_growth,rk4,7,0.7,13.395016973,0.4725,100.0,0.1
high_growth,rk4,8,0.8,13.9526942574,0.4725,100.0,0.1
high_growth,rk4,9,0.9,14.5296941684,0.4725,100.0,0.1
high_growth,rk4,10,1.0,15.1263607416,0.4725,100.0,0.1
high_growth,rk4,11,1.1,15.7430164718,0.4725,100.0,0.1
high_growth,rk4,12,1.2,16.379959713,0.4725,100.0,0.1
high_growth,rk4,13,1.3,17.037462004,0.4725,100.0,0.1
high_growth,rk4,14,1.4,17.7157653295,0.4725,100.0,0.1
high_growth,rk4,15,1.5,18.4150793355,0.4725,100.0,0.1
high_growth,rk4,16,1.6,19.1355785149,0.4725,100.0,0.1
high_growth,rk4,17,1.7,19.8773993831,0.4725,100.0,0.1
high_growth,rk4,18,1.8,20.6406376669,0.4725,100.0,0.1
high_growth,rk4,19,1.9,21.4253455278,0.4725,100.0,0.1
high_growth,rk4,20,2.0,22.2315288496,0.4725,100.0,0.1
high_growth,rk4,21,2.1,23.0591446129,0.4725,100.0,0.1
high_growth,rk4,22,2.2,23.9080983895,0.4725,100.0,0.1
high_growth,rk4,23,2.3,24.7782419847,0.4725,100.0,0.1
high_growth,rk4,24,2.4,25.669371259,0.4725,100.0,0.1
high_growth,rk4,25,2.5,26.5812241618,0.4725,100.0,0.1
high_growth,rk4,26,2.6,27.5134790068,0.4725,100.0,0.1
high_growth,rk4,27,2.7,28.4657530229,0.4725,100.0,0.1
high_growth,rk4,28,2.8,29.4376012097,0.4725,100.0,0.1
high_growth,rk4,29,2.9,30.4285155271,0.4725,100.0,0.1
high_growth,rk4,30,3.0,31.4379244461,0.4725,100.0,0.1
high_growth,rk4,31,3.1,32.4651928859,0.4725,100.0,0.1
high_growth,rk4,32,3.2,33.5096225591,0.4725,100.0,0.1
high_growth,rk4,33,3.3,34.5704527417,0.4725,100.0,0.1
high_growth,rk4,34,3.4,35.6468614835,0.4725,100.0,0.1
high_growth,rk4,35,3.5,36.737967267,0.4725,100.0,0.1
high_growth,rk4,36,3.6,37.8428311188,0.4725,100.0,0.1
high_growth,rk4,37,3.7,38.9604591727,0.4725,100.0,0.1
high_growth,rk4,38,3.8,40.0898056773,0.4725,100.0,0.1
high_growth,rk4,39,3.9,41.2297764353,0.4725,100.0,0.1
high_growth,rk4,40,4.0,42.3792326554,0.4725,100.0,0.1
high_growth,rk4,41,4.1,43.5369951927,0.4725,100.0,0.1
high_growth,rk4,42,4.2,44.701849147,0.4725,100.0,0.1
high_growth,rk4,43,4.3,45.8725487833,0.4725,100.0,0.1
high_growth,rk4,44,4.4,47.0478227349,0.4725,100.0,0.1
high_growth,rk4,45,4.5,48.2263794432,0.4725,100.0,0.1
high_growth,rk4,46,4.6,49.4069127854,0.4725,100.0,0.1
high_growth,rk4,47,4.7,50.5881078405,0.4725,100.0,0.1
high_growth,rk4,48,4.8,51.7686467368,0.4725,100.0,0.1
high_growth,rk4,49,4.9,52.9472145283,0.4725,100.0,0.1
high_growth,rk4,50,5.0,54.1225050432,0.4725,100.0,0.1
high_growth,rk4,51,5.1,55.2932266494,0.4725,100.0,0.1
high_growth,rk4,52,5.2,56.4581078834,0.4725,100.0,0.1
high_growth,rk4,53,5.3,57.6159028913,0.4725,100.0,0.1
high_growth,rk4,54,5.4,58.7653966323,0.4725,100.0,0.1
high_growth,rk4,55,5.5,59.9054098007,0.4725,100.0,0.1
high_growth,rk4,56,5.6,61.034803426,0.4725,100.0,0.1
high_growth,rk4,57,5.7,62.1524831145,0.4725,100.0,0.1
high_growth,rk4,58,5.8,63.2574029031,0.4725,100.0,0.1
high_growth,rk4,59,5.9,64.3485687003,0.4725,100.0,0.1
high_growth,rk4,60,6.0,65.4250412954,0.4725,100.0,0.1
high_growth,rk4,61,6.1,66.4859389239,0.4725,100.0,0.1
high_growth,rk4,62,6.2,67.5304393808,0.4725,100.0,0.1
high_growth,rk4,63,6.3,68.5577816812,0.4725,100.0,0.1
high_growth,rk4,64,6.4,69.5672672723,0.4725,100.0,0.1
high_growth,rk4,65,6.5,70.5582608059,0.4725,100.0,0.1
high_growth,rk4,66,6.6,71.5301904851,0.4725,100.0,0.1
high_growth,rk4,67,6.7,72.4825480026,0.4725,100.0,0.1
high_growth,rk4,68,6.8,73.4148880937,0.4725,100.0,0.1
high_growth,rk4,69,6.9,74.3268277271,0.4725,100.0,0.1
high_growth,rk4,70,7.0,75.2180449621,0.4725,100.0,0.1
high_growth,rk4,71,7.1,76.0882774997,0.4725,100.0,0.1
high_growth,rk4,72,7.2,76.9373209605,0.4725,100.0,0.1
high_growth,rk4,73,7.3,77.7650269183,0.4725,100.0,0.1
high_growth,rk4,74,7.4,78.5713007231,0.4725,100.0,0.1
high_growth,rk4,75,7.5,79.3560991439,0.4725,100.0,0.1
high_growth,rk4,76,7.6,80.1194278636,0.4725,100.0,0.1
high_growth,rk4,77,7.7,80.8613388546,0.4725,100.0,0.1
high_growth,rk4,78,7.8,81.5819276655,0.4725,100.0,0.1
high_growth,rk4,79,7.9,82.2813306458,0.4725,100.0,0.1
high_growth,rk4,80,8.0,82.9597221341,0.4725,100.0,0.1
high_growth,rk4,81,8.1,83.6173116341,0.4725,100.0,0.1
high_growth,rk4,82,8.2,84.2543410003,0.4725,100.0,0.1
high_growth,rk4,83,8.3,84.8710816524,0.4725,100.0,0.1
high_growth,rk4,84,8.4,85.4678318373,0.4725,100.0,0.1
high_growth,rk4,85,8.5,86.0449139532,0.4725,100.0,0.1
high_growth,rk4,86,8.6,86.6026719505,0.4725,100.0,0.1
high_growth,rk4,87,8.7,87.1414688194,0.4725,100.0,0.1
high_growth,rk4,88,8.8,87.6616841753,0.4725,100.0,0.1
high_growth,rk4,89,8.9,88.1637119494,0.4725,100.0,0.1
high_growth,rk4,90,9.0,88.6479581897,0.4725,100.0,0.1
high_growth,rk4,91,9.1,89.1148389776,0.4725,100.0,0.1
high_growth,rk4,92,9.2,89.5647784638,0.4725,100.0,0.1
high_growth,rk4,93,9.3,89.9982070235,0.4725,100.0,0.1
high_growth,rk4,94,9.4,90.4155595327,0.4725,100.0,0.1
high_growth,rk4,95,9.5,90.8172737647,0.4725,100.0,0.1
high_growth,rk4,96,9.6,91.2037889053,0.4725,100.0,0.1
lower_capacity,euler,0,0.0,10.0,0.35,70.0,0.1
lower_capacity,euler,1,0.1,10.3,0.35,70.0,0.1
lower_capacity,euler,2,0.2,10.607455,0.35,70.0,0.1
lower_capacity,euler,3,0.3,10.9224568742,0.35,70.0,0.1
lower_capacity,euler,4,0.4,11.2450928327,0.35,70.0,0.1
lower_capacity,euler,5,0.5,11.5754450255,0.35,70.0,0.1
lower_capacity,euler,6,0.6,11.9135901376,0.35,70.0,0.1
lower_capacity,euler,7,0.7,12.2595989774,0.35,70.0,0.1
lower_capacity,euler,8,0.8,12.6135360581,0.35,70.0,0.1
lower_capacity,euler,9,0.9,12.9754591742,0.35,70.0,0.1
lower_capacity,euler,10,1.0,13.3454189749,0.35,70.0,0.1
lower_capacity,euler,11,1.1,13.7234585352,0.35,70.0,0.1
lower_capacity,euler,12,1.2,14.1096129268,0.35,70.0,0.1
lower_capacity,euler,13,1.3,14.5039087908,0.35,70.0,0.1
lower_capacity,euler,14,1.4,14.9063639134,0.35,70.0,0.1
lower_capacity,euler,15,1.5,15.3169868078,0.35,70.0,0.1
lower_capacity,euler,16,1.6,15.7357763036,0.35,70.0,0.1
lower_capacity,euler,17,1.7,16.1627211463,0.35,70.0,0.1
lower_capacity,euler,18,1.8,16.597799609,0.35,70.0,0.1
lower_capacity,euler,19,1.9,17.0409791194,0.35,70.0,0.1
lower_capacity,euler,20,2.0,17.4922159039,0.35,70.0,0.1
lower_capacity,euler,21,2.1,17.9514546519,0.35,70.0,0.1
lower_capacity,euler,22,2.2,18.4186282027,0.35,70.0,0.1
lower_capacity,euler,23,2.3,18.8936572573,0.35,70.0,0.1
lower_capacity,euler,24,2.4,19.3764501191,0.35,70.0,0.1
lower_capacity,euler,25,2.5,19.8669024636,0.35,70.0,0.1
lower_capacity,euler,26,2.6,20.3648971431,0.35,70.0,0.1
lower_capacity,euler,27,2.7,20.8703040253,0.35,70.0,0.1
lower_capacity,euler,28,2.8,21.3829798711,0.35,70.0,0.1
lower_capacity,euler,29,2.9,21.9027682525,0.35,70.0,0.1
lower_capacity,euler,30,3.0,22.4294995128,0.35,70.0,0.1
lower_capacity,euler,31,3.1,22.9629907715,0.35,70.0,0.1
lower_capacity,euler,32,3.2,23.503045976,0.35,70.0,0.1
lower_capacity,euler,33,3.3,24.049456,0.35,70.0,0.1
lower_capacity,euler,34,3.4,24.6019987931,0.35,70.0,0.1
lower_capacity,euler,35,3.5,25.1604395785,0.35,70.0,0.1
lower_capacity,euler,36,3.6,25.7245311039,0.35,70.0,0.1
lower_capacity,euler,37,3.7,26.2940139423,0.35,70.0,0.1
lower_capacity,euler,38,3.8,26.8686168457,0.35,70.0,0.1
lower_capacity,euler,39,3.9,27.4480571497,0.35,70.0,0.1
lower_capacity,euler,40,4.0,28.0320412293,0.35,70.0,0.1
lower_capacity,euler,41,4.1,28.6202650045,0.35,70.0,0.1
lower_capacity,euler,42,4.2,29.2124144952,0.35,70.0,0.1
lower_capacity,euler,43,4.3,29.8081664222,0.35,70.0,0.1
lower_capacity,euler,44,4.4,30.4071888543,0.35,70.0,0.1
lower_capacity,euler,45,4.5,31.0091418972,0.35,70.0,0.1
lower_capacity,euler,46,4.6,31.613678423,0.35,70.0,0.1
lower_capacity,euler,47,4.7,32.2204448361,0.35,70.0,0.1
lower_capacity,euler,48,4.8,32.8290818726,0.35,70.0,0.1
lower_capacity,euler,49,4.9,33.4392254299,0.35,70.0,0.1
lower_capacity,euler,50,5.0,34.0505074212,0.35,70.0,0.1
lower_capacity,euler,51,5.1,34.6625566532,0.35,70.0,0.1
lower_capacity,euler,52,5.2,35.2749997192,0.35,70.0,0.1
lower_capacity,euler,53,5.3,35.8874619067,0.35,70.0,0.1
lower_capacity,euler,54,5.4,36.4995681124,0.35,70.0,0.1
lower_capacity,euler,55,5.5,37.1109437601,0.35,70.0,0.1
lower_capacity,euler,56,5.6,37.7212157184,0.35,70.0,0.1
lower_capacity,euler,57,5.7,38.3300132109,0.35,70.0,0.1
lower_capacity,euler,58,5.8,38.9369687169,0.35,70.0,0.1
lower_capacity,euler,59,5.9,39.5417188555,0.35,70.0,0.1
lower_capacity,euler,60,6.0,40.1439052505,0.35,70.0,0.1
lower_capacity,euler,61,6.1,40.7431753699,0.35,70.0,0.1
lower_capacity,euler,62,6.2,41.3391833382,0.35,70.0,0.1
lower_capacity,euler,63,6.3,41.9315907155,0.35,70.0,0.1
lower_capacity,euler,64,6.4,42.5200672406,0.35,70.0,0.1
lower_capacity,euler,65,6.5,43.1042915349,0.35,70.0,0.1
lower_capacity,euler,66,6.6,43.6839517643,0.35,70.0,0.1
lower_capacity,euler,67,6.7,44.2587462552,0.35,70.0,0.1
lower_capacity,euler,68,6.8,44.828384064,0.35,70.0,0.1
lower_capacity,euler,69,6.9,45.3925854974,0.35,70.0,0.1
lower_capacity,euler,70,7.0,45.9510825807,0.35,70.0,0.1
lower_capacity,euler,71,7.1,46.5036194759,0.35,70.0,0.1
lower_capacity,euler,72,7.2,47.0499528454,0.35,70.0,0.1
lower_capacity,euler,73,7.3,47.5898521636,0.35,70.0,0.1
lower_capacity,euler,74,7.4,48.1230999748,0.35,70.0,0.1
lower_capacity,euler,75,7.5,48.6494920983,0.35,70.0,0.1
lower_capacity,euler,76,7.6,49.1688377811,0.35,70.0,0.1
lower_capacity,euler,77,7.7,49.680959799,0.35,70.0,0.1
lower_capacity,euler,78,7.8,50.1856945087,0.35,70.0,0.1
lower_capacity,euler,79,7.9,50.6828918499,0.35,70.0,0.1
lower_capacity,euler,80,8.0,51.1724153015,0.35,70.0,0.1
lower_capacity,euler,81,8.1,51.6541417931,0.35,70.0,0.1
lower_capacity,euler,82,8.2,52.1279615737,0.35,70.0,0.1
lower_capacity,euler,83,8.3,52.5937780399,0.35,70.0,0.1
lower_capacity,euler,84,8.4,53.051507527,0.35,70.0,0.1
lower_capacity,euler,85,8.5,53.501079065,0.35,70.0,0.1
lower_capacity,euler,86,8.6,53.9424341017,0.35,70.0,0.1
lower_capacity,euler,87,8.7,54.3755261969,0.35,70.0,0.1
lower_capacity,euler,88,8.8,54.8003206892,0.35,70.0,0.1
lower_capacity,euler,89,8.9,55.2167943395,0.35,70.0,0.1
lower_capacity,euler,90,9.0,55.6249349528,0.35,70.0,0.1
lower_capacity,euler,91,9.1,56.0247409819,0.35,70.0,0.1
lower_capacity,euler,92,9.2,56.4162211152,0.35,70.0,0.1
lower_capacity,euler,93,9.3,56.7993938518,0.35,70.0,0.1
lower_capacity,euler,94,9.4,57.1742870656,0.35,70.0,0.1
lower_capacity,euler,95,9.5,57.5409375622,0.35,70.0,0.1
lower_capacity,euler,96,9.6,57.8993906291,0.35,70.0,0.1
lower_capacity,rk4,0,0.0,10.0,0.35,70.0,0.1
lower_capacity,rk4,1,0.1,10.3037660653,0.35,70.0,0.1
lower_capacity,rk4,2,0.2,10.6151270156,0.35,70.0,0.1
lower_capacity,rk4,3,0.3,10.9341733826,0.35,70.0,0.1
lower_capacity,rk4,4,0.4,11.2609905766,0.35,70.0,0.1
lower_capacity,rk4,5,0.5,11.5956584695,0.35,70.0,0.1
lower_capacity,rk4,6,0.6,11.9382509703,0.35,70.0,0.1
lower_capacity,rk4,7,0.7,12.2888355936,0.35,70.0,0.1
lower_capacity,rk4,8,0.8,12.6474730243,0.35,70.0,0.1
lower_capacity,rk4,9,0.9,13.0142166776,0.35,70.0,0.1
lower_capacity,rk4,10,1.0,13.3891122586,0.35,70.0,0.1
lower_capacity,rk4,11,1.1,13.7721973208,0.35,70.0,0.1
lower_capacity,rk4,12,1.2,14.163500828,0.35,70.0,0.1
lower_capacity,rk4,13,1.3,14.563042719,0.35,70.0,0.1
lower_capacity,rk4,14,1.4,14.9708334793,0.35,70.0,0.1
lower_capacity,rk4,15,1.5,15.3868737218,0.35,70.0,0.1
lower_capacity,rk4,16,1.6,15.8111537772,0.35,70.0,0.1
lower_capacity,rk4,17,1.7,16.2436532994,0.35,70.0,0.1
lower_capacity,rk4,18,1.8,16.6843408858,0.35,70.0,0.1
lower_capacity,rk4,19,1.9,17.1331737172,0.35,70.0,0.1
lower_capacity,rk4,20,2.0,17.5900972182,0.35,70.0,0.1
lower_capacity,rk4,21,2.1,18.0550447426,0.35,70.0,0.1
lower_capacity,rk4,22,2.2,18.527937285,0.35,70.0,0.1
lower_capacity,rk4,23,2.3,19.0086832222,0.35,70.0,0.1
lower_capacity,rk4,24,2.4,19.4971780867,0.35,70.0,0.1
lower_capacity,rk4,25,2.5,19.9933043754,0.35,70.0,0.1
lower_capacity,rk4,26,2.6,20.4969313953,0.35,70.0,0.1
lower_capacity,rk4,27,2.7,21.0079151491,0.35,70.0,0.1
lower_capacity,rk4,28,2.8,21.5260982631,0.35,70.0,0.1
lower_capacity,rk4,29,2.9,22.0513099591,0.35,70.0,0.1
lower_capacity,rk4,30,3.0,22.5833660732,0.35,70.0,0.1
lower_capacity,rk4,31,3.1,23.122069121,0.35,70.0,0.1
lower_capacity,rk4,32,3.2,23.667208414,0.35,70.0,0.1
lower_capacity,rk4,33,3.3,24.2185602254,0.35,70.0,0.1
lower_capacity,rk4,34,3.4,24.775888008,0.35,70.0,0.1
lower_capacity,rk4,35,3.5,25.3389426638,0.35,70.0,0.1
lower_capacity,rk4,36,3.6,25.9074628665,0.35,70.0,0.1
lower_capacity,rk4,37,3.7,26.4811754361,0.35,70.0,0.1
lower_capacity,rk4,38,3.8,27.0597957657,0.35,70.0,0.1
lower_capacity,rk4,39,3.9,27.643028299,0.35,70.0,0.1
lower_capacity,rk4,40,4.0,28.2305670583,0.35,70.0,0.1
lower_capacity,rk4,41,4.1,28.822096221,0.35,70.0,0.1
lower_capacity,rk4,42,4.2,29.4172907419,0.35,70.0,0.1
lower_capacity,rk4,43,4.3,30.0158170207,0.35,70.0,0.1
lower_capacity,rk4,44,4.4,30.617333611,0.35,70.0,0.1
lower_capacity,rk4,45,4.5,31.2214919672,0.35,70.0,0.1
lower_capacity,rk4,46,4.6,31.8279372276,0.35,70.0,0.1
lower_capacity,rk4,47,4.7,32.4363090294,0.35,70.0,0.1
lower_capacity,rk4,48,4.8,33.0462423507,0.35,70.0,0.1
lower_capacity,rk4,49,4.9,33.6573683773,0.35,70.0,0.1
lower_capacity,rk4,50,5.0,34.2693153884,0.35,70.0,0.1
lower_capacity,rk4,51,5.1,34.8817096575,0.35,70.0,0.1
lower_capacity,rk4,52,5.2,35.4941763638,0.35,70.0,0.1
lower_capacity,rk4,53,5.3,36.1063405092,0.35,70.0,0.1
lower_capacity,rk4,54,5.4,36.717827836,0.35,70.0,0.1
lower_capacity,rk4,55,5.5,37.3282657414,0.35,70.0,0.1
lower_capacity,rk4,56,5.6,37.9372841825,0.35,70.0,0.1
lower_capacity,rk4,57,5.7,38.5445165687,0.35,70.0,0.1
lower_capacity,rk4,58,5.8,39.1496006363,0.35,70.0,0.1
lower_capacity,rk4,59,5.9,39.7521793007,0.35,70.0,0.1
lower_capacity,rk4,60,6.0,40.351901482,0.35,70.0,0.1
lower_capacity,rk4,61,6.1,40.9484229011,0.35,70.0,0.1
lower_capacity,rk4,62,6.2,41.5414068408,0.35,70.0,0.1
lower_capacity,rk4,63,6.3,42.1305248702,0.35,70.0,0.1
lower_capacity,rk4,64,6.4,42.715457528,0.35,70.0,0.1
lower_capacity,rk4,65,6.5,43.2958949629,0.35,70.0,0.1
lower_capacity,rk4,66,6.6,43.8715375281,0.35,70.0,0.1
lower_capacity,rk4,67,6.7,44.442096328,0.35,70.0,0.1
lower_capacity,rk4,68,6.8,45.0072937156,0.35,70.0,0.1
lower_capacity,rk4,69,6.9,45.5668637386,0.35,70.0,0.1
lower_capacity,rk4,70,7.0,46.1205525348,0.35,70.0,0.1
lower_capacity,rk4,71,7.1,46.6681186743,0.35,70.0,0.1
lower_capacity,rk4,72,7.2,47.2093334497,0.35,70.0,0.1
lower_capacity,rk4,73,7.3,47.7439811137,0.35,70.0,0.1
lower_capacity,rk4,74,7.4,48.2718590656,0.35,70.0,0.1
lower_capacity,rk4,75,7.5,48.7927779857,0.35,70.0,0.1
lower_capacity,rk4,76,7.6,49.3065619208,0.35,70.0,0.1
lower_capacity,rk4,77,7.7,49.8130483204,0.35,70.0,0.1
lower_capacity,rk4,78,7.8,50.3120880267,0.35,70.0,0.1
lower_capacity,rk4,79,7.9,50.8035452191,0.35,70.0,0.1
lower_capacity,rk4,80,8.0,51.287297316,0.35,70.0,0.1
lower_capacity,rk4,81,8.1,51.7632348355,0.35,70.0,0.1
lower_capacity,rk4,82,8.2,52.2312612183,0.35,70.0,0.1
lower_capacity,rk4,83,8.3,52.6912926142,0.35,70.0,0.1
lower_capacity,rk4,84,8.4,53.1432576357,0.35,70.0,0.1
lower_capacity,rk4,85,8.5,53.5870970811,0.35,70.0,0.1
lower_capacity,rk4,86,8.6,54.022763629,0.35,70.0,0.1
lower_capacity,rk4,87,8.7,54.4502215089,0.35,70.0,0.1
lower_capacity,rk4,88,8.8,54.869446148,0.35,70.0,0.1
lower_capacity,rk4,89,8.9,55.280423799,0.35,70.0,0.1
lower_capacity,rk4,90,9.0,55.6831511511,0.35,70.0,0.1
lower_capacity,rk4,91,9.1,56.0776349256,0.35,70.0,0.1
lower_capacity,rk4,92,9.2,56.4638914602,0.35,70.0,0.1
lower_capacity,rk4,93,9.3,56.8419462841,0.35,70.0,0.1
lower_capacity,rk4,94,9.4,57.2118336847,0.35,70.0,0.1
lower_capacity,rk4,95,9.5,57.5735962708,0.35,70.0,0.1
lower_capacity,rk4,96,9.6,57.9272845319,0.35,70.0,0.1
higher_capacity,euler,0,0.0,10.0,0.35,140.0,0.1
higher_capacity,euler,1,0.1,10.325,0.35,140.0,0.1
higher_capacity,euler,2,0.2,10.6597235937,0.35,140.0,0.1
higher_capacity,euler,3,0.3,11.0044064928,0.35,140.0,0.1
higher_capacity,euler,4,0.4,11.3592864794,0.35,140.0,0.1
higher_capacity,euler,5,0.5,11.7246031589,0.35,140.0,0.1
higher_capacity,euler,6,0.6,12.1005976896,0.35,140.0,0.1
higher_capacity,euler,7,0.7,12.4875124927,0.35,140.0,0.1
higher_capacity,euler,8,0.8,12.8855909378,0.35,140.0,0.1
higher_capacity,euler,9,0.9,13.2950770072,0.35,140.0,0.1
higher_capacity,euler,10,1.0,13.7162149343,0.35,140.0,0.1
higher_capacity,euler,11,1.1,14.149248819,0.35,140.0,0.1
higher_capacity,euler,12,1.2,14.5944222171,0.35,140.0,0.1
higher_capacity,euler,13,1.3,15.0519777047,0.35,140.0,0.1
higher_capacity,euler,14,1.4,15.5221564162,0.35,140.0,0.1
higher_capacity,euler,15,1.5,16.0051975558,0.35,140.0,0.1
higher_capacity,euler,16,1.6,16.5013378831,0.35,140.0,0.1
higher_capacity,euler,17,1.7,17.010811171,0.35,140.0,0.1
