scenario,model_type,time,analytical_state,euler_state,absolute_error,rate_at_euler_state,growth_rate,carrying_capacity,initial_state,method,warning
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,2.9000000000000004,18.66047246256839,18.56244301330552,0.09802944926287083,3.7792000267708423,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.0,19.042907380130778,18.9403630159826,0.10254436414817647,3.8382473760526468,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.1,19.431307691392153,19.324187753587868,0.10711993780428486,3.8974863575571788,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.2,19.8256898502204,19.713936389343587,0.11175346087681248,3.9568858774281837,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.3000000000000003,20.226067025471693,20.109624977086405,0.11644204838528793,4.016413702473958,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.4000000000000004,20.632448986086477,20.5112663473338,0.12118263875267488,4.07603646890528,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.5,21.044841987496017,20.91886999422433,0.12597199327168696,4.135719693967935,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.6,21.46324865965302,21.332441963621125,0.1308066960318932,4.1954277905771225,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.7,21.887667897009592,21.751984742678836,0.1356831543307564,4.255124085055377,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.8000000000000003,22.31809475077538,22.177497151184372,0.1405975995910076,4.314770838069116,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,3.9000000000000004,22.754520323796978,22.608974234991283,0.14554608880569475,4.374329268851572,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.0,23.19693166840739,23.04640716187644,0.1505245065309495,4.433759582791636,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.1000000000000005,23.64531168760089,23.489783120155604,0.15552856744528754,4.493021002459033,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.2,24.099639039893884,23.939085220401505,0.16055381949237812,4.552071802126262,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.3,24.559888048237017,24.39429240061413,0.1655956476228866,4.610869345836882,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.4,25.026028613346334,24.855379335197817,0.17064927814851671,4.669370129058008,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.5,25.49802613182322,25.32231634810362,0.17570978371960067,4.727529823942315,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.6000000000000005,25.975841419433056,25.79506933049785,0.1807720889352069,4.785303328211485,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.7,26.459430639910945,26.273599663318997,0.18583097659194792,4.84264481765886,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.800000000000001,26.948745239660298,26.757864145084884,0.19088109457541336,4.899507802254173,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,4.9,27.443731888705205,27.2478149253103,0.19591696339490383,4.955845185817669,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.0,27.94433242825154,27.743399443892066,0.20093298435947204,5.01160932921464,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.1000000000000005,28.450483825203385,28.24456037681353,0.20592344838985355,5.066752117004721,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.2,28.96211813397185,28.751235588514003,0.2108825454578458,5.121225027462915,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.300000000000001,29.479162465901496,29.263358091260294,0.21580437464120195,5.17497920587175,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.4,30.00153896662601,29.78085601184747,0.2206829547785425,5.227965540965888,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.5,30.52916480164966,30.30365256594406,0.22551223570560097,5.280134744392395,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.6000000000000005,31.061952150433285,30.831666040383297,0.23028611004998822,5.331437433031512,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.7,31.599808209245058,31.364809783686447,0.2349984255586115,5.381824214004529,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.800000000000001,32.1426352030148,31.9029922050869,0.23964299792789845,5.431245772177136,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,5.9,32.69033040640808,32.446116782304614,0.24421362410346603,5.479652959948781,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.0,33.24278617431193,32.99408207829949,0.24870409601243892,5.526996889100964,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.1000000000000005,33.799889981897614,33.54678176720959,0.2531082146880266,5.573229024460433,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.2,34.361524474398294,34.104104669655634,0.2574198047426606,5.6183012791168405,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.300000000000001,34.927567526710206,34.66593479756732,0.2616327291428888,5.662166110918857,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.4,35.497892312895104,35.232151408659206,0.2657409042358978,5.704776619958084,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.5,36.07236738563006,35.802629070655016,0.26973831497504364,5.746086646736475,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.6000000000000005,36.65085676561743,36.37723773532866,0.27361903028877066,5.786050870700617,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.7,37.233220040933936,36.95584282239872,0.27737721853521435,5.824624908815083,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.800000000000001,37.81931247626281,37.53830531328023,0.28100716298257566,5.86176541383745,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,6.9,38.40898513191746,38.124481854663976,0.284503277253485,5.8974301719494875,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.0,39.00208499252912,38.714224871858924,0.28786012067019584,5.931578199392581,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.1000000000000005,39.59845510523454,39.30738269179818,0.2910724134363605,5.964169837750857,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.2,40.19793472716359,39.90379967557327,0.2941350515903238,5.995166847522613,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.300000000000001,40.800359481990064,40.50331636032553,0.2970431216645366,6.024532499619848,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.4,41.40556152527324,41.10576961028751,0.29979191498573243,6.052231664436786,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.5,42.013369718282114,41.71099277673119,0.302376941550925,6.078230898131494,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.6000000000000005,42.6236098099597,42.31881586654434,0.3047939434153619,6.102498525769874,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.7,43.23610462665068,42.929065719121326,0.30703890752935337,6.125004720988738,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.800000000000001,43.85067426918358,43.5415661912202,0.3091080779633799,6.1457215818440245,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,7.9,44.467136316866764,44.1561383494046,0.3109979674621641,6.164623202521752,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.0,45.085306037928376,44.772600669656775,0.312705368271601,6.181685740602817,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.1,45.704996605902146,45.39076924371706,0.3142273621850862,6.196887479588339,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.200000000000001,46.32601932143491,46.01045799167589,0.31556132975902074,6.210208886409544,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.3,46.94818383896794,46.63147888031685,0.31670495865109416,6.221632663665622,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.4,47.5712983977227,47.25364214668341,0.3176562510392884,6.231143796353815,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.5,48.19517005640164,47.87675652631879,0.3184135300828501,6.238729592878675,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.6,48.81960493099924,48.50062948560666,0.3189754453925815,6.24437972015142,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.700000000000001,49.444408435103156,49.1250674576218,0.31934097748135315,6.24808623261572,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.8,50.069385522054965,49.749876080883375,0.31950944117158997,6.249843595062715,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,8.9,50.69434092833133,50.37486044038965,0.31948048794168216,6.2496486991255775,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.0,51.31907941750047,50.99982531030221,0.31925410719826175,6.247500873372198,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.1,51.94340602410685,51.624575397639425,0.3188306264674239,6.243401886943461,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.200000000000001,52.567126296836896,52.24891558633377,0.31821071050312355,6.237355946713862,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.3,53.19004654032172,52.87265118100516,0.3173953593165564,6.229369687980674,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.4,53.81197405493964,53.495588149803226,0.3163859051364142,6.219452158717387,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.5,54.43271737398957,54.117533365674966,0.3151840083146027,6.207614797456384,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.600000000000001,55.05208649761886,54.738294845420604,0.31379165219825467,6.193871404894651,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.700000000000001,55.66989312290334,55.35768198591007,0.31221113699326963,6.178238109344637,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.8,56.28595086949513,55.97550579684453,0.3104450726506016,6.160733326179694,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,9.9,56.900075500272834,56.5915791294625,0.30849637081033165,6.141377711450087,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
logistic_growth,separable_dx_dt_equals_r_x_one_minus_x_over_K,10.0,57.51208513645147,57.20571690060751,0.306368235843955,6.120194109870748,0.25,100.0,10.0,analytical_vs_explicit_euler,Logistic growth assumes a fixed carrying capacity.
