scenario,period,stock,inflow,demand,losses,raw_next_stock,constrained_next_stock,shortage,overflow,low_storage_rule_active,domain_valid
high_demand_logic,31,39.8392006,8.0,4.0,0.59758801,43.24161259,43.24161259,0.0,0.0,False,True
high_demand_logic,32,43.24161259,8.0,4.0,0.64862419,46.5929884,46.5929884,0.0,0.0,False,True
high_demand_logic,33,46.5929884,8.0,4.0,0.69889483,49.89409357,49.89409357,0.0,0.0,False,True
high_demand_logic,34,49.89409357,8.0,4.0,0.7484114,53.14568217,53.14568217,0.0,0.0,False,True
high_demand_logic,35,53.14568217,8.0,4.0,0.79718523,56.34849694,56.34849694,0.0,0.0,False,True
high_demand_logic,36,56.34849694,8.0,4.0,0.84522745,59.50326948,59.50326948,0.0,0.0,False,True
high_demand_logic,37,59.50326948,8.0,4.0,0.89254904,62.61072044,62.61072044,0.0,0.0,False,True
high_demand_logic,38,62.61072044,8.0,4.0,0.93916081,65.67155963,65.67155963,0.0,0.0,False,True
high_demand_logic,39,65.67155963,8.0,4.0,0.98507339,68.68648624,68.68648624,0.0,0.0,False,True
high_demand_logic,40,68.68648624,8.0,4.0,1.03029729,71.65618895,71.65618895,0.0,0.0,False,True
high_demand_logic,41,71.65618895,8.0,4.0,1.07484283,74.58134611,74.58134611,0.0,0.0,False,True
high_demand_logic,42,74.58134611,8.0,4.0,1.11872019,77.46262592,77.46262592,0.0,0.0,False,True
high_demand_logic,43,77.46262592,8.0,4.0,1.16193939,80.30068653,80.30068653,0.0,0.0,False,True
high_demand_logic,44,80.30068653,8.0,4.0,1.2045103,83.09617623,83.09617623,0.0,0.0,False,True
high_demand_logic,45,83.09617623,8.0,4.0,1.24644264,85.84973359,85.84973359,0.0,0.0,False,True
high_demand_logic,46,85.84973359,8.0,4.0,1.287746,88.56198759,88.56198759,0.0,0.0,False,True
high_demand_logic,47,88.56198759,8.0,4.0,1.32842981,91.23355777,91.23355777,0.0,0.0,False,True
high_demand_logic,48,91.23355777,8.0,4.0,1.36850337,93.86505441,93.86505441,0.0,0.0,False,True
high_demand_logic,49,93.86505441,8.0,4.0,1.40797582,96.45707859,96.45707859,0.0,0.0,False,True
high_demand_logic,50,96.45707859,8.0,4.0,1.44685618,99.01022241,99.01022241,0.0,0.0,False,True
high_demand_logic,51,99.01022241,8.0,4.0,1.48515334,101.52506907,100.0,0.0,1.52506907,False,True
high_demand_logic,52,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,53,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,54,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,55,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,56,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,57,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,58,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,59,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
high_demand_logic,60,100.0,8.0,4.0,1.5,102.5,100.0,0.0,2.5,False,True
