scenario,run,demand,supply,reserve,available_supply,shortage,shortage_event
high_variability,1179,86.19246882,92.78330753,5.0,97.78330753,0.0,False
high_variability,1180,48.32365828,91.98409581,5.0,96.98409581,0.0,False
high_variability,1181,100.98180206,113.77111899,5.0,118.77111899,0.0,False
high_variability,1182,141.6137235,74.22603212,5.0,79.22603212,62.38769138,True
high_variability,1183,67.46716772,86.09305175,5.0,91.09305175,0.0,False
high_variability,1184,133.12803202,95.85516675,5.0,100.85516675,32.27286527,True
high_variability,1185,86.0757626,88.88049685,5.0,93.88049685,0.0,False
high_variability,1186,106.44274561,107.49368768,5.0,112.49368768,0.0,False
high_variability,1187,140.31963919,107.78058946,5.0,112.78058946,27.53904974,True
high_variability,1188,64.29733031,96.01181942,5.0,101.01181942,0.0,False
high_variability,1189,55.395425,87.48592416,5.0,92.48592416,0.0,False
high_variability,1190,67.16898464,87.75978287,5.0,92.75978287,0.0,False
high_variability,1191,118.39757954,96.42019396,5.0,101.42019396,16.97738558,True
high_variability,1192,57.86546709,105.95799764,5.0,110.95799764,0.0,False
high_variability,1193,71.6999982,87.20720528,5.0,92.20720528,0.0,False
high_variability,1194,190.94843505,89.31733366,5.0,94.31733366,96.63110139,True
high_variability,1195,155.62992791,88.46672393,5.0,93.46672393,62.16320397,True
high_variability,1196,64.41518701,90.6955129,5.0,95.6955129,0.0,False
high_variability,1197,138.41493979,102.68751969,5.0,107.68751969,30.72742009,True
high_variability,1198,250.18376089,97.98040703,5.0,102.98040703,147.20335386,True
high_variability,1199,97.11843703,94.15254006,5.0,99.15254006,0.0,False
high_variability,1200,82.32855326,87.28364338,5.0,92.28364338,0.0,False
high_variability,1201,59.14885547,90.62825166,5.0,95.62825166,0.0,False
high_variability,1202,93.04442915,92.9656927,5.0,97.9656927,0.0,False
high_variability,1203,165.56753816,74.65624265,5.0,79.65624265,85.91129551,True
high_variability,1204,117.99239197,115.34808972,5.0,120.34808972,0.0,False
high_variability,1205,119.96075727,97.77094282,5.0,102.77094282,17.18981445,True
high_variability,1206,78.38637007,72.11263901,5.0,77.11263901,1.27373106,True
high_variability,1207,92.82509768,103.30728029,5.0,108.30728029,0.0,False
high_variability,1208,130.78851365,94.8893048,5.0,99.8893048,30.89920885,True
high_variability,1209,121.68876884,96.31697216,5.0,101.31697216,20.37179669,True
high_variability,1210,90.41255799,88.21019301,5.0,93.21019301,0.0,False
high_variability,1211,87.42358849,97.1939289,5.0,102.1939289,0.0,False
high_variability,1212,80.24567859,101.81908045,5.0,106.81908045,0.0,False
high_variability,1213,96.05887949,117.63865511,5.0,122.63865511,0.0,False
high_variability,1214,93.7014368,95.28677024,5.0,100.28677024,0.0,False
high_variability,1215,85.85464462,89.77997814,5.0,94.77997814,0.0,False
high_variability,1216,126.88906939,91.00993034,5.0,96.00993034,30.87913905,True
high_variability,1217,110.27017434,68.90640026,5.0,73.90640026,36.36377408,True
high_variability,1218,104.92383775,90.03699032,5.0,95.03699032,9.88684743,True
high_variability,1219,66.08613499,94.54639373,5.0,99.54639373,0.0,False
high_variability,1220,109.17102057,98.83952253,5.0,103.83952253,5.33149804,True
high_variability,1221,91.71525928,73.68712938,5.0,78.68712938,13.0281299,True
high_variability,1222,123.24986182,104.11097462,5.0,109.11097462,14.1388872,True
high_variability,1223,50.31826418,80.94618932,5.0,85.94618932,0.0,False
high_variability,1224,78.49925793,111.19662395,5.0,116.19662395,0.0,False
high_variability,1225,59.34939773,89.05723773,5.0,94.05723773,0.0,False
high_variability,1226,83.67926616,92.85815667,5.0,97.85815667,0.0,False
high_variability,1227,247.56259153,85.88893278,5.0,90.88893278,156.67365874,True
high_variability,1228,71.87682823,83.38810436,5.0,88.38810436,0.0,False
high_variability,1229,154.71052783,82.96294347,5.0,87.96294347,66.74758436,True
high_variability,1230,186.1513218,106.16307657,5.0,111.16307657,74.98824523,True
high_variability,1231,84.47591177,105.94239958,5.0,110.94239958,0.0,False
high_variability,1232,130.6257873,98.31079716,5.0,103.31079716,27.31499014,True
high_variability,1233,86.30619176,81.28693389,5.0,86.28693389,0.01925787,True
high_variability,1234,47.73884198,96.30277021,5.0,101.30277021,0.0,False
high_variability,1235,142.33443288,114.95485476,5.0,119.95485476,22.37957812,True
high_variability,1236,36.88884458,97.29094125,5.0,102.29094125,0.0,False
high_variability,1237,74.95769448,95.31512156,5.0,100.31512156,0.0,False
high_variability,1238,109.28839058,109.44388189,5.0,114.44388189,0.0,False
high_variability,1239,96.66633478,90.78926683,5.0,95.78926683,0.87706795,True
high_variability,1240,69.22002281,111.33354652,5.0,116.33354652,0.0,False
high_variability,1241,73.76477748,69.87897288,5.0,74.87897288,0.0,False
high_variability,1242,127.9431933,96.63497586,5.0,101.63497586,26.30821745,True
high_variability,1243,72.58622767,99.7730756,5.0,104.7730756,0.0,False
high_variability,1244,27.5911662,75.94668057,5.0,80.94668057,0.0,False
high_variability,1245,77.16898967,103.28286885,5.0,108.28286885,0.0,False
high_variability,1246,147.19530761,87.70513701,5.0,92.70513701,54.4901706,True
high_variability,1247,104.14617792,99.10662765,5.0,104.10662765,0.03955027,True
high_variability,1248,78.18372059,82.46807061,5.0,87.46807061,0.0,False
high_variability,1249,38.38290862,107.90794372,5.0,112.90794372,0.0,False
high_variability,1250,113.40982639,84.03294519,5.0,89.03294519,24.37688121,True
high_variability,1251,54.78162937,93.97394794,5.0,98.97394794,0.0,False
high_variability,1252,99.72234505,105.73398577,5.0,110.73398577,0.0,False
high_variability,1253,304.32269717,84.64300302,5.0,89.64300302,214.67969414,True
high_variability,1254,60.13374511,98.80150426,5.0,103.80150426,0.0,False
high_variability,1255,83.79364764,92.51774145,5.0,97.51774145,0.0,False
high_variability,1256,120.44909024,95.56771792,5.0,100.56771792,19.88137232,True
high_variability,1257,71.22914681,114.5338352,5.0,119.5338352,0.0,False
high_variability,1258,107.19506221,97.43037241,5.0,102.43037241,4.7646898,True
high_variability,1259,47.45612419,105.88707929,5.0,110.88707929,0.0,False
high_variability,1260,111.8681772,110.57680374,5.0,115.57680374,0.0,False
high_variability,1261,85.58143048,93.27211325,5.0,98.27211325,0.0,False
high_variability,1262,199.96024085,85.97281498,5.0,90.97281498,108.98742587,True
high_variability,1263,61.27382433,72.49274633,5.0,77.49274633,0.0,False
high_variability,1264,90.58351471,116.46474409,5.0,121.46474409,0.0,False
high_variability,1265,38.68928065,101.56744394,5.0,106.56744394,0.0,False
high_variability,1266,94.96281989,90.83603215,5.0,95.83603215,0.0,False
high_variability,1267,101.51061414,74.442148,5.0,79.442148,22.06846615,True
high_variability,1268,36.74734002,99.38957452,5.0,104.38957452,0.0,False
high_variability,1269,284.68220558,82.23704285,5.0,87.23704285,197.44516273,True
high_variability,1270,192.71993597,103.39811965,5.0,108.39811965,84.32181632,True
high_variability,1271,97.58088986,77.41631315,5.0,82.41631315,15.16457671,True
high_variability,1272,88.40702488,78.39019093,5.0,83.39019093,5.01683395,True
high_variability,1273,163.92311392,94.1288864,5.0,99.1288864,64.79422753,True
high_variability,1274,128.60873089,83.44463201,5.0,88.44463201,40.16409888,True
high_variability,1275,79.51322201,117.41337745,5.0,122.41337745,0.0,False
high_variability,1276,143.24418669,98.6058569,5.0,103.6058569,39.63832979,True
high_variability,1277,114.0008919,97.63701149,5.0,102.63701149,11.36388041,True
high_variability,1278,147.60855346,94.46446232,5.0,99.46446232,48.14409113,True
high_variability,1279,86.73361592,101.62885643,5.0,106.62885643,0.0,False
high_variability,1280,95.67524106,90.92880543,5.0,95.92880543,0.0,False
high_variability,1281,75.30460283,90.37849618,5.0,95.37849618,0.0,False
high_variability,1282,105.64254947,98.35611204,5.0,103.35611204,2.28643742,True
high_variability,1283,100.26752613,94.16098099,5.0,99.16098099,1.10654513,True
high_variability,1284,67.92796785,102.9732457,5.0,107.9732457,0.0,False
high_variability,1285,86.79930393,95.33007064,5.0,100.33007064,0.0,False
high_variability,1286,128.8179889,98.40310834,5.0,103.40310834,25.41488056,True
high_variability,1287,66.34497949,86.87573798,5.0,91.87573798,0.0,False
high_variability,1288,137.48227035,100.4293316,5.0,105.4293316,32.05293875,True
high_variability,1289,100.48736146,87.38067427,5.0,92.38067427,8.10668719,True
high_variability,1290,95.34804501,93.50145175,5.0,98.50145175,0.0,False
high_variability,1291,190.66002023,90.5411262,5.0,95.5411262,95.11889403,True
high_variability,1292,73.75562112,104.8666701,5.0,109.8666701,0.0,False
high_variability,1293,66.40939409,75.95768446,5.0,80.95768446,0.0,False
high_variability,1294,158.08488208,104.13692797,5.0,109.13692797,48.94795411,True
high_variability,1295,75.25173877,93.21897698,5.0,98.21897698,0.0,False
high_variability,1296,60.21254225,68.48866586,5.0,73.48866586,0.0,False
high_variability,1297,101.66741451,89.3853621,5.0,94.3853621,7.28205241,True
high_variability,1298,44.92624823,87.4478164,5.0,92.4478164,0.0,False
high_variability,1299,51.75971136,105.5832752,5.0,110.5832752,0.0,False
high_variability,1300,68.98409556,111.75334678,5.0,116.75334678,0.0,False
high_variability,1301,41.41497008,95.57078708,5.0,100.57078708,0.0,False
high_variability,1302,59.21043093,109.40322541,5.0,114.40322541,0.0,False
high_variability,1303,38.29404219,111.99605219,5.0,116.99605219,0.0,False
high_variability,1304,126.04303013,110.21809762,5.0,115.21809762,10.82493251,True
high_variability,1305,162.98939905,103.06628408,5.0,108.06628408,54.92311497,True
high_variability,1306,67.45439721,104.00733133,5.0,109.00733133,0.0,False
high_variability,1307,107.22819782,103.17014157,5.0,108.17014157,0.0,False
high_variability,1308,82.92196221,98.77530626,5.0,103.77530626,0.0,False
high_variability,1309,76.94404033,76.90274023,5.0,81.90274023,0.0,False
high_variability,1310,65.27638642,102.57459886,5.0,107.57459886,0.0,False
high_variability,1311,100.992557,89.54064211,5.0,94.54064211,6.45191489,True
high_variability,1312,156.58612703,99.58029904,5.0,104.58029904,52.005828,True
high_variability,1313,62.224931,92.30622356,5.0,97.30622356,0.0,False
high_variability,1314,85.0098823,98.07340763,5.0,103.07340763,0.0,False
high_variability,1315,118.35952493,85.97472026,5.0,90.97472026,27.38480467,True
high_variability,1316,54.09220393,86.38929038,5.0,91.38929038,0.0,False
high_variability,1317,159.24105947,93.91861497,5.0,98.91861497,60.3224445,True
high_variability,1318,56.7049906,97.57937985,5.0,102.57937985,0.0,False
high_variability,1319,77.14748407,99.08777812,5.0,104.08777812,0.0,False
high_variability,1320,63.20983815,95.06954191,5.0,100.06954191,0.0,False
high_variability,1321,67.05923779,104.85647436,5.0,109.85647436,0.0,False
high_variability,1322,61.67145164,107.82627088,5.0,112.82627088,0.0,False
high_variability,1323,199.34258201,94.99994031,5.0,99.99994031,99.3426417,True
high_variability,1324,172.03221364,99.38130614,5.0,104.38130614,67.65090749,True
high_variability,1325,284.58732172,96.74625611,5.0,101.74625611,182.84106561,True
high_variability,1326,75.09740015,77.11346678,5.0,82.11346678,0.0,False
high_variability,1327,96.09185181,123.42462837,5.0,128.42462837,0.0,False
high_variability,1328,84.94324998,83.75942775,5.0,88.75942775,0.0,False
high_variability,1329,79.08867186,98.74913775,5.0,103.74913775,0.0,False
high_variability,1330,51.81092716,100.50270786,5.0,105.50270786,0.0,False
high_variability,1331,111.71570173,94.21235528,5.0,99.21235528,12.50334644,True
high_variability,1332,335.16426066,78.56847133,5.0,83.56847133,251.59578933,True
high_variability,1333,55.3831471,100.09490359,5.0,105.09490359,0.0,False
high_variability,1334,39.17573413,100.47222343,5.0,105.47222343,0.0,False
high_variability,1335,124.89086342,87.3479136,5.0,92.3479136,32.54294982,True
high_variability,1336,103.42263434,94.14989074,5.0,99.14989074,4.2727436,True
high_variability,1337,55.74790139,95.48602585,5.0,100.48602585,0.0,False
high_variability,1338,75.57912897,94.47271905,5.0,99.47271905,0.0,False
high_variability,1339,89.59103648,104.63691103,5.0,109.63691103,0.0,False
high_variability,1340,61.22056657,93.02368536,5.0,98.02368536,0.0,False
high_variability,1341,43.28884731,86.83898108,5.0,91.83898108,0.0,False
high_variability,1342,59.32945695,91.54900859,5.0,96.54900859,0.0,False
high_variability,1343,210.09006784,99.43200682,5.0,104.43200682,105.65806102,True
high_variability,1344,160.34602954,111.2005108,5.0,116.2005108,44.14551874,True
high_variability,1345,30.17682065,101.12226405,5.0,106.12226405,0.0,False
high_variability,1346,141.48820029,86.82969747,5.0,91.82969747,49.65850281,True
high_variability,1347,45.18761561,95.65017054,5.0,100.65017054,0.0,False
high_variability,1348,110.2682444,93.22920315,5.0,98.22920315,12.03904125,True
high_variability,1349,95.4982163,106.2031968,5.0,111.2031968,0.0,False
high_variability,1350,60.41231372,110.83722241,5.0,115.83722241,0.0,False
high_variability,1351,115.70860252,96.79857237,5.0,101.79857237,13.91003015,True
high_variability,1352,49.0594603,97.34014267,5.0,102.34014267,0.0,False
high_variability,1353,70.63860715,100.2684063,5.0,105.2684063,0.0,False
high_variability,1354,94.66384762,103.47534393,5.0,108.47534393,0.0,False
high_variability,1355,68.50328911,102.63496934,5.0,107.63496934,0.0,False
high_variability,1356,260.92666414,97.29942442,5.0,102.29942442,158.62723972,True
high_variability,1357,146.87286622,87.1958933,5.0,92.1958933,54.67697292,True
high_variability,1358,59.48806177,89.92918658,5.0,94.92918658,0.0,False
high_variability,1359,160.82210178,111.07389951,5.0,116.07389951,44.74820228,True
high_variability,1360,85.65389956,77.28028015,5.0,82.28028015,3.37361941,True
high_variability,1361,30.97111293,94.91430621,5.0,99.91430621,0.0,False
high_variability,1362,101.02704236,94.20965256,5.0,99.20965256,1.8173898,True
high_variability,1363,146.8875536,102.26679896,5.0,107.26679896,39.62075463,True
high_variability,1364,78.69246143,87.80405689,5.0,92.80405689,0.0,False
high_variability,1365,75.83760174,110.91231075,5.0,115.91231075,0.0,False
high_variability,1366,61.05063862,102.6171939,5.0,107.6171939,0.0,False
high_variability,1367,85.87203155,86.00414916,5.0,91.00414916,0.0,False
high_variability,1368,115.89535917,96.60398763,5.0,101.60398763,14.29137154,True
high_variability,1369,66.67106526,88.16757404,5.0,93.16757404,0.0,False
high_variability,1370,89.90085519,92.49922372,5.0,97.49922372,0.0,False
high_variability,1371,62.35518627,92.772001,5.0,97.772001,0.0,False
high_variability,1372,128.89843224,93.39677126,5.0,98.39677126,30.50166098,True
high_variability,1373,63.14855902,79.22821034,5.0,84.22821034,0.0,False
high_variability,1374,42.80645142,92.9302751,5.0,97.9302751,0.0,False
high_variability,1375,101.17324302,100.54306525,5.0,105.54306525,0.0,False
high_variability,1376,72.12088078,67.08855454,5.0,72.08855454,0.03232625,True
high_variability,1377,120.28770698,88.14219862,5.0,93.14219862,27.14550836,True
high_variability,1378,60.80633403,63.16439005,5.0,68.16439005,0.0,False
high_variability,1379,99.1353388,92.35717387,5.0,97.35717387,1.77816494,True
high_variability,1380,84.93690307,98.76676552,5.0,103.76676552,0.0,False
high_variability,1381,89.85830425,94.74039924,5.0,99.74039924,0.0,False
high_variability,1382,62.80744964,87.66306311,5.0,92.66306311,0.0,False
high_variability,1383,79.71462058,85.23063237,5.0,90.23063237,0.0,False
high_variability,1384,51.27525525,104.42138765,5.0,109.42138765,0.0,False
high_variability,1385,141.11854402,110.37143281,5.0,115.37143281,25.74711121,True
high_variability,1386,45.70528983,97.16296788,5.0,102.16296788,0.0,False
high_variability,1387,52.69653703,83.15190551,5.0,88.15190551,0.0,False
high_variability,1388,69.90271668,86.43137745,5.0,91.43137745,0.0,False
high_variability,1389,89.01814365,94.08534758,5.0,99.08534758,0.0,False
high_variability,1390,87.33360384,99.7376541,5.0,104.7376541,0.0,False
high_variability,1391,146.78583553,98.91520734,5.0,103.91520734,42.87062819,True
high_variability,1392,46.06461117,91.32469317,5.0,96.32469317,0.0,False
high_variability,1393,104.69223364,103.70470472,5.0,108.70470472,0.0,False
high_variability,1394,75.5303417,103.89838773,5.0,108.89838773,0.0,False
high_variability,1395,103.4367498,85.23915695,5.0,90.23915695,13.19759285,True
high_variability,1396,93.47093956,96.38155896,5.0,101.38155896,0.0,False
high_variability,1397,126.16384904,88.21815366,5.0,93.21815366,32.94569538,True
high_variability,1398,105.13236824,68.19227578,5.0,73.19227578,31.94009246,True
high_variability,1399,45.97934898,90.21296156,5.0,95.21296156,0.0,False
high_variability,1400,146.51020657,102.69810843,5.0,107.69810843,38.81209814,True
high_variability,1401,98.00336588,91.72768862,5.0,96.72768862,1.27567726,True
high_variability,1402,70.14978001,108.93599733,5.0,113.93599733,0.0,False
high_variability,1403,129.35317573,96.91407288,5.0,101.91407288,27.43910285,True
high_variability,1404,58.40320282,93.90859096,5.0,98.90859096,0.0,False
high_variability,1405,101.45272002,93.84104161,5.0,98.84104161,2.6116784,True
high_variability,1406,117.18995166,100.41097472,5.0,105.41097472,11.77897694,True
high_variability,1407,59.52698562,107.01569566,5.0,112.01569566,0.0,False
high_variability,1408,64.09469276,72.84492513,5.0,77.84492513,0.0,False
high_variability,1409,86.51154166,105.64773848,5.0,110.64773848,0.0,False
high_variability,1410,67.77685455,88.45904344,5.0,93.45904344,0.0,False
high_variability,1411,52.31575065,97.98740435,5.0,102.98740435,0.0,False
high_variability,1412,24.65784038,103.27976242,5.0,108.27976242,0.0,False
high_variability,1413,114.50971276,92.26721974,5.0,97.26721974,17.24249302,True
high_variability,1414,67.55907326,107.2723102,5.0,112.2723102,0.0,False
high_variability,1415,74.70893316,97.33090387,5.0,102.33090387,0.0,False
high_variability,1416,57.0633475,77.39687564,5.0,82.39687564,0.0,False
high_variability,1417,142.38733437,101.62449599,5.0,106.62449599,35.76283838,True
high_variability,1418,153.41672594,110.27499048,5.0,115.27499048,38.14173546,True
high_variability,1419,92.65357862,109.44065555,5.0,114.44065555,0.0,False
high_variability,1420,43.54210546,91.67252421,5.0,96.67252421,0.0,False
high_variability,1421,96.77595435,95.3802868,5.0,100.3802868,0.0,False
high_variability,1422,89.87423997,103.02009955,5.0,108.02009955,0.0,False
high_variability,1423,205.51269955,73.41083184,5.0,78.41083184,127.10186771,True
high_variability,1424,49.68175912,76.64338076,5.0,81.64338076,0.0,False
high_variability,1425,117.75641197,97.47751643,5.0,102.47751643,15.27889553,True
high_variability,1426,61.69633423,82.94711791,5.0,87.94711791,0.0,False
high_variability,1427,85.4169014,96.94491247,5.0,101.94491247,0.0,False
high_variability,1428,135.12822114,89.93628666,5.0,94.93628666,40.19193447,True
high_variability,1429,90.16118292,82.14550553,5.0,87.14550553,3.0156774,True
high_variability,1430,115.10435825,100.56132571,5.0,105.56132571,9.54303255,True
high_variability,1431,72.12254841,85.89950346,5.0,90.89950346,0.0,False
high_variability,1432,80.40669384,109.74093903,5.0,114.74093903,0.0,False
high_variability,1433,131.69135388,91.89494342,5.0,96.89494342,34.79641046,True
high_variability,1434,145.05513056,119.82600717,5.0,124.82600717,20.22912338,True
high_variability,1435,84.65506214,72.60154209,5.0,77.60154209,7.05352004,True
high_variability,1436,79.4638256,95.6601852,5.0,100.6601852,0.0,False
high_variability,1437,71.9882178,113.19724415,5.0,118.19724415,0.0,False
high_variability,1438,128.93475905,124.6820916,5.0,129.6820916,0.0,False
high_variability,1439,40.02468744,114.93105695,5.0,119.93105695,0.0,False
high_variability,1440,59.47137475,93.96223119,5.0,98.96223119,0.0,False
high_variability,1441,148.00331156,89.572104,5.0,94.572104,53.43120756,True
high_variability,1442,84.88891997,94.21491607,5.0,99.21491607,0.0,False
high_variability,1443,111.72448575,77.74640524,5.0,82.74640524,28.97808051,True
high_variability,1444,49.03477831,98.9076052,5.0,103.9076052,0.0,False
high_variability,1445,46.77701793,90.28893792,5.0,95.28893792,0.0,False
high_variability,1446,124.22345719,81.422791,5.0,86.422791,37.80066619,True
high_variability,1447,59.32562095,69.72337462,5.0,74.72337462,0.0,False
high_variability,1448,258.52448498,102.59033226,5.0,107.59033226,150.93415272,True
high_variability,1449,53.24107209,95.94672528,5.0,100.94672528,0.0,False
high_variability,1450,94.40453548,95.98941931,5.0,100.98941931,0.0,False
high_variability,1451,73.41067391,69.99943579,5.0,74.99943579,0.0,False
high_variability,1452,140.3146937,73.99616721,5.0,78.99616721,61.31852649,True
high_variability,1453,149.4900297,96.04605287,5.0,101.04605287,48.44397683,True
high_variability,1454,81.47497253,114.99338487,5.0,119.99338487,0.0,False
high_variability,1455,73.20029528,103.73321963,5.0,108.73321963,0.0,False
high_variability,1456,53.57722755,94.99487763,5.0,99.99487763,0.0,False
high_variability,1457,62.04892219,100.11204482,5.0,105.11204482,0.0,False
high_variability,1458,77.47206458,95.28218028,5.0,100.28218028,0.0,False
high_variability,1459,145.03383651,90.50968563,5.0,95.50968563,49.52415088,True
high_variability,1460,29.95260811,102.45898371,5.0,107.45898371,0.0,False
high_variability,1461,109.73824339,118.21772303,5.0,123.21772303,0.0,False
high_variability,1462,76.01784648,94.53601975,5.0,99.53601975,0.0,False
high_variability,1463,95.3449965,89.00086249,5.0,94.00086249,1.34413401,True
high_variability,1464,154.04676139,93.27244543,5.0,98.27244543,55.77431596,True
high_variability,1465,48.62170432,89.52887271,5.0,94.52887271,0.0,False
high_variability,1466,49.14304886,97.2349119,5.0,102.2349119,0.0,False
high_variability,1467,125.64192199,103.68437146,5.0,108.68437146,16.95755054,True
high_variability,1468,63.38891165,89.4585592,5.0,94.4585592,0.0,False
high_variability,1469,87.25540809,105.89846073,5.0,110.89846073,0.0,False
high_variability,1470,99.75134756,86.99973636,5.0,91.99973636,7.7516112,True
high_variability,1471,44.66778548,80.67680865,5.0,85.67680865,0.0,False
high_variability,1472,54.82992755,99.48991084,5.0,104.48991084,0.0,False
high_variability,1473,110.04007138,85.59065181,5.0,90.59065181,19.44941957,True
high_variability,1474,109.41957656,85.62030786,5.0,90.62030786,18.79926871,True
high_variability,1475,104.20866591,98.81543758,5.0,103.81543758,0.39322833,True
high_variability,1476,158.06754599,101.41406218,5.0,106.41406218,51.6534838,True
high_variability,1477,57.71999823,121.63070829,5.0,126.63070829,0.0,False
high_variability,1478,133.04258229,104.04794164,5.0,109.04794164,23.99464065,True
high_variability,1479,149.15620971,89.98900491,5.0,94.98900491,54.1672048,True
high_variability,1480,90.20001046,85.72647604,5.0,90.72647604,0.0,False
high_variability,1481,85.45443723,107.65070162,5.0,112.65070162,0.0,False
high_variability,1482,155.21940492,85.92648032,5.0,90.92648032,64.2929246,True
high_variability,1483,65.78911942,82.38021432,5.0,87.38021432,0.0,False
high_variability,1484,44.0334825,96.15421898,5.0,101.15421898,0.0,False
high_variability,1485,84.12723285,90.99515744,5.0,95.99515744,0.0,False
high_variability,1486,173.83151663,78.76243521,5.0,83.76243521,90.06908142,True
high_variability,1487,67.09714251,70.95711914,5.0,75.95711914,0.0,False
high_variability,1488,67.46008669,96.14952594,5.0,101.14952594,0.0,False
high_variability,1489,160.75737115,111.56379873,5.0,116.56379873,44.19357242,True
high_variability,1490,94.5139349,72.57244779,5.0,77.57244779,16.9414871,True
high_variability,1491,43.34042506,105.03236164,5.0,110.03236164,0.0,False
high_variability,1492,78.70989491,88.86438661,5.0,93.86438661,0.0,False
high_variability,1493,75.65768994,94.12666944,5.0,99.12666944,0.0,False
high_variability,1494,224.43886748,76.61958695,5.0,81.61958695,142.81928053,True
high_variability,1495,88.71065304,114.98924806,5.0,119.98924806,0.0,False
high_variability,1496,85.78251344,107.45465194,5.0,112.45465194,0.0,False
high_variability,1497,72.24885211,96.42928396,5.0,101.42928396,0.0,False
high_variability,1498,57.84765902,101.04749715,5.0,106.04749715,0.0,False
high_variability,1499,100.89602782,76.57996681,5.0,81.57996681,19.316061,True
high_variability,1500,87.8611365,92.24319227,5.0,97.24319227,0.0,False
high_variability,1501,82.18942015,70.59757616,5.0,75.59757616,6.59184399,True
high_variability,1502,106.8736986,83.47748311,5.0,88.47748311,18.39621549,True
high_variability,1503,129.40992752,102.19814843,5.0,107.19814843,22.21177909,True
high_variability,1504,156.18911117,100.88515269,5.0,105.88515269,50.30395848,True
high_variability,1505,73.13985771,118.36491972,5.0,123.36491972,0.0,False
high_variability,1506,57.84452043,102.1454421,5.0,107.1454421,0.0,False
high_variability,1507,61.437369,89.68771804,5.0,94.68771804,0.0,False
high_variability,1508,62.33027988,92.3272178,5.0,97.3272178,0.0,False
high_variability,1509,95.48942876,111.53787505,5.0,116.53787505,0.0,False
high_variability,1510,146.01853673,108.0361868,5.0,113.0361868,32.98234993,True
high_variability,1511,46.52065109,84.1578027,5.0,89.1578027,0.0,False
high_variability,1512,64.29893667,104.61637759,5.0,109.61637759,0.0,False
high_variability,1513,160.31207059,82.9516105,5.0,87.9516105,72.36046009,True
high_variability,1514,70.54281904,111.33961478,5.0,116.33961478,0.0,False
high_variability,1515,155.01071759,90.20100073,5.0,95.20100073,59.80971686,True
high_variability,1516,32.43086747,101.67084719,5.0,106.67084719,0.0,False
high_variability,1517,115.51210467,71.64177165,5.0,76.64177165,38.87033301,True
high_variability,1518,72.70774163,105.64115677,5.0,110.64115677,0.0,False
high_variability,1519,84.59729824,89.12798203,5.0,94.12798203,0.0,False
high_variability,1520,97.08985483,105.17761375,5.0,110.17761375,0.0,False
high_variability,1521,70.77557761,93.82580005,5.0,98.82580005,0.0,False
high_variability,1522,113.82206818,109.23062554,5.0,114.23062554,0.0,False
high_variability,1523,183.05854809,99.96201427,5.0,104.96201427,78.09653382,True
high_variability,1524,90.30402866,101.11382149,5.0,106.11382149,0.0,False
high_variability,1525,101.55086103,107.76684504,5.0,112.76684504,0.0,False
high_variability,1526,84.6236882,121.29287496,5.0,126.29287496,0.0,False
high_variability,1527,78.0411863,75.47028245,5.0,80.47028245,0.0,False
high_variability,1528,112.51508362,85.29373183,5.0,90.29373183,22.22135179,True
high_variability,1529,93.9397027,98.53316447,5.0,103.53316447,0.0,False
high_variability,1530,63.19346651,119.78717048,5.0,124.78717048,0.0,False
high_variability,1531,94.10545981,106.41942898,5.0,111.41942898,0.0,False
high_variability,1532,121.92117528,85.26152024,5.0,90.26152024,31.65965504,True
high_variability,1533,59.5800642,118.51574522,5.0,123.51574522,0.0,False
high_variability,1534,77.23044761,104.67518666,5.0,109.67518666,0.0,False
high_variability,1535,138.31069938,97.38656909,5.0,102.38656909,35.92413029,True
high_variability,1536,95.63335815,75.22303247,5.0,80.22303247,15.41032568,True
high_variability,1537,132.1770826,89.94972759,5.0,94.94972759,37.227355,True
high_variability,1538,150.26782691,86.66665958,5.0,91.66665958,58.60116733,True
high_variability,1539,104.58472295,87.05577211,5.0,92.05577211,12.52895084,True
high_variability,1540,90.02595967,110.1287356,5.0,115.1287356,0.0,False
high_variability,1541,84.39058071,94.67487494,5.0,99.67487494,0.0,False
high_variability,1542,159.55121159,103.27390747,5.0,108.27390747,51.27730412,True
high_variability,1543,110.88952104,102.55238831,5.0,107.55238831,3.33713274,True
high_variability,1544,74.40432302,83.96958891,5.0,88.96958891,0.0,False
high_variability,1545,144.01382606,117.16256281,5.0,122.16256281,21.85126325,True
high_variability,1546,88.25522143,121.03400315,5.0,126.03400315,0.0,False
high_variability,1547,99.57629158,102.98798141,5.0,107.98798141,0.0,False
high_variability,1548,58.57941385,96.16934907,5.0,101.16934907,0.0,False
high_variability,1549,165.97186209,79.63234434,5.0,84.63234434,81.33951775,True
high_variability,1550,91.72371827,95.60519297,5.0,100.60519297,0.0,False
high_variability,1551,151.5962313,103.43698952,5.0,108.43698952,43.15924178,True
high_variability,1552,64.32490817,90.18042491,5.0,95.18042491,0.0,False
high_variability,1553,62.58858765,108.64946389,5.0,113.64946389,0.0,False
high_variability,1554,110.78487166,117.5258335,5.0,122.5258335,0.0,False
high_variability,1555,47.20641003,91.09391501,5.0,96.09391501,0.0,False
high_variability,1556,29.80818941,100.17390812,5.0,105.17390812,0.0,False
high_variability,1557,30.19946458,98.04323138,5.0,103.04323138,0.0,False
high_variability,1558,86.03845696,102.3039893,5.0,107.3039893,0.0,False
