run,demand,supply,reserve,available_supply,shortage,shortage_event
481,118.670452,77.812773,5.000000,82.812773,35.857679,1
482,81.298761,79.335827,5.000000,84.335827,0.000000,0
483,107.407477,106.237817,5.000000,111.237817,0.000000,0
484,64.551627,80.643463,5.000000,85.643463,0.000000,0
485,84.381258,110.605024,5.000000,115.605024,0.000000,0
486,97.902022,82.974074,5.000000,87.974074,9.927948,1
487,67.032088,102.760946,5.000000,107.760946,0.000000,0
488,98.004995,84.711799,5.000000,89.711799,8.293196,1
489,106.572656,102.241651,5.000000,107.241651,0.000000,0
490,47.951006,99.683503,5.000000,104.683503,0.000000,0
491,110.151204,93.473613,5.000000,98.473613,11.677590,1
492,87.428498,116.774533,5.000000,121.774533,0.000000,0
493,63.838105,105.332880,5.000000,110.332880,0.000000,0
494,82.362219,90.050565,5.000000,95.050565,0.000000,0
495,86.582850,94.847564,5.000000,99.847564,0.000000,0
496,121.857988,97.863855,5.000000,102.863855,18.994133,1
497,76.803974,93.662944,5.000000,98.662944,0.000000,0
498,87.246012,99.303528,5.000000,104.303528,0.000000,0
499,99.598692,105.370683,5.000000,110.370683,0.000000,0
500,139.148909,103.321649,5.000000,108.321649,30.827260,1
501,78.393332,89.765048,5.000000,94.765048,0.000000,0
502,114.390228,95.298831,5.000000,100.298831,14.091397,1
503,67.741278,96.035614,5.000000,101.035614,0.000000,0
504,149.827185,91.477942,5.000000,96.477942,53.349243,1
505,126.470126,90.470816,5.000000,95.470816,30.999310,1
506,77.313540,95.458636,5.000000,100.458636,0.000000,0
507,86.211433,99.436613,5.000000,104.436613,0.000000,0
508,141.038129,110.559664,5.000000,115.559664,25.478465,1
509,119.117375,101.572004,5.000000,106.572004,12.545371,1
510,47.756806,95.069678,5.000000,100.069678,0.000000,0
511,84.957570,83.500001,5.000000,88.500001,0.000000,0
512,78.105830,93.807484,5.000000,98.807484,0.000000,0
513,80.794015,86.285558,5.000000,91.285558,0.000000,0
514,100.981456,97.502090,5.000000,102.502090,0.000000,0
515,136.002763,90.049860,5.000000,95.049860,40.952902,1
516,76.617307,98.101382,5.000000,103.101382,0.000000,0
517,115.280062,82.982440,5.000000,87.982440,27.297623,1
518,68.432366,92.404220,5.000000,97.404220,0.000000,0
519,86.212264,107.337019,5.000000,112.337019,0.000000,0
520,45.870049,90.331923,5.000000,95.331923,0.000000,0
521,119.298504,97.083881,5.000000,102.083881,17.214623,1
522,83.153648,91.152698,5.000000,96.152698,0.000000,0
523,96.165494,102.917039,5.000000,107.917039,0.000000,0
524,73.665378,103.641879,5.000000,108.641879,0.000000,0
525,76.434828,97.383226,5.000000,102.383226,0.000000,0
526,101.331838,91.481260,5.000000,96.481260,4.850579,1
527,90.503254,80.548000,5.000000,85.548000,4.955254,1
528,74.835871,94.848966,5.000000,99.848966,0.000000,0
529,100.293325,94.148648,5.000000,99.148648,1.144677,1
530,115.891411,95.764786,5.000000,100.764786,15.126625,1
531,66.187839,94.836559,5.000000,99.836559,0.000000,0
532,49.071027,88.181722,5.000000,93.181722,0.000000,0
533,102.066263,95.521671,5.000000,100.521671,1.544592,1
534,110.479215,102.235084,5.000000,107.235084,3.244130,1
535,76.521613,96.388342,5.000000,101.388342,0.000000,0
536,59.760947,106.056949,5.000000,111.056949,0.000000,0
537,49.209153,93.982591,5.000000,98.982591,0.000000,0
538,93.906897,91.327581,5.000000,96.327581,0.000000,0
539,109.046483,94.503157,5.000000,99.503157,9.543326,1
540,119.384406,108.584318,5.000000,113.584318,5.800088,1
541,64.301084,92.909084,5.000000,97.909084,0.000000,0
542,161.748830,87.936686,5.000000,92.936686,68.812144,1
543,102.031958,101.122265,5.000000,106.122265,0.000000,0
544,107.574887,100.913711,5.000000,105.913711,1.661176,1
545,82.835135,93.839238,5.000000,98.839238,0.000000,0
546,99.843988,98.985691,5.000000,103.985691,0.000000,0
547,58.571765,96.620146,5.000000,101.620146,0.000000,0
548,66.213145,100.249166,5.000000,105.249166,0.000000,0
549,75.203376,88.021712,5.000000,93.021712,0.000000,0
550,106.804215,83.852463,5.000000,88.852463,17.951752,1
551,90.439940,96.850775,5.000000,101.850775,0.000000,0
552,99.457311,87.505207,5.000000,92.505207,6.952103,1
553,82.196079,99.796492,5.000000,104.796492,0.000000,0
554,104.636217,104.520750,5.000000,109.520750,0.000000,0
555,100.799343,88.398813,5.000000,93.398813,7.400530,1
556,86.526803,97.061106,5.000000,102.061106,0.000000,0
557,67.155462,99.657152,5.000000,104.657152,0.000000,0
558,108.934693,94.346766,5.000000,99.346766,9.587926,1
559,105.664324,89.427057,5.000000,94.427057,11.237266,1
560,75.775620,96.234428,5.000000,101.234428,0.000000,0
561,138.392120,101.428739,5.000000,106.428739,31.963380,1
562,142.562357,81.969190,5.000000,86.969190,55.593167,1
563,107.463843,78.620951,5.000000,83.620951,23.842893,1
564,129.301835,96.908617,5.000000,101.908617,27.393218,1
565,76.443685,91.809886,5.000000,96.809886,0.000000,0
566,91.552073,106.105986,5.000000,111.105986,0.000000,0
567,68.159931,83.598201,5.000000,88.598201,0.000000,0
568,126.328696,102.409386,5.000000,107.409386,18.919310,1
569,95.705806,74.447791,5.000000,79.447791,16.258015,1
570,82.394148,86.043244,5.000000,91.043244,0.000000,0
571,78.329555,90.549008,5.000000,95.549008,0.000000,0
572,98.824897,90.071679,5.000000,95.071679,3.753218,1
573,125.506100,92.935590,5.000000,97.935590,27.570510,1
574,80.199618,108.886874,5.000000,113.886874,0.000000,0
575,120.345674,94.718530,5.000000,99.718530,20.627144,1
576,78.961671,88.631759,5.000000,93.631759,0.000000,0
577,59.032845,82.440980,5.000000,87.440980,0.000000,0
578,68.530103,86.822200,5.000000,91.822200,0.000000,0
579,133.862719,99.454204,5.000000,104.454204,29.408515,1
580,82.726394,86.245114,5.000000,91.245114,0.000000,0
581,91.093247,96.933214,5.000000,101.933214,0.000000,0
582,82.577139,93.495307,5.000000,98.495307,0.000000,0
583,60.430417,84.337066,5.000000,89.337066,0.000000,0
584,83.560918,99.399713,5.000000,104.399713,0.000000,0
585,105.440633,91.223278,5.000000,96.223278,9.217356,1
586,118.363400,99.397294,5.000000,104.397294,13.966106,1
587,93.045500,84.044542,5.000000,89.044542,4.000958,1
588,55.121279,90.278860,5.000000,95.278860,0.000000,0
589,65.168410,100.780776,5.000000,105.780776,0.000000,0
590,86.821322,97.272805,5.000000,102.272805,0.000000,0
591,123.523493,89.727730,5.000000,94.727730,28.795763,1
592,68.473846,80.327495,5.000000,85.327495,0.000000,0
593,102.869607,101.753760,5.000000,106.753760,0.000000,0
594,115.472381,78.227050,5.000000,83.227050,32.245331,1
595,89.000201,88.132502,5.000000,93.132502,0.000000,0
596,76.630742,84.145747,5.000000,89.145747,0.000000,0
597,103.058827,99.885349,5.000000,104.885349,0.000000,0
598,125.750786,75.007222,5.000000,80.007222,45.743564,1
599,104.500515,95.278307,5.000000,100.278307,4.222209,1
600,73.658613,88.784088,5.000000,93.784088,0.000000,0
601,87.498142,87.935901,5.000000,92.935901,0.000000,0
602,116.466836,106.160917,5.000000,111.160917,5.305919,1
603,117.773052,90.512155,5.000000,95.512155,22.260897,1
604,86.412564,96.363204,5.000000,101.363204,0.000000,0
605,84.475016,88.506347,5.000000,93.506347,0.000000,0
606,76.329012,85.609963,5.000000,90.609963,0.000000,0
607,60.424570,93.020546,5.000000,98.020546,0.000000,0
608,76.677638,101.918103,5.000000,106.918103,0.000000,0
609,88.580184,107.112355,5.000000,112.112355,0.000000,0
610,127.248856,109.622272,5.000000,114.622272,12.626585,1
611,119.929777,98.950180,5.000000,103.950180,15.979597,1
612,83.243449,88.205316,5.000000,93.205316,0.000000,0
613,114.278863,93.462181,5.000000,98.462181,15.816682,1
614,45.791194,101.837034,5.000000,106.837034,0.000000,0
615,100.446688,99.141085,5.000000,104.141085,0.000000,0
616,92.930603,77.111306,5.000000,82.111306,10.819296,1
617,94.119310,85.347627,5.000000,90.347627,3.771683,1
618,112.568908,96.870566,5.000000,101.870566,10.698341,1
619,80.196520,90.730169,5.000000,95.730169,0.000000,0
620,99.686045,88.429669,5.000000,93.429669,6.256376,1
621,78.528124,92.379056,5.000000,97.379056,0.000000,0
622,60.830589,93.686178,5.000000,98.686178,0.000000,0
623,68.600611,109.583906,5.000000,114.583906,0.000000,0
624,102.501378,94.849615,5.000000,99.849615,2.651763,1
625,90.517957,93.279744,5.000000,98.279744,0.000000,0
626,96.323499,90.890103,5.000000,95.890103,0.433397,1
627,113.939547,84.277190,5.000000,89.277190,24.662357,1
628,67.731143,112.584444,5.000000,117.584444,0.000000,0
629,73.244851,89.092280,5.000000,94.092280,0.000000,0
630,104.013450,108.245573,5.000000,113.245573,0.000000,0
631,132.657921,105.648975,5.000000,110.648975,22.008946,1
632,111.832309,86.234694,5.000000,91.234694,20.597615,1
633,96.626058,97.288180,5.000000,102.288180,0.000000,0
634,73.162383,96.709683,5.000000,101.709683,0.000000,0
635,83.299703,99.835689,5.000000,104.835689,0.000000,0
636,82.651632,109.689054,5.000000,114.689054,0.000000,0
637,142.852586,110.119863,5.000000,115.119863,27.732722,1
638,89.757360,81.309934,5.000000,86.309934,3.447426,1
639,80.342812,99.351030,5.000000,104.351030,0.000000,0
640,88.706909,92.532224,5.000000,97.532224,0.000000,0
641,76.678095,95.432994,5.000000,100.432994,0.000000,0
642,71.639959,96.347937,5.000000,101.347937,0.000000,0
643,78.093692,99.334733,5.000000,104.334733,0.000000,0
644,86.409973,86.562058,5.000000,91.562058,0.000000,0
645,117.958097,97.791731,5.000000,102.791731,15.166366,1
646,72.367422,94.283629,5.000000,99.283629,0.000000,0
647,90.467719,96.234267,5.000000,101.234267,0.000000,0
648,88.495949,97.873760,5.000000,102.873760,0.000000,0
649,92.288686,91.572705,5.000000,96.572705,0.000000,0
650,74.598958,99.329756,5.000000,104.329756,0.000000,0
651,85.069449,79.450232,5.000000,84.450232,0.619217,1
652,79.681402,93.364573,5.000000,98.364573,0.000000,0
653,72.060731,93.199418,5.000000,98.199418,0.000000,0
654,99.232334,78.664353,5.000000,83.664353,15.567981,1
655,65.329578,88.343279,5.000000,93.343279,0.000000,0
656,68.521678,81.578097,5.000000,86.578097,0.000000,0
657,87.005486,92.580431,5.000000,97.580431,0.000000,0
658,86.775564,98.225728,5.000000,103.225728,0.000000,0
659,61.791983,92.968134,5.000000,97.968134,0.000000,0
660,107.675060,90.634270,5.000000,95.634270,12.040790,1
661,80.082278,86.866743,5.000000,91.866743,0.000000,0
662,73.959748,93.700232,5.000000,98.700232,0.000000,0
663,99.415824,102.326655,5.000000,107.326655,0.000000,0
664,72.972106,94.642556,5.000000,99.642556,0.000000,0
665,136.673954,102.431797,5.000000,107.431797,29.242157,1
666,71.176933,92.488677,5.000000,97.488677,0.000000,0
667,73.132691,90.216124,5.000000,95.216124,0.000000,0
668,86.022948,89.718556,5.000000,94.718556,0.000000,0
669,126.534582,80.077960,5.000000,85.077960,41.456622,1
670,81.054691,106.706680,5.000000,111.706680,0.000000,0
671,123.775049,82.218069,5.000000,87.218069,36.556981,1
672,107.231000,91.402363,5.000000,96.402363,10.828636,1
673,137.929898,85.593699,5.000000,90.593699,47.336199,1
674,64.112108,100.744212,5.000000,105.744212,0.000000,0
675,74.018397,91.048951,5.000000,96.048951,0.000000,0
676,77.837456,84.986507,5.000000,89.986507,0.000000,0
677,77.731992,86.437778,5.000000,91.437778,0.000000,0
678,47.676098,96.755274,5.000000,101.755274,0.000000,0
679,80.436064,99.481878,5.000000,104.481878,0.000000,0
680,94.611606,84.784380,5.000000,89.784380,4.827226,1
681,100.383991,101.904409,5.000000,106.904409,0.000000,0
682,81.535205,96.885006,5.000000,101.885006,0.000000,0
683,62.385821,87.644701,5.000000,92.644701,0.000000,0
684,128.398401,99.488841,5.000000,104.488841,23.909559,1
685,149.825084,101.577272,5.000000,106.577272,43.247812,1
686,99.977498,86.249748,5.000000,91.249748,8.727750,1
687,86.939370,112.028174,5.000000,117.028174,0.000000,0
688,87.401484,94.981730,5.000000,99.981730,0.000000,0
689,120.025471,96.147126,5.000000,101.147126,18.878346,1
690,65.529762,103.487039,5.000000,108.487039,0.000000,0
691,121.461446,102.584496,5.000000,107.584496,13.876950,1
692,132.013834,90.755220,5.000000,95.755220,36.258615,1
693,77.258189,82.766734,5.000000,87.766734,0.000000,0
694,96.765479,93.040282,5.000000,98.040282,0.000000,0
695,94.372670,97.882312,5.000000,102.882312,0.000000,0
696,96.309476,97.756974,5.000000,102.756974,0.000000,0
697,103.420745,96.581094,5.000000,101.581094,1.839652,1
698,73.847696,92.778257,5.000000,97.778257,0.000000,0
699,101.194077,102.453078,5.000000,107.453078,0.000000,0
700,100.155127,95.283135,5.000000,100.283135,0.000000,0
701,87.679511,91.297018,5.000000,96.297018,0.000000,0
702,116.830589,104.857025,5.000000,109.857025,6.973563,1
703,55.320913,97.048563,5.000000,102.048563,0.000000,0
704,104.391115,93.124572,5.000000,98.124572,6.266543,1
705,80.969983,94.465981,5.000000,99.465981,0.000000,0
706,120.917955,101.569543,5.000000,106.569543,14.348412,1
707,121.843635,103.224470,5.000000,108.224470,13.619165,1
708,121.138185,86.515207,5.000000,91.515207,29.622977,1
709,158.658642,85.352838,5.000000,90.352838,68.305804,1
710,125.753174,110.833929,5.000000,115.833929,9.919245,1
711,115.569763,98.095878,5.000000,103.095878,12.473885,1
712,89.686947,98.553018,5.000000,103.553018,0.000000,0
713,94.352244,74.898016,5.000000,79.898016,14.454228,1
714,101.657057,88.466733,5.000000,93.466733,8.190323,1
715,109.176026,93.927154,5.000000,98.927154,10.248871,1
716,131.174666,85.425137,5.000000,90.425137,40.749530,1
717,127.758833,95.474889,5.000000,100.474889,27.283944,1
718,96.591613,79.656426,5.000000,84.656426,11.935187,1
719,112.744120,87.782711,5.000000,92.782711,19.961408,1
720,69.750784,91.580733,5.000000,96.580733,0.000000,0
721,153.131086,88.701651,5.000000,93.701651,59.429435,1
722,79.956222,100.415554,5.000000,105.415554,0.000000,0
723,91.928768,88.686607,5.000000,93.686607,0.000000,0
724,91.281999,91.561908,5.000000,96.561908,0.000000,0
725,64.272682,100.557902,5.000000,105.557902,0.000000,0
726,94.736134,81.325354,5.000000,86.325354,8.410780,1
727,67.608734,82.748726,5.000000,87.748726,0.000000,0
728,82.057228,100.696253,5.000000,105.696253,0.000000,0
729,142.128085,94.828775,5.000000,99.828775,42.299310,1
730,60.183042,107.815963,5.000000,112.815963,0.000000,0
731,81.932413,95.839903,5.000000,100.839903,0.000000,0
732,207.532232,94.098559,5.000000,99.098559,108.433673,1
733,92.530068,86.921635,5.000000,91.921635,0.608433,1
734,108.823577,101.057166,5.000000,106.057166,2.766411,1
735,92.072394,89.946358,5.000000,94.946358,0.000000,0
736,111.138377,89.112429,5.000000,94.112429,17.025948,1
737,91.010841,93.751386,5.000000,98.751386,0.000000,0
738,116.488702,91.864563,5.000000,96.864563,19.624139,1
739,79.566216,99.293104,5.000000,104.293104,0.000000,0
740,127.492976,101.865109,5.000000,106.865109,20.627867,1
741,135.124904,84.267628,5.000000,89.267628,45.857275,1
742,109.143712,87.047922,5.000000,92.047922,17.095791,1
743,71.555211,88.205602,5.000000,93.205602,0.000000,0
744,74.449687,94.276801,5.000000,99.276801,0.000000,0
745,122.424659,93.702809,5.000000,98.702809,23.721850,1
746,86.483328,104.207391,5.000000,109.207391,0.000000,0
747,73.094506,96.550587,5.000000,101.550587,0.000000,0
748,90.165737,92.000241,5.000000,97.000241,0.000000,0
749,90.264052,88.870325,5.000000,93.870325,0.000000,0
750,92.036900,105.032359,5.000000,110.032359,0.000000,0
751,84.501078,100.788546,5.000000,105.788546,0.000000,0
752,94.196848,83.183206,5.000000,88.183206,6.013642,1
753,81.334991,92.403703,5.000000,97.403703,0.000000,0
754,94.787566,91.716296,5.000000,96.716296,0.000000,0
755,113.834845,89.207030,5.000000,94.207030,19.627814,1
756,90.812372,86.404372,5.000000,91.404372,0.000000,0
757,70.438548,98.556207,5.000000,103.556207,0.000000,0
758,69.087771,85.740388,5.000000,90.740388,0.000000,0
759,98.853806,79.257070,5.000000,84.257070,14.596736,1
760,82.395329,100.526213,5.000000,105.526213,0.000000,0
761,126.199745,90.187185,5.000000,95.187185,31.012560,1
762,100.166836,81.178060,5.000000,86.178060,13.988775,1
763,119.380927,77.410526,5.000000,82.410526,36.970402,1
764,88.282548,97.781011,5.000000,102.781011,0.000000,0
765,112.685735,87.219238,5.000000,92.219238,20.466496,1
766,84.101776,85.722695,5.000000,90.722695,0.000000,0
767,69.206000,101.622069,5.000000,106.622069,0.000000,0
768,98.590668,98.992411,5.000000,103.992411,0.000000,0
769,76.092603,91.844720,5.000000,96.844720,0.000000,0
770,65.164995,103.359872,5.000000,108.359872,0.000000,0
771,123.389609,105.255202,5.000000,110.255202,13.134407,1
772,98.630441,87.898462,5.000000,92.898462,5.731979,1
773,82.871121,95.607055,5.000000,100.607055,0.000000,0
774,70.860417,94.787087,5.000000,99.787087,0.000000,0
775,71.312743,92.172192,5.000000,97.172192,0.000000,0
776,145.679362,97.538819,5.000000,102.538819,43.140543,1
777,123.950950,104.875414,5.000000,109.875414,14.075535,1
778,154.915080,93.984113,5.000000,98.984113,55.930967,1
779,70.565541,110.366116,5.000000,115.366116,0.000000,0
780,131.193942,95.096658,5.000000,100.096658,31.097285,1
781,82.596481,88.521355,5.000000,93.521355,0.000000,0
782,74.925174,96.115745,5.000000,101.115745,0.000000,0
783,124.335163,98.123324,5.000000,103.123324,21.211839,1
784,65.632019,102.578479,5.000000,107.578479,0.000000,0
785,107.407004,97.464985,5.000000,102.464985,4.942019,1
786,81.537399,94.195205,5.000000,99.195205,0.000000,0
787,92.955938,94.786458,5.000000,99.786458,0.000000,0
788,123.408667,97.117232,5.000000,102.117232,21.291435,1
789,149.808386,89.309494,5.000000,94.309494,55.498892,1
790,84.765606,106.291720,5.000000,111.291720,0.000000,0
791,95.845814,89.683653,5.000000,94.683653,1.162162,1
792,92.898407,86.081828,5.000000,91.081828,1.816579,1
793,134.752542,96.444525,5.000000,101.444525,33.308017,1
794,87.322203,100.594331,5.000000,105.594331,0.000000,0
795,73.302290,98.253522,5.000000,103.253522,0.000000,0
796,84.771966,103.284406,5.000000,108.284406,0.000000,0
797,114.178736,105.954035,5.000000,110.954035,3.224701,1
798,104.201650,86.265109,5.000000,91.265109,12.936542,1
799,98.415710,102.365971,5.000000,107.365971,0.000000,0
800,86.150647,81.550509,5.000000,86.550509,0.000000,0
801,126.484013,92.326129,5.000000,97.326129,29.157884,1
802,80.052384,94.444084,5.000000,99.444084,0.000000,0
803,95.060903,86.568436,5.000000,91.568436,3.492467,1
804,118.387788,108.642632,5.000000,113.642632,4.745156,1
805,120.698186,107.641187,5.000000,112.641187,8.056999,1
806,134.466062,104.787595,5.000000,109.787595,24.678467,1
807,77.385011,73.319530,5.000000,78.319530,0.000000,0
808,55.484366,93.645613,5.000000,98.645613,0.000000,0
809,69.355401,98.427140,5.000000,103.427140,0.000000,0
810,57.330648,95.423755,5.000000,100.423755,0.000000,0
811,58.091725,88.971534,5.000000,93.971534,0.000000,0
812,105.724500,94.846305,5.000000,99.846305,5.878195,1
813,68.677303,92.905182,5.000000,97.905182,0.000000,0
814,74.724993,92.674882,5.000000,97.674882,0.000000,0
815,81.296020,90.254461,5.000000,95.254461,0.000000,0
816,75.312373,91.726801,5.000000,96.726801,0.000000,0
817,88.467387,98.060473,5.000000,103.060473,0.000000,0
818,64.856004,95.773546,5.000000,100.773546,0.000000,0
819,80.605490,91.912843,5.000000,96.912843,0.000000,0
820,116.209335,89.019151,5.000000,94.019151,22.190184,1
821,61.212784,104.159753,5.000000,109.159753,0.000000,0
822,93.266712,95.854515,5.000000,100.854515,0.000000,0
823,152.894317,101.574770,5.000000,106.574770,46.319547,1
824,84.122539,88.970468,5.000000,93.970468,0.000000,0
825,121.929463,98.141206,5.000000,103.141206,18.788257,1
826,91.540208,113.512934,5.000000,118.512934,0.000000,0
827,93.048013,110.933084,5.000000,115.933084,0.000000,0
828,88.659679,76.275628,5.000000,81.275628,7.384051,1
829,99.580700,92.286009,5.000000,97.286009,2.294691,1
830,114.143952,72.443201,5.000000,77.443201,36.700752,1
831,102.968074,104.452129,5.000000,109.452129,0.000000,0
832,77.793900,85.440764,5.000000,90.440764,0.000000,0
833,93.754208,93.284573,5.000000,98.284573,0.000000,0
834,45.157070,109.303080,5.000000,114.303080,0.000000,0
835,55.314056,87.673291,5.000000,92.673291,0.000000,0
836,102.972915,109.128763,5.000000,114.128763,0.000000,0
837,76.764642,100.165534,5.000000,105.165534,0.000000,0
838,61.675319,102.114142,5.000000,107.114142,0.000000,0
839,91.193271,85.852513,5.000000,90.852513,0.340757,1
840,78.978268,94.409040,5.000000,99.409040,0.000000,0
841,82.916702,90.780128,5.000000,95.780128,0.000000,0
842,108.484247,95.866096,5.000000,100.866096,7.618151,1
843,75.314746,89.374750,5.000000,94.374750,0.000000,0
844,77.818670,91.499495,5.000000,96.499495,0.000000,0
845,87.325048,87.287100,5.000000,92.287100,0.000000,0
846,87.609915,77.613796,5.000000,82.613796,4.996119,1
847,97.165430,90.310157,5.000000,95.310157,1.855273,1
848,92.937162,101.621753,5.000000,106.621753,0.000000,0
849,86.031356,101.195545,5.000000,106.195545,0.000000,0
850,82.806220,112.387369,5.000000,117.387369,0.000000,0
851,80.330919,94.747652,5.000000,99.747652,0.000000,0
852,77.134202,84.621109,5.000000,89.621109,0.000000,0
853,72.869926,96.379967,5.000000,101.379967,0.000000,0
854,60.640066,94.927346,5.000000,99.927346,0.000000,0
855,86.023485,89.225739,5.000000,94.225739,0.000000,0
856,69.322628,103.837083,5.000000,108.837083,0.000000,0
857,65.881816,98.656133,5.000000,103.656133,0.000000,0
858,124.824822,89.352725,5.000000,94.352725,30.472097,1
859,103.545935,90.256039,5.000000,95.256039,8.289896,1
860,136.925245,90.686065,5.000000,95.686065,41.239181,1
861,80.994396,87.222608,5.000000,92.222608,0.000000,0
862,66.273859,96.809980,5.000000,101.809980,0.000000,0
863,89.691484,94.922284,5.000000,99.922284,0.000000,0
864,102.345308,82.295335,5.000000,87.295335,15.049973,1
865,78.624645,91.324397,5.000000,96.324397,0.000000,0
866,84.505433,94.669048,5.000000,99.669048,0.000000,0
867,101.196089,92.695837,5.000000,97.695837,3.500252,1
868,53.539932,96.810537,5.000000,101.810537,0.000000,0
869,112.608928,107.949165,5.000000,112.949165,0.000000,0
870,89.947150,87.873431,5.000000,92.873431,0.000000,0
871,69.384721,102.387802,5.000000,107.387802,0.000000,0
872,95.683409,90.932709,5.000000,95.932709,0.000000,0
873,97.502042,90.124921,5.000000,95.124921,2.377121,1
874,86.102850,94.233299,5.000000,99.233299,0.000000,0
875,149.949321,102.301451,5.000000,107.301451,42.647870,1
876,45.321297,92.327143,5.000000,97.327143,0.000000,0
877,125.960122,79.378949,5.000000,84.378949,41.581173,1
878,128.364823,95.162538,5.000000,100.162538,28.202285,1
879,82.193018,92.719613,5.000000,97.719613,0.000000,0
880,59.082432,97.411814,5.000000,102.411814,0.000000,0
881,127.439719,91.988436,5.000000,96.988436,30.451284,1
882,65.489349,104.023818,5.000000,109.023818,0.000000,0
883,73.684938,100.771900,5.000000,105.771900,0.000000,0
884,113.361881,95.523117,5.000000,100.523117,12.838765,1
885,88.205028,87.371188,5.000000,92.371188,0.000000,0
886,113.272086,96.870709,5.000000,101.870709,11.401377,1
887,82.437741,101.534253,5.000000,106.534253,0.000000,0
888,71.709090,88.280042,5.000000,93.280042,0.000000,0
889,191.275293,96.549945,5.000000,101.549945,89.725347,1
890,86.862822,89.402508,5.000000,94.402508,0.000000,0
891,64.925686,102.811249,5.000000,107.811249,0.000000,0
892,96.561666,102.025383,5.000000,107.025383,0.000000,0
893,104.934366,89.006860,5.000000,94.006860,10.927506,1
894,160.910990,80.623116,5.000000,85.623116,75.287874,1
895,107.443358,97.374120,5.000000,102.374120,5.069238,1
896,65.345008,97.630287,5.000000,102.630287,0.000000,0
897,75.663056,121.120333,5.000000,126.120333,0.000000,0
898,101.549362,105.550375,5.000000,110.550375,0.000000,0
899,88.335723,105.811840,5.000000,110.811840,0.000000,0
900,116.724625,90.216143,5.000000,95.216143,21.508482,1
901,73.161543,92.463668,5.000000,97.463668,0.000000,0
902,68.253637,96.139990,5.000000,101.139990,0.000000,0
903,83.831160,86.598365,5.000000,91.598365,0.000000,0
904,110.587745,86.405309,5.000000,91.405309,19.182437,1
905,165.919617,96.142060,5.000000,101.142060,64.777556,1
906,68.724957,102.972477,5.000000,107.972477,0.000000,0
907,120.556889,101.446269,5.000000,106.446269,14.110620,1
908,69.966304,94.260920,5.000000,99.260920,0.000000,0
909,173.571278,96.890111,5.000000,101.890111,71.681166,1
910,84.019379,101.686041,5.000000,106.686041,0.000000,0
911,124.470932,103.455977,5.000000,108.455977,16.014955,1
912,58.670583,103.251986,5.000000,108.251986,0.000000,0
913,76.282021,90.818396,5.000000,95.818396,0.000000,0
914,71.949799,90.498924,5.000000,95.498924,0.000000,0
915,102.569400,88.553721,5.000000,93.553721,9.015679,1
916,93.634003,109.552455,5.000000,114.552455,0.000000,0
917,100.358928,90.491375,5.000000,95.491375,4.867552,1
918,93.656320,93.157575,5.000000,98.157575,0.000000,0
919,121.578539,87.477464,5.000000,92.477464,29.101076,1
920,71.700074,88.263098,5.000000,93.263098,0.000000,0
921,135.499413,100.982577,5.000000,105.982577,29.516836,1
922,68.436424,87.251993,5.000000,92.251993,0.000000,0
923,65.631030,93.450915,5.000000,98.450915,0.000000,0
924,164.138436,95.753414,5.000000,100.753414,63.385022,1
925,148.249913,105.055847,5.000000,110.055847,38.194066,1
926,89.385743,108.480507,5.000000,113.480507,0.000000,0
927,82.772306,107.367959,5.000000,112.367959,0.000000,0
928,79.838675,101.645719,5.000000,106.645719,0.000000,0
929,88.128669,101.696510,5.000000,106.696510,0.000000,0
930,88.358966,107.900963,5.000000,112.900963,0.000000,0
931,102.873817,99.647028,5.000000,104.647028,0.000000,0
932,109.743159,94.032154,5.000000,99.032154,10.711005,1
933,83.597136,93.821859,5.000000,98.821859,0.000000,0
934,71.382403,94.893800,5.000000,99.893800,0.000000,0
935,93.206130,93.378506,5.000000,98.378506,0.000000,0
936,92.897916,97.527543,5.000000,102.527543,0.000000,0
937,92.359489,80.734717,5.000000,85.734717,6.624772,1
938,107.443374,93.499187,5.000000,98.499187,8.944188,1
939,108.245930,97.217576,5.000000,102.217576,6.028355,1
940,107.363683,106.458796,5.000000,111.458796,0.000000,0
941,78.719546,100.323587,5.000000,105.323587,0.000000,0
942,126.575439,83.712879,5.000000,88.712879,37.862560,1
943,125.798653,110.695955,5.000000,115.695955,10.102698,1
944,134.747299,100.838683,5.000000,105.838683,28.908616,1
945,52.741715,97.979810,5.000000,102.979810,0.000000,0
946,118.496640,98.215963,5.000000,103.215963,15.280678,1
947,91.661875,99.669161,5.000000,104.669161,0.000000,0
948,79.262726,93.918815,5.000000,98.918815,0.000000,0
949,63.971293,96.489026,5.000000,101.489026,0.000000,0
950,77.091696,90.867774,5.000000,95.867774,0.000000,0
951,91.792777,81.566411,5.000000,86.566411,5.226366,1
952,62.967375,104.258657,5.000000,109.258657,0.000000,0
953,69.123652,86.163065,5.000000,91.163065,0.000000,0
954,77.315625,88.425085,5.000000,93.425085,0.000000,0
955,89.186646,94.860166,5.000000,99.860166,0.000000,0
956,122.042604,102.077195,5.000000,107.077195,14.965410,1
957,80.107595,84.894518,5.000000,89.894518,0.000000,0
958,60.889413,95.625766,5.000000,100.625766,0.000000,0
959,81.147281,94.509687,5.000000,99.509687,0.000000,0
960,109.189880,105.665416,5.000000,110.665416,0.000000,0
961,94.880271,94.150947,5.000000,99.150947,0.000000,0
