scenario,time,state,rate,parameter_a,parameter_b,parameter_c,method,warning
logistic_growth,9.05,96.25478569987547,2.162968799151576,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.1,96.36293413983304,2.102870027673021,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.15,96.4680776412167,2.0443065619791403,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.200000000000001,96.57029296931564,1.9872468765126612,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.25,96.66965531314128,1.9316596377155042,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.3,96.76623829502705,1.8775137343964716,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.35,96.86011398174688,1.8247783057061457,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.4,96.95135289703218,1.7734227668300853,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.450000000000001,97.04002403537369,1.72341683250879,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.5,97.12619487699914,1.6747305384906006,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.55,97.20993140392366,1.627334261020932,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.600000000000001,97.2912981169747,1.581198734468551,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.65,97.37035805369813,1.536295067186623,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.700000000000001,97.44717280705746,1.4925947557033634,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.75,97.52180254484263,1.450069697333932,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.8,97.59430602970933,1.4086922013022432,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.850000000000001,97.66474063977444,1.36843499845821,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.9,97.73316238969734,1.329271249672702,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,9.950000000000001,97.79962595218097,1.2911745529895193,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.0,97.86418467983044,1.2541189496105065,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.05,97.92689062731097,1.2180789287866316,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.100000000000001,97.98779457375029,1.1830294316852488,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.15,98.04694604533455,1.1489458543002646,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.200000000000001,98.10439333804956,1.1158040494692745,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.25,98.16018354052302,1.0835803280588092,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.3,98.21436255692596,1.052251459375776,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.350000000000001,98.26697512989475,1.021794670860729,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.4,98.31806486343778,0.9921876471157154,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.450000000000001,98.36767424579357,0.9634085283167855,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.5,98.4158446722094,0.9354359080589517,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.55,98.46261646761235,0.9082488306786487,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.600000000000001,98.50802890914628,0.8818267880965769,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.65,98.5521202485511,0.8561497162214053,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.700000000000001,98.59492773436217,0.8311979909527103,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.75,98.63648763390981,0.8069524238192296,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.8,98.67683525510077,0.7833942572866726,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.850000000000001,98.7160049679651,0.7605051597671925,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.9,98.75403022595347,0.7382672203608921,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,10.950000000000001,98.79094358697152,0.7166629433577735,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.0,98.82677673413941,0.6956752425270145,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.05,98.86156049626577,0.6752874352185646,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.100000000000001,98.89532486802669,0.6554832363007841,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.15,98.92809902984173,0.6362467519560034,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.200000000000001,98.95991136743953,0.6175624733547901,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.25,98.99078949110726,0.5994152702280825,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.3,99.02076025461866,0.5817903843551927,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.350000000000001,99.04984977383643,0.5646734229844703,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.4,99.07808344498565,0.5480503522021505,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.450000000000001,99.10548596259576,0.5319074902638629,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.5,99.13208133710896,0.5162315009022583,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.55,99.15789291215407,0.501009386623158,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.600000000000001,99.18294338148523,0.48622848200170715,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.65,99.20725480558532,0.471876446989202,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.700000000000001,99.23084862793478,0.4579412602402357,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.75,99.25374569094679,0.4444112124692479,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.8,99.27596625157025,0.4312748998446539,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.850000000000001,99.29752999656249,0.4185212174281328,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.9,99.31845605743389,0.4061393526657744,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,11.950000000000001,99.33876302506718,0.3941187789375832,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.0,99.35846896401407,0.38244924917075984,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.05,99.3775914264726,0.3711207895220375,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.100000000000001,99.3961474659487,0.360123693133497,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.15,99.41415365060537,0.3494485139661811,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.200000000000001,99.43162607630369,0.3390860607149572,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.25,99.44858037933943,0.3290273908080422,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.3,99.46503174887984,0.3192638044938568,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.350000000000001,99.48099493910453,0.30978683901786597,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.4,99.49648428105543,0.300588262891396,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.450000000000001,99.5115136942,0.29166007025427254,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.5,99.52609669771272,0.2829944753328563,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.55,99.54024642147937,0.27458390699460794,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.600000000000001,99.55397561682909,0.266421003400246,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.65,99.5672966669991,0.2584986067542028,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.700000000000001,99.5802215973368,0.2508097581538626,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.75,99.5927620852445,0.24334769253801256,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.8,99.60492946987141,0.23610583373449984,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.850000000000001,99.61673476155813,0.2290777896071319,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.9,99.62818865103849,0.22225734730160945,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,12.950000000000001,99.63930151840357,0.21563846859010405,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.0,99.65008344183308,0.20921528531408132,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.05,99.66054420609878,0.20298209492465463,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.100000000000001,99.67069331084501,0.19693335611985738,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.15,99.680539978651,0.19106368457796122,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.200000000000001,99.69009316287989,0.18536784878590373,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.25,99.69936155531919,0.17984076596196655,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.3,99.70835359361729,0.17447749807148805,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.350000000000001,99.71707746852087,0.16927324793456966,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.4,99.7255411309176,0.16422335542452882,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.450000000000001,99.73375229868883,0.15932329375598292,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.5,99.74171846337663,0.15456866586106038,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.55,99.74944689666968,0.1499552008526612,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.600000000000001,99.75694465671232,0.14547875057320336,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.65,99.76421859424099,0.1411352862275999,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.700000000000001,99.77127535855237,0.13692089509894634,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.75,99.77812140330732,0.1328317773455805,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.8,99.7847629921746,0.12886424287801262,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.850000000000001,99.79120620431851,0.12501470831419953,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.9,99.79745693973422,0.12127969401189746,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,13.950000000000001,99.8035209244348,0.11765582117630571,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.0,99.80940371549362,0.11413980904182429,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.05,99.81511070594571,0.11072847212623937,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.100000000000001,99.82064712955203,0.10741871755595357,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.15,99.82601806542982,0.10420754246076588,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.200000000000001,99.83122844255286,0.10109203143666813,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.25,99.83628304412468,0.09806935407534244,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.3,99.84118651182845,0.09513676255877854,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.350000000000001,99.84594334995639,0.09229158931763018,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.4,99.85055792942227,0.08953124475188795,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.450000000000001,99.85503449165986,0.08685321501243025,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.5,99.85937715241049,0.08425505984212152,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.55,99.86358990540259,0.08173441047499491,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.600000000000001,99.86767662592634,0.07928896759223965,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.65,99.87164107430594,0.07691649933360456,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.700000000000001,99.87548689927262,0.07461483936291502,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.75,99.87921764124076,0.07238188498642027,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.8,99.88283673549007,0.07021559532265005,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.850000000000001,99.8863475152562,0.06811398952254821,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.9,99.88975321473234,0.06607514503862771,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,14.950000000000001,99.89305697198427,0.06409719594199573,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
logistic_growth,15.0,99.89626183178136,0.062178331285909855,0.6,100.0,0.0,explicit_euler,Logistic growth assumes a fixed carrying capacity and smooth density limitation.
bistable_threshold,0.0,0.35,-0.011375000000000008,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.05,0.34943124999999997,-0.01149574597422584,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.1,0.34885646270128867,-0.011617542493454364,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.15000000000000002,0.348275585576616,-0.011740392175455328,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.2,0.3476885659678432,-0.011864297427921899,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.25,0.3470953510964471,-0.011989260440686506,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.30000000000000004,0.3464958880744128,-0.012115283177760956,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.35000000000000003,0.34589012391552476,-0.012242367369198976,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.4,0.34527800554706484,-0.012370514502779992,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.45,0.34465947982192585,-0.012499725815512511,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.5,0.34403449353115023,-0.012630002284956058,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.55,0.34340299341690245,-0.012761344620360462,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.6000000000000001,0.34276492618588444,-0.012893753253621623,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.65,0.3421202385232034,-0.013027228330052883,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.7000000000000001,0.34146887710670076,-0.013161769698971443,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.75,0.3408107886217522,-0.013297376904099331,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.8,0.34014591977654723,-0.013434049173778669,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.8500000000000001,0.3394742173178583,-0.013571785411001248,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.9,0.33879562804730823,-0.013710584183252463,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,0.9500000000000001,0.3381100988381456,-0.013850443712170056,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.0,0.3374175766525371,-0.013991361863018319,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.05,0.33671800855938616,-0.01413333613397861,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.1,0.3360113417526872,-0.014276363645257287,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.1500000000000001,0.33529752357042436,-0.01442044112801258,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.2000000000000002,0.33457650151402374,-0.014565564913102102,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.25,0.33384822326836866,-0.014711730919652994,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.3,0.333112636722386,-0.014858934643457184,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.35,0.33236968999021316,-0.015007171145194368,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.4000000000000001,0.3316193314329534,-0.015156435038485908,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.4500000000000002,0.3308615096810291,-0.015306720477783016,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.5,0.33009617365713995,-0.015458021146093185,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.55,0.3293232725998353,-0.015610330242549045,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.6,0.32854275608770783,-0.015763640469824463,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.6500000000000001,0.3277545740642166,-0.015917944021402976,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.7000000000000002,0.32695867686314645,-0.016073232568704205,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.75,0.32615501523471124,-0.016229497248074466,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.8,0.3253435403723075,-0.0163867286476481,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.85,0.3245242039399251,-0.016544916794086775,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.9000000000000001,0.32369695810022076,-0.01670405113920448,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,1.9500000000000002,0.3228617555432605,-0.016864120546486464,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.0,0.32201854951593617,-0.01702511327751109,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.0500000000000003,0.3211672938520606,-0.017187016978284002,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.1,0.3203079430031464,-0.017349818665494857,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.15,0.31944045206987165,-0.017513504712707312,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.2,0.3185647768342363,-0.017678060836493818,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.25,0.3176808737924116,-0.01784347208252732,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.3000000000000003,0.31678870018828525,-0.018009722811642793,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.35,0.3158882140477031,-0.018176796685882166,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.4000000000000004,0.314979374213409,-0.01834467665453712,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.45,0.31406214038068214,-0.01851334494020476,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.5,0.3131364731336719,-0.018682783024872248,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.5500000000000003,0.31220233398242825,-0.018852971636047065,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.6,0.3112596854006259,-0.019023890732950518,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.6500000000000004,0.3103084908639783,-0.019195519492792943,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.7,0.3093487148893387,-0.019367836297149922,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
bistable_threshold,2.75,0.3083803230744812,-0.019540818718459616,0.4,0.0,0.0,explicit_euler,Threshold behavior is illustrative and should not be interpreted without evidence for the threshold.
