scenario,step,time,state,rate,capacity,interpretation
slow_adjustment,43,4.3,14.5686118534,0.1,100.0,Lower rate of system change
slow_adjustment,44,4.4,14.6930735268,0.1,100.0,Lower rate of system change
slow_adjustment,45,4.5,14.8184156211,0.1,100.0,Lower rate of system change
slow_adjustment,46,4.6,14.9446412332,0.1,100.0,Lower rate of system change
slow_adjustment,47,4.7,15.0717534153,0.1,100.0,Lower rate of system change
slow_adjustment,48,4.8,15.1997551744,0.1,100.0,Lower rate of system change
slow_adjustment,49,4.9,15.3286494704,0.1,100.0,Lower rate of system change
slow_adjustment,50,5.0,15.4584392157,0.1,100.0,Lower rate of system change
slow_adjustment,51,5.1,15.5891272735,0.1,100.0,Lower rate of system change
slow_adjustment,52,5.2,15.7207164573,0.1,100.0,Lower rate of system change
slow_adjustment,53,5.3,15.8532095293,0.1,100.0,Lower rate of system change
slow_adjustment,54,5.4,15.9866091994,0.1,100.0,Lower rate of system change
slow_adjustment,55,5.5,16.120918124,0.1,100.0,Lower rate of system change
slow_adjustment,56,5.6,16.2561389051,0.1,100.0,Lower rate of system change
slow_adjustment,57,5.7,16.392274089,0.1,100.0,Lower rate of system change
slow_adjustment,58,5.8,16.5293261649,0.1,100.0,Lower rate of system change
slow_adjustment,59,5.9,16.6672975642,0.1,100.0,Lower rate of system change
slow_adjustment,60,6.0,16.806190659,0.1,100.0,Lower rate of system change
slow_adjustment,61,6.1,16.9460077611,0.1,100.0,Lower rate of system change
slow_adjustment,62,6.2,17.0867511209,0.1,100.0,Lower rate of system change
slow_adjustment,63,6.3,17.2284229257,0.1,100.0,Lower rate of system change
slow_adjustment,64,6.4,17.3710252993,0.1,100.0,Lower rate of system change
slow_adjustment,65,6.5,17.5145603003,0.1,100.0,Lower rate of system change
slow_adjustment,66,6.6,17.659029921,0.1,100.0,Lower rate of system change
slow_adjustment,67,6.7,17.8044360865,0.1,100.0,Lower rate of system change
slow_adjustment,68,6.8,17.9507806529,0.1,100.0,Lower rate of system change
slow_adjustment,69,6.9,18.0980654068,0.1,100.0,Lower rate of system change
slow_adjustment,70,7.0,18.2462920637,0.1,100.0,Lower rate of system change
slow_adjustment,71,7.1,18.395462267,0.1,100.0,Lower rate of system change
slow_adjustment,72,7.2,18.5455775864,0.1,100.0,Lower rate of system change
slow_adjustment,73,7.3,18.6966395175,0.1,100.0,Lower rate of system change
slow_adjustment,74,7.4,18.8486494797,0.1,100.0,Lower rate of system change
slow_adjustment,75,7.5,19.0016088158,0.1,100.0,Lower rate of system change
slow_adjustment,76,7.6,19.1555187902,0.1,100.0,Lower rate of system change
slow_adjustment,77,7.7,19.3103805881,0.1,100.0,Lower rate of system change
slow_adjustment,78,7.8,19.4661953141,0.1,100.0,Lower rate of system change
slow_adjustment,79,7.9,19.6229639913,0.1,100.0,Lower rate of system change
slow_adjustment,80,8.0,19.7806875596,0.1,100.0,Lower rate of system change
slow_adjustment,81,8.1,19.9393668752,0.1,100.0,Lower rate of system change
slow_adjustment,82,8.2,20.0990027088,0.1,100.0,Lower rate of system change
slow_adjustment,83,8.3,20.2595957449,0.1,100.0,Lower rate of system change
slow_adjustment,84,8.4,20.4211465804,0.1,100.0,Lower rate of system change
slow_adjustment,85,8.5,20.5836557234,0.1,100.0,Lower rate of system change
slow_adjustment,86,8.6,20.7471235924,0.1,100.0,Lower rate of system change
slow_adjustment,87,8.7,20.9115505145,0.1,100.0,Lower rate of system change
slow_adjustment,88,8.8,21.0769367252,0.1,100.0,Lower rate of system change
slow_adjustment,89,8.9,21.2432823663,0.1,100.0,Lower rate of system change
slow_adjustment,90,9.0,21.4105874854,0.1,100.0,Lower rate of system change
slow_adjustment,91,9.1,21.5788520346,0.1,100.0,Lower rate of system change
slow_adjustment,92,9.2,21.7480758694,0.1,100.0,Lower rate of system change
slow_adjustment,93,9.3,21.9182587477,0.1,100.0,Lower rate of system change
slow_adjustment,94,9.4,22.0894003285,0.1,100.0,Lower rate of system change
slow_adjustment,95,9.5,22.2615001711,0.1,100.0,Lower rate of system change
slow_adjustment,96,9.6,22.4345577338,0.1,100.0,Lower rate of system change
slow_adjustment,97,9.7,22.6085723731,0.1,100.0,Lower rate of system change
slow_adjustment,98,9.8,22.7835433424,0.1,100.0,Lower rate of system change
slow_adjustment,99,9.9,22.9594697911,0.1,100.0,Lower rate of system change
slow_adjustment,100,10.0,23.1363507637,0.1,100.0,Lower rate of system change
slow_adjustment,101,10.1,23.3141851986,0.1,100.0,Lower rate of system change
slow_adjustment,102,10.2,23.4929719275,0.1,100.0,Lower rate of system change
slow_adjustment,103,10.3,23.6727096738,0.1,100.0,Lower rate of system change
slow_adjustment,104,10.4,23.8533970522,0.1,100.0,Lower rate of system change
slow_adjustment,105,10.5,24.0350325676,0.1,100.0,Lower rate of system change
slow_adjustment,106,10.6,24.2176146142,0.1,100.0,Lower rate of system change
slow_adjustment,107,10.7,24.4011414746,0.1,100.0,Lower rate of system change
slow_adjustment,108,10.8,24.5856113188,0.1,100.0,Lower rate of system change
slow_adjustment,109,10.9,24.7710222036,0.1,100.0,Lower rate of system change
slow_adjustment,110,11.0,24.9573720715,0.1,100.0,Lower rate of system change
slow_adjustment,111,11.1,25.1446587502,0.1,100.0,Lower rate of system change
slow_adjustment,112,11.2,25.3328799513,0.1,100.0,Lower rate of system change
slow_adjustment,113,11.3,25.5220332702,0.1,100.0,Lower rate of system change
slow_adjustment,114,11.4,25.7121161847,0.1,100.0,Lower rate of system change
slow_adjustment,115,11.5,25.9031260546,0.1,100.0,Lower rate of system change
slow_adjustment,116,11.6,26.0950601212,0.1,100.0,Lower rate of system change
slow_adjustment,117,11.7,26.2879155062,0.1,100.0,Lower rate of system change
slow_adjustment,118,11.8,26.4816892111,0.1,100.0,Lower rate of system change
slow_adjustment,119,11.9,26.6763781168,0.1,100.0,Lower rate of system change
slow_adjustment,120,12.0,26.8719789831,0.1,100.0,Lower rate of system change
slow_adjustment,121,12.1,27.0684884474,0.1,100.0,Lower rate of system change
slow_adjustment,122,12.2,27.2659030252,0.1,100.0,Lower rate of system change
slow_adjustment,123,12.3,27.4642191087,0.1,100.0,Lower rate of system change
slow_adjustment,124,12.4,27.6634329667,0.1,100.0,Lower rate of system change
slow_adjustment,125,12.5,27.863540744,0.1,100.0,Lower rate of system change
slow_adjustment,126,12.6,28.0645384611,0.1,100.0,Lower rate of system change
slow_adjustment,127,12.7,28.2664220139,0.1,100.0,Lower rate of system change
slow_adjustment,128,12.8,28.4691871726,0.1,100.0,Lower rate of system change
slow_adjustment,129,12.9,28.6728295825,0.1,100.0,Lower rate of system change
slow_adjustment,130,13.0,28.8773447627,0.1,100.0,Lower rate of system change
slow_adjustment,131,13.1,29.0827281063,0.1,100.0,Lower rate of system change
slow_adjustment,132,13.2,29.28897488,0.1,100.0,Lower rate of system change
slow_adjustment,133,13.3,29.4960802238,0.1,100.0,Lower rate of system change
slow_adjustment,134,13.4,29.7040391512,0.1,100.0,Lower rate of system change
slow_adjustment,135,13.5,29.9128465485,0.1,100.0,Lower rate of system change
slow_adjustment,136,13.6,30.1224971751,0.1,100.0,Lower rate of system change
slow_adjustment,137,13.7,30.3329856633,0.1,100.0,Lower rate of system change
slow_adjustment,138,13.8,30.544306518,0.1,100.0,Lower rate of system change
slow_adjustment,139,13.9,30.7564541171,0.1,100.0,Lower rate of system change
slow_adjustment,140,14.0,30.9694227113,0.1,100.0,Lower rate of system change
slow_adjustment,141,14.1,31.1832064241,0.1,100.0,Lower rate of system change
slow_adjustment,142,14.2,31.3977992521,0.1,100.0,Lower rate of system change
slow_adjustment,143,14.3,31.6131950648,0.1,100.0,Lower rate of system change
slow_adjustment,144,14.4,31.8293876052,0.1,100.0,Lower rate of system change
slow_adjustment,145,14.5,32.0463704897,0.1,100.0,Lower rate of system change
slow_adjustment,146,14.6,32.2641372085,0.1,100.0,Lower rate of system change
slow_adjustment,147,14.7,32.4826811256,0.1,100.0,Lower rate of system change
slow_adjustment,148,14.8,32.7019954795,0.1,100.0,Lower rate of system change
slow_adjustment,149,14.9,32.9220733835,0.1,100.0,Lower rate of system change
slow_adjustment,150,15.0,33.1429078257,0.1,100.0,Lower rate of system change
slow_adjustment,151,15.1,33.3644916701,0.1,100.0,Lower rate of system change
slow_adjustment,152,15.2,33.5868176563,0.1,100.0,Lower rate of system change
slow_adjustment,153,15.3,33.8098784009,0.1,100.0,Lower rate of system change
slow_adjustment,154,15.4,34.0336663971,0.1,100.0,Lower rate of system change
slow_adjustment,155,15.5,34.2581740163,0.1,100.0,Lower rate of system change
slow_adjustment,156,15.6,34.4833935077,0.1,100.0,Lower rate of system change
slow_adjustment,157,15.7,34.709317,0.1,100.0,Lower rate of system change
slow_adjustment,158,15.8,34.9359365014,0.1,100.0,Lower rate of system change
slow_adjustment,159,15.9,35.1632439005,0.1,100.0,Lower rate of system change
slow_adjustment,160,16.0,35.3912309673,0.1,100.0,Lower rate of system change
slow_adjustment,161,16.1,35.619889354,0.1,100.0,Lower rate of system change
slow_adjustment,162,16.2,35.8492105958,0.1,100.0,Lower rate of system change
slow_adjustment,163,16.3,36.0791861117,0.1,100.0,Lower rate of system change
slow_adjustment,164,16.4,36.3098072058,0.1,100.0,Lower rate of system change
slow_adjustment,165,16.5,36.5410650679,0.1,100.0,Lower rate of system change
slow_adjustment,166,16.6,36.772950775,0.1,100.0,Lower rate of system change
slow_adjustment,167,16.7,37.0054552919,0.1,100.0,Lower rate of system change
slow_adjustment,168,16.8,37.2385694726,0.1,100.0,Lower rate of system change
slow_adjustment,169,16.9,37.4722840617,0.1,100.0,Lower rate of system change
slow_adjustment,170,17.0,37.7065896951,0.1,100.0,Lower rate of system change
slow_adjustment,171,17.1,37.9414769014,0.1,100.0,Lower rate of system change
slow_adjustment,172,17.2,38.1769361035,0.1,100.0,Lower rate of system change
slow_adjustment,173,17.3,38.4129576195,0.1,100.0,Lower rate of system change
slow_adjustment,174,17.4,38.6495316643,0.1,100.0,Lower rate of system change
slow_adjustment,175,17.5,38.8866483512,0.1,100.0,Lower rate of system change
slow_adjustment,176,17.6,39.1242976927,0.1,100.0,Lower rate of system change
slow_adjustment,177,17.7,39.3624696027,0.1,100.0,Lower rate of system change
slow_adjustment,178,17.8,39.6011538974,0.1,100.0,Lower rate of system change
slow_adjustment,179,17.9,39.8403402973,0.1,100.0,Lower rate of system change
slow_adjustment,180,18.0,40.0800184288,0.1,100.0,Lower rate of system change
slow_adjustment,181,18.1,40.3201778254,0.1,100.0,Lower rate of system change
slow_adjustment,182,18.2,40.5608079296,0.1,100.0,Lower rate of system change
slow_adjustment,183,18.3,40.8018980949,0.1,100.0,Lower rate of system change
slow_adjustment,184,18.4,41.0434375871,0.1,100.0,Lower rate of system change
slow_adjustment,185,18.5,41.285415586,0.1,100.0,Lower rate of system change
slow_adjustment,186,18.6,41.5278211879,0.1,100.0,Lower rate of system change
slow_adjustment,187,18.7,41.7706434065,0.1,100.0,Lower rate of system change
slow_adjustment,188,18.8,42.0138711755,0.1,100.0,Lower rate of system change
slow_adjustment,189,18.9,42.2574933502,0.1,100.0,Lower rate of system change
slow_adjustment,190,19.0,42.5014987092,0.1,100.0,Lower rate of system change
slow_adjustment,191,19.1,42.7458759571,0.1,100.0,Lower rate of system change
slow_adjustment,192,19.2,42.9906137255,0.1,100.0,Lower rate of system change
slow_adjustment,193,19.3,43.2357005759,0.1,100.0,Lower rate of system change
slow_adjustment,194,19.4,43.4811250012,0.1,100.0,Lower rate of system change
slow_adjustment,195,19.5,43.7268754281,0.1,100.0,Lower rate of system change
slow_adjustment,196,19.6,43.9729402189,0.1,100.0,Lower rate of system change
slow_adjustment,197,19.7,44.219307674,0.1,100.0,Lower rate of system change
slow_adjustment,198,19.8,44.4659660336,0.1,100.0,Lower rate of system change
slow_adjustment,199,19.9,44.7129034804,0.1,100.0,Lower rate of system change
slow_adjustment,200,20.0,44.9601081414,0.1,100.0,Lower rate of system change
slow_adjustment,201,20.1,45.2075680904,0.1,100.0,Lower rate of system change
slow_adjustment,202,20.2,45.4552713501,0.1,100.0,Lower rate of system change
slow_adjustment,203,20.3,45.7032058942,0.1,100.0,Lower rate of system change
slow_adjustment,204,20.4,45.9513596503,0.1,100.0,Lower rate of system change
slow_adjustment,205,20.5,46.1997205014,0.1,100.0,Lower rate of system change
slow_adjustment,206,20.6,46.448276289,0.1,100.0,Lower rate of system change
slow_adjustment,207,20.7,46.6970148148,0.1,100.0,Lower rate of system change
slow_adjustment,208,20.8,46.9459238437,0.1,100.0,Lower rate of system change
slow_adjustment,209,20.9,47.1949911056,0.1,100.0,Lower rate of system change
slow_adjustment,210,21.0,47.4442042981,0.1,100.0,Lower rate of system change
slow_adjustment,211,21.1,47.693551089,0.1,100.0,Lower rate of system change
slow_adjustment,212,21.2,47.9430191183,0.1,100.0,Lower rate of system change
slow_adjustment,213,21.3,48.1925960013,0.1,100.0,Lower rate of system change
slow_adjustment,214,21.4,48.4422693303,0.1,100.0,Lower rate of system change
slow_adjustment,215,21.5,48.6920266779,0.1,100.0,Lower rate of system change
slow_adjustment,216,21.6,48.9418555984,0.1,100.0,Lower rate of system change
slow_adjustment,217,21.7,49.1917436315,0.1,100.0,Lower rate of system change
slow_adjustment,218,21.8,49.4416783036,0.1,100.0,Lower rate of system change
slow_adjustment,219,21.9,49.6916471313,0.1,100.0,Lower rate of system change
slow_adjustment,220,22.0,49.9416376232,0.1,100.0,Lower rate of system change
slow_adjustment,221,22.1,50.1916372826,0.1,100.0,Lower rate of system change
slow_adjustment,222,22.2,50.4416336101,0.1,100.0,Lower rate of system change
slow_adjustment,223,22.3,50.6916141061,0.1,100.0,Lower rate of system change
slow_adjustment,224,22.4,50.9415662731,0.1,100.0,Lower rate of system change
slow_adjustment,225,22.5,51.1914776184,0.1,100.0,Lower rate of system change
slow_adjustment,226,22.6,51.4413356565,0.1,100.0,Lower rate of system change
slow_adjustment,227,22.7,51.6911279116,0.1,100.0,Lower rate of system change
slow_adjustment,228,22.8,51.9408419203,0.1,100.0,Lower rate of system change
slow_adjustment,229,22.9,52.1904652335,0.1,100.0,Lower rate of system change
slow_adjustment,230,23.0,52.4399854197,0.1,100.0,Lower rate of system change
slow_adjustment,231,23.1,52.6893900668,0.1,100.0,Lower rate of system change
slow_adjustment,232,23.2,52.9386667849,0.1,100.0,Lower rate of system change
slow_adjustment,233,23.3,53.1878032087,0.1,100.0,Lower rate of system change
slow_adjustment,234,23.4,53.4367869998,0.1,100.0,Lower rate of system change
slow_adjustment,235,23.5,53.6856058493,0.1,100.0,Lower rate of system change
slow_adjustment,236,23.6,53.9342474802,0.1,100.0,Lower rate of system change
slow_adjustment,237,23.7,54.1826996499,0.1,100.0,Lower rate of system change
slow_adjustment,238,23.8,54.4309501523,0.1,100.0,Lower rate of system change
slow_adjustment,239,23.9,54.6789868203,0.1,100.0,Lower rate of system change
slow_adjustment,240,24.0,54.9267975286,0.1,100.0,Lower rate of system change
slow_adjustment,241,24.1,55.1743701952,0.1,100.0,Lower rate of system change
slow_adjustment,242,24.2,55.4216927845,0.1,100.0,Lower rate of system change
slow_adjustment,243,24.3,55.6687533092,0.1,100.0,Lower rate of system change
slow_adjustment,244,24.4,55.9155398328,0.1,100.0,Lower rate of system change
slow_adjustment,245,24.5,56.1620404717,0.1,100.0,Lower rate of system change
slow_adjustment,246,24.6,56.4082433974,0.1,100.0,Lower rate of system change
slow_adjustment,247,24.7,56.6541368391,0.1,100.0,Lower rate of system change
slow_adjustment,248,24.8,56.8997090853,0.1,100.0,Lower rate of system change
slow_adjustment,249,24.9,57.1449484868,0.1,100.0,Lower rate of system change
slow_adjustment,250,25.0,57.3898434579,0.1,100.0,Lower rate of system change
slow_adjustment,251,25.1,57.6343824793,0.1,100.0,Lower rate of system change
slow_adjustment,252,25.2,57.8785540997,0.1,100.0,Lower rate of system change
slow_adjustment,253,25.3,58.1223469382,0.1,100.0,Lower rate of system change
slow_adjustment,254,25.4,58.3657496862,0.1,100.0,Lower rate of system change
slow_adjustment,255,25.5,58.6087511095,0.1,100.0,Lower rate of system change
slow_adjustment,256,25.6,58.8513400499,0.1,100.0,Lower rate of system change
slow_adjustment,257,25.7,59.0935054278,0.1,100.0,Lower rate of system change
slow_adjustment,258,25.8,59.3352362437,0.1,100.0,Lower rate of system change
slow_adjustment,259,25.9,59.5765215802,0.1,100.0,Lower rate of system change
slow_adjustment,260,26.0,59.8173506036,0.1,100.0,Lower rate of system change
slow_adjustment,261,26.1,60.0577125663,0.1,100.0,Lower rate of system change
slow_adjustment,262,26.2,60.2975968081,0.1,100.0,Lower rate of system change
slow_adjustment,263,26.3,60.5369927581,0.1,100.0,Lower rate of system change
slow_adjustment,264,26.4,60.7758899365,0.1,100.0,Lower rate of system change
slow_adjustment,265,26.5,61.0142779561,0.1,100.0,Lower rate of system change
slow_adjustment,266,26.6,61.2521465242,0.1,100.0,Lower rate of system change
slow_adjustment,267,26.7,61.489485444,0.1,100.0,Lower rate of system change
slow_adjustment,268,26.8,61.7262846165,0.1,100.0,Lower rate of system change
slow_adjustment,269,26.9,61.9625340414,0.1,100.0,Lower rate of system change
slow_adjustment,270,27.0,62.1982238193,0.1,100.0,Lower rate of system change
slow_adjustment,271,27.1,62.4333441529,0.1,100.0,Lower rate of system change
slow_adjustment,272,27.2,62.6678853482,0.1,100.0,Lower rate of system change
slow_adjustment,273,27.3,62.9018378163,0.1,100.0,Lower rate of system change
slow_adjustment,274,27.4,63.1351920744,0.1,100.0,Lower rate of system change
slow_adjustment,275,27.5,63.3679387473,0.1,100.0,Lower rate of system change
slow_adjustment,276,27.6,63.6000685687,0.1,100.0,Lower rate of system change
slow_adjustment,277,27.7,63.8315723821,0.1,100.0,Lower rate of system change
slow_adjustment,278,27.8,64.0624411427,0.1,100.0,Lower rate of system change
slow_adjustment,279,27.9,64.2926659176,0.1,100.0,Lower rate of system change
slow_adjustment,280,28.0,64.5222378877,0.1,100.0,Lower rate of system change
slow_adjustment,281,28.1,64.7511483484,0.1,100.0,Lower rate of system change
slow_adjustment,282,28.2,64.9793887106,0.1,100.0,Lower rate of system change
slow_adjustment,283,28.3,65.206950502,0.1,100.0,Lower rate of system change
slow_adjustment,284,28.4,65.4338253676,0.1,100.0,Lower rate of system change
slow_adjustment,285,28.5,65.6600050711,0.1,100.0,Lower rate of system change
slow_adjustment,286,28.6,65.8854814952,0.1,100.0,Lower rate of system change
slow_adjustment,287,28.7,66.110246643,0.1,100.0,Lower rate of system change
slow_adjustment,288,28.8,66.3342926383,0.1,100.0,Lower rate of system change
slow_adjustment,289,28.9,66.5576117267,0.1,100.0,Lower rate of system change
slow_adjustment,290,29.0,66.7801962761,0.1,100.0,Lower rate of system change
slow_adjustment,291,29.1,67.0020387774,0.1,100.0,Lower rate of system change
slow_adjustment,292,29.2,67.2231318451,0.1,100.0,Lower rate of system change
slow_adjustment,293,29.3,67.4434682181,0.1,100.0,Lower rate of system change
slow_adjustment,294,29.4,67.6630407597,0.1,100.0,Lower rate of system change
slow_adjustment,295,29.5,67.8818424588,0.1,100.0,Lower rate of system change
slow_adjustment,296,29.6,68.0998664298,0.1,100.0,Lower rate of system change
slow_adjustment,297,29.7,68.3171059134,0.1,100.0,Lower rate of system change
slow_adjustment,298,29.8,68.5335542765,0.1,100.0,Lower rate of system change
slow_adjustment,299,29.9,68.7492050131,0.1,100.0,Lower rate of system change
slow_adjustment,300,30.0,68.9640517442,0.1,100.0,Lower rate of system change
high_capacity,0,0.0,10.0,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,1,0.1,10.1857142857,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,2,0.2,10.3746073178,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,3,0.3,10.566723396,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,4,0.4,10.7621070577,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,5,0.5,10.9608030634,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,6,0.6,11.1628563813,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,7,0.7,11.3683121714,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,8,0.8,11.5772157689,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,9,0.9,11.7896126664,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,10,1.0,12.0055484959,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,11,1.1,12.2250690094,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,12,1.2,12.4482200593,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,13,1.3,12.6750475772,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,14,1.4,12.9055975529,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,15,1.5,13.1399160114,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,16,1.6,13.3780489898,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,17,1.7,13.6200425132,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,18,1.8,13.8659425694,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,19,1.9,14.1157950832,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,20,2.0,14.369645889,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,21,2.1,14.6275407035,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,22,2.2,14.8895250966,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,23,2.3,15.1556444617,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,24,2.4,15.4259439854,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,25,2.5,15.7004686154,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,26,2.6,15.9792630285,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,27,2.7,16.2623715966,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,28,2.8,16.5498383528,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,29,2.9,16.8417069557,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,30,3.0,17.1380206529,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,31,3.1,17.4388222443,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,32,3.2,17.7441540433,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,33,3.3,18.054057838,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,34,3.4,18.3685748513,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,35,3.5,18.6877456994,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,36,3.6,19.0116103507,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,37,3.7,19.3402080822,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,38,3.8,19.6735774369,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,39,3.9,20.0117561786,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,40,4.0,20.3547812472,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,41,4.1,20.7026887122,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,42,4.2,21.0555137264,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,43,4.3,21.4132904783,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,44,4.4,21.7760521437,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,45,4.5,22.1438308371,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,46,4.6,22.5166575618,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,47,4.7,22.8945621605,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,48,4.8,23.2775732642,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,49,4.9,23.6657182413,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,50,5.0,24.0590231462,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,51,5.1,24.457512667,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,52,5.2,24.8612100738,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,53,5.3,25.2701371658,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,54,5.4,25.6843142187,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,55,5.5,26.1037599321,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,56,5.6,26.5284913761,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,57,5.7,26.9585239387,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,58,5.8,27.3938712727,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,59,5.9,27.8345452434,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,60,6.0,28.2805558756,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,61,6.1,28.7319113016,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,62,6.2,29.1886177095,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,63,6.3,29.6506792917,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,64,6.4,30.1180981943,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,65,6.5,30.590874467,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,66,6.6,31.0690060133,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,67,6.7,31.5524885429,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,68,6.8,32.0413155233,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,69,6.9,32.5354781337,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,70,7.0,33.0349652196,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,71,7.1,33.5397632487,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,72,7.2,34.0498562682,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,73,7.3,34.5652258633,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,74,7.4,35.0858511178,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,75,7.5,35.6117085761,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,76,7.6,36.1427722065,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,77,7.7,36.6790133674,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,78,7.8,37.2204007745,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,79,7.9,37.7669004709,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,80,8.0,38.3184757987,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,81,8.1,38.8750873736,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,82,8.2,39.4366930613,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,83,8.3,40.0032479569,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,84,8.4,40.5747043664,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,85,8.5,41.1510117917,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,86,8.6,41.7321169173,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,87,8.7,42.317963601,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,88,8.8,42.9084928669,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,89,8.9,43.5036429013,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,90,9.0,44.1033490528,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,91,9.1,44.7075438342,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,92,9.2,45.3161569287,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,93,9.3,45.9291151988,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,94,9.4,46.5463426995,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,95,9.5,47.1677606937,0.2,140.0,Higher upper constraint or carrying capacity
high_capacity,96,9.6,47.793287672,0.2,140.0,Higher upper constraint or carrying capacity
