scenario,structure,period,stock,inflow,demand,losses,raw_next_stock,next_stock,shortage,overflow,capacity
stochastic_inflow,stochastic,60,25.63040626,7.75627013,6.0,0.51260813,26.87406826,26.87406826,0.0,0.0,100.0
threshold_case,threshold,0,50.0,4.0,7.0,1.5,45.5,45.5,0.0,0.0,80.0
threshold_case,threshold,1,45.5,4.0,7.0,1.365,41.135,41.135,0.0,0.0,80.0
threshold_case,threshold,2,41.135,4.0,7.0,1.23405,36.90095,36.90095,0.0,0.0,80.0
threshold_case,threshold,3,36.90095,4.0,7.0,1.1070285,32.7939215,32.7939215,0.0,0.0,80.0
threshold_case,threshold,4,32.7939215,4.0,7.0,0.98381764,28.81010385,28.81010385,0.0,0.0,80.0
threshold_case,threshold,5,28.81010385,4.0,7.0,0.86430312,24.94580074,24.94580074,0.0,0.0,80.0
threshold_case,threshold,6,24.94580074,4.0,6.7,0.74837402,21.49742672,21.49742672,0.0,0.0,80.0
threshold_case,threshold,7,21.49742672,4.0,6.4,0.6449228,18.45250392,18.45250392,0.0,0.0,80.0
threshold_case,threshold,8,18.45250392,4.0,6.1,0.55357512,15.7989288,15.7989288,0.0,0.0,80.0
threshold_case,threshold,9,15.7989288,4.0,5.8,0.47396786,13.52496093,13.52496093,0.0,0.0,80.0
threshold_case,threshold,10,13.52496093,4.0,5.5,0.40574883,11.61921211,11.61921211,0.0,0.0,80.0
threshold_case,threshold,11,11.61921211,4.0,5.2,0.34857636,10.07063574,10.07063574,0.0,0.0,80.0
threshold_case,threshold,12,10.07063574,4.0,4.9,0.30211907,8.86851667,8.86851667,0.0,0.0,80.0
threshold_case,threshold,13,8.86851667,4.0,4.6,0.2660555,8.00246117,8.00246117,0.0,0.0,80.0
threshold_case,threshold,14,8.00246117,4.0,4.3,0.24007384,7.46238734,7.46238734,0.0,0.0,80.0
threshold_case,threshold,15,7.46238734,4.0,4.0,0.22387162,7.23851572,7.23851572,0.0,0.0,80.0
threshold_case,threshold,16,7.23851572,4.0,3.7,0.21715547,7.32136024,7.32136024,0.0,0.0,80.0
threshold_case,threshold,17,7.32136024,4.0,3.4,0.21964081,7.70171944,7.70171944,0.0,0.0,80.0
threshold_case,threshold,18,7.70171944,4.0,3.1,0.23105158,8.37066785,8.37066785,0.0,0.0,80.0
threshold_case,threshold,19,8.37066785,4.0,2.8,0.25112004,9.31954782,9.31954782,0.0,0.0,80.0
threshold_case,threshold,20,9.31954782,4.0,2.5,0.27958643,10.53996138,10.53996138,0.0,0.0,80.0
threshold_case,threshold,21,10.53996138,4.0,2.2,0.31619884,12.02376254,12.02376254,0.0,0.0,80.0
threshold_case,threshold,22,12.02376254,4.0,1.9,0.36071288,13.76304967,13.76304967,0.0,0.0,80.0
threshold_case,threshold,23,13.76304967,4.0,1.6,0.41289149,15.75015818,15.75015818,0.0,0.0,80.0
threshold_case,threshold,24,15.75015818,4.0,1.3,0.47250475,17.97765343,17.97765343,0.0,0.0,80.0
threshold_case,threshold,25,17.97765343,4.0,1.0,0.5393296,20.43832383,20.43832383,0.0,0.0,80.0
threshold_case,threshold,26,20.43832383,4.0,0.7,0.61314971,23.12517411,23.12517411,0.0,0.0,80.0
threshold_case,threshold,27,23.12517411,4.0,0.4,0.69375522,26.03141889,26.03141889,0.0,0.0,80.0
threshold_case,threshold,28,26.03141889,4.0,0.1,0.78094257,29.15047632,29.15047632,0.0,0.0,80.0
threshold_case,threshold,29,29.15047632,4.0,7.0,0.87451429,25.27596203,25.27596203,0.0,0.0,80.0
threshold_case,threshold,30,25.27596203,4.0,6.7,0.75827886,21.81768317,21.81768317,0.0,0.0,80.0
threshold_case,threshold,31,21.81768317,4.0,6.4,0.6545305,18.76315268,18.76315268,0.0,0.0,80.0
threshold_case,threshold,32,18.76315268,4.0,6.1,0.56289458,16.1002581,16.1002581,0.0,0.0,80.0
threshold_case,threshold,33,16.1002581,4.0,5.8,0.48300774,13.81725035,13.81725035,0.0,0.0,80.0
threshold_case,threshold,34,13.81725035,4.0,5.5,0.41451751,11.90273284,11.90273284,0.0,0.0,80.0
threshold_case,threshold,35,11.90273284,4.0,5.2,0.35708199,10.34565086,10.34565086,0.0,0.0,80.0
threshold_case,threshold,36,10.34565086,4.0,4.9,0.31036953,9.13528133,9.13528133,0.0,0.0,80.0
threshold_case,threshold,37,9.13528133,4.0,4.6,0.27405844,8.26122289,8.26122289,0.0,0.0,80.0
threshold_case,threshold,38,8.26122289,4.0,4.3,0.24783669,7.71338621,7.71338621,0.0,0.0,80.0
threshold_case,threshold,39,7.71338621,4.0,4.0,0.23140159,7.48198462,7.48198462,0.0,0.0,80.0
threshold_case,threshold,40,7.48198462,4.0,3.7,0.22445954,7.55752508,7.55752508,0.0,0.0,80.0
threshold_case,threshold,41,7.55752508,4.0,3.4,0.22672575,7.93079933,7.93079933,0.0,0.0,80.0
threshold_case,threshold,42,7.93079933,4.0,3.1,0.23792398,8.59287535,8.59287535,0.0,0.0,80.0
threshold_case,threshold,43,8.59287535,4.0,2.8,0.25778626,9.53508909,9.53508909,0.0,0.0,80.0
threshold_case,threshold,44,9.53508909,4.0,2.5,0.28605267,10.74903642,10.74903642,0.0,0.0,80.0
threshold_case,threshold,45,10.74903642,4.0,2.2,0.32247109,12.22656532,12.22656532,0.0,0.0,80.0
threshold_case,threshold,46,12.22656532,4.0,1.9,0.36679696,13.95976836,13.95976836,0.0,0.0,80.0
threshold_case,threshold,47,13.95976836,4.0,1.6,0.41879305,15.94097531,15.94097531,0.0,0.0,80.0
threshold_case,threshold,48,15.94097531,4.0,1.3,0.47822926,18.16274605,18.16274605,0.0,0.0,80.0
threshold_case,threshold,49,18.16274605,4.0,1.0,0.54488238,20.61786367,20.61786367,0.0,0.0,80.0
threshold_case,threshold,50,20.61786367,4.0,0.7,0.61853591,23.29932776,23.29932776,0.0,0.0,80.0
threshold_case,threshold,51,23.29932776,4.0,0.4,0.69897983,26.20034793,26.20034793,0.0,0.0,80.0
threshold_case,threshold,52,26.20034793,4.0,0.1,0.78601044,29.31433749,29.31433749,0.0,0.0,80.0
threshold_case,threshold,53,29.31433749,4.0,7.0,0.87943012,25.43490737,25.43490737,0.0,0.0,80.0
threshold_case,threshold,54,25.43490737,4.0,6.7,0.76304722,21.97186014,21.97186014,0.0,0.0,80.0
threshold_case,threshold,55,21.97186014,4.0,6.4,0.6591558,18.91270434,18.91270434,0.0,0.0,80.0
threshold_case,threshold,56,18.91270434,4.0,6.1,0.56738113,16.24532321,16.24532321,0.0,0.0,80.0
threshold_case,threshold,57,16.24532321,4.0,5.8,0.4873597,13.95796351,13.95796351,0.0,0.0,80.0
threshold_case,threshold,58,13.95796351,4.0,5.5,0.41873891,12.03922461,12.03922461,0.0,0.0,80.0
threshold_case,threshold,59,12.03922461,4.0,5.2,0.36117674,10.47804787,10.47804787,0.0,0.0,80.0
threshold_case,threshold,60,10.47804787,4.0,4.9,0.31434144,9.26370643,9.26370643,0.0,0.0,80.0
threshold_case,threshold,61,9.26370643,4.0,4.6,0.27791119,8.38579524,8.38579524,0.0,0.0,80.0
threshold_case,threshold,62,8.38579524,4.0,4.3,0.25157386,7.83422138,7.83422138,0.0,0.0,80.0
threshold_case,threshold,63,7.83422138,4.0,4.0,0.23502664,7.59919474,7.59919474,0.0,0.0,80.0
threshold_case,threshold,64,7.59919474,4.0,3.7,0.22797584,7.6712189,7.6712189,0.0,0.0,80.0
threshold_case,threshold,65,7.6712189,4.0,3.4,0.23013657,8.04108233,8.04108233,0.0,0.0,80.0
threshold_case,threshold,66,8.04108233,4.0,3.1,0.24123247,8.69984986,8.69984986,0.0,0.0,80.0
threshold_case,threshold,67,8.69984986,4.0,2.8,0.2609955,9.63885437,9.63885437,0.0,0.0,80.0
threshold_case,threshold,68,9.63885437,4.0,2.5,0.28916563,10.84968874,10.84968874,0.0,0.0,80.0
threshold_case,threshold,69,10.84968874,4.0,2.2,0.32549066,12.32419807,12.32419807,0.0,0.0,80.0
threshold_case,threshold,70,12.32419807,4.0,1.9,0.36972594,14.05447213,14.05447213,0.0,0.0,80.0
threshold_case,threshold,71,14.05447213,4.0,1.6,0.42163416,16.03283797,16.03283797,0.0,0.0,80.0
threshold_case,threshold,72,16.03283797,4.0,1.3,0.48098514,18.25185283,18.25185283,0.0,0.0,80.0
threshold_case,threshold,73,18.25185283,4.0,1.0,0.54755558,20.70429724,20.70429724,0.0,0.0,80.0
threshold_case,threshold,74,20.70429724,4.0,0.7,0.62112892,23.38316833,23.38316833,0.0,0.0,80.0
threshold_case,threshold,75,23.38316833,4.0,0.4,0.70149505,26.28167328,26.28167328,0.0,0.0,80.0
threshold_case,threshold,76,26.28167328,4.0,0.1,0.7884502,29.39322308,29.39322308,0.0,0.0,80.0
threshold_case,threshold,77,29.39322308,4.0,7.0,0.88179669,25.51142639,25.51142639,0.0,0.0,80.0
threshold_case,threshold,78,25.51142639,4.0,6.7,0.76534279,22.04608359,22.04608359,0.0,0.0,80.0
threshold_case,threshold,79,22.04608359,4.0,6.4,0.66138251,18.98470109,18.98470109,0.0,0.0,80.0
threshold_case,threshold,80,18.98470109,4.0,6.1,0.56954103,16.31516005,16.31516005,0.0,0.0,80.0
