scenario,step_size,index,time,resource_stock
resource_dynamics,0.1,240,24.0,28.45917189
resource_dynamics,0.1,241,24.1,28.22565058
resource_dynamics,0.1,242,24.2,27.99030856
resource_dynamics,0.1,243,24.3,27.75311179
resource_dynamics,0.1,244,24.4,27.51402546
resource_dynamics,0.1,245,24.5,27.27301404
resource_dynamics,0.1,246,24.6,27.03004117
resource_dynamics,0.1,247,24.7,26.78506975
resource_dynamics,0.1,248,24.8,26.53806182
resource_dynamics,0.1,249,24.9,26.28897856
resource_dynamics,0.1,250,25.0,26.0377803
resource_dynamics,0.1,251,25.1,25.78442647
resource_dynamics,0.1,252,25.2,25.52887555
resource_dynamics,0.1,253,25.3,25.27108508
resource_dynamics,0.1,254,25.4,25.01101162
resource_dynamics,0.1,255,25.5,24.7486107
resource_dynamics,0.1,256,25.6,24.48383682
resource_dynamics,0.1,257,25.7,24.21664339
resource_dynamics,0.1,258,25.8,23.94698273
resource_dynamics,0.1,259,25.9,23.67480598
resource_dynamics,0.1,260,26.0,23.40006313
resource_dynamics,0.1,261,26.1,23.12270293
resource_dynamics,0.1,262,26.2,22.8426729
resource_dynamics,0.1,263,26.3,22.55991922
resource_dynamics,0.1,264,26.4,22.27438678
resource_dynamics,0.1,265,26.5,21.98601904
resource_dynamics,0.1,266,26.6,21.69475808
resource_dynamics,0.1,267,26.7,21.40054447
resource_dynamics,0.1,268,26.8,21.10331728
resource_dynamics,0.1,269,26.9,20.80301399
resource_dynamics,0.1,270,27.0,20.49957047
resource_dynamics,0.1,271,27.1,20.19292091
resource_dynamics,0.1,272,27.2,19.88299775
resource_dynamics,0.1,273,27.3,19.56973166
resource_dynamics,0.1,274,27.4,19.25305144
resource_dynamics,0.1,275,27.5,18.93288397
resource_dynamics,0.1,276,27.6,18.60915414
resource_dynamics,0.1,277,27.7,18.28178481
resource_dynamics,0.1,278,27.8,17.95069668
resource_dynamics,0.1,279,27.9,17.61580826
resource_dynamics,0.1,280,28.0,17.27703581
resource_dynamics,0.1,281,28.1,16.93429318
resource_dynamics,0.1,282,28.2,16.5874918
resource_dynamics,0.1,283,28.3,16.23654058
resource_dynamics,0.1,284,28.4,15.88134576
resource_dynamics,0.1,285,28.5,15.5218109
resource_dynamics,0.1,286,28.6,15.15783671
resource_dynamics,0.1,287,28.7,14.78932096
resource_dynamics,0.1,288,28.8,14.41615842
resource_dynamics,0.1,289,28.9,14.03824066
resource_dynamics,0.1,290,29.0,13.65545599
resource_dynamics,0.1,291,29.1,13.26768934
resource_dynamics,0.1,292,29.2,12.87482206
resource_dynamics,0.1,293,29.3,12.47673187
resource_dynamics,0.1,294,29.4,12.07329265
resource_dynamics,0.1,295,29.5,11.66437433
resource_dynamics,0.1,296,29.6,11.24984269
resource_dynamics,0.1,297,29.7,10.82955925
resource_dynamics,0.1,298,29.8,10.40338103
resource_dynamics,0.1,299,29.9,9.97116043
resource_dynamics,0.1,300,30.0,9.53274499
resource_dynamics,0.1,301,30.1,9.08797722
resource_dynamics,0.1,302,30.2,8.63669437
resource_dynamics,0.1,303,30.3,8.17872822
resource_dynamics,0.1,304,30.4,7.71390484
resource_dynamics,0.1,305,30.5,7.24204435
resource_dynamics,0.1,306,30.6,6.76296065
resource_dynamics,0.1,307,30.7,6.27646117
resource_dynamics,0.1,308,30.8,5.78234655
resource_dynamics,0.1,309,30.9,5.2804104
resource_dynamics,0.1,310,31.0,4.77043889
resource_dynamics,0.1,311,31.1,4.25221052
resource_dynamics,0.1,312,31.2,3.72549567
resource_dynamics,0.1,313,31.3,3.19005632
resource_dynamics,0.1,314,31.4,2.64564557
resource_dynamics,0.1,315,31.5,2.09200729
resource_dynamics,0.1,316,31.6,1.52887565
resource_dynamics,0.1,317,31.7,0.95597467
resource_dynamics,0.1,318,31.8,0.37301771
resource_dynamics,0.1,319,31.9,0.0
resource_dynamics,0.1,320,32.0,0.0
resource_dynamics,0.1,321,32.1,0.0
resource_dynamics,0.1,322,32.2,0.0
resource_dynamics,0.1,323,32.3,0.0
resource_dynamics,0.1,324,32.4,0.0
resource_dynamics,0.1,325,32.5,0.0
resource_dynamics,0.1,326,32.6,0.0
resource_dynamics,0.1,327,32.7,0.0
resource_dynamics,0.1,328,32.8,0.0
resource_dynamics,0.1,329,32.9,0.0
resource_dynamics,0.1,330,33.0,0.0
resource_dynamics,0.1,331,33.1,0.0
resource_dynamics,0.1,332,33.2,0.0
resource_dynamics,0.1,333,33.3,0.0
resource_dynamics,0.1,334,33.4,0.0
resource_dynamics,0.1,335,33.5,0.0
resource_dynamics,0.1,336,33.6,0.0
resource_dynamics,0.1,337,33.7,0.0
resource_dynamics,0.1,338,33.8,0.0
resource_dynamics,0.1,339,33.9,0.0
resource_dynamics,0.1,340,34.0,0.0
resource_dynamics,0.1,341,34.1,0.0
resource_dynamics,0.1,342,34.2,0.0
resource_dynamics,0.1,343,34.3,0.0
resource_dynamics,0.1,344,34.4,0.0
resource_dynamics,0.1,345,34.5,0.0
resource_dynamics,0.1,346,34.6,0.0
resource_dynamics,0.1,347,34.7,0.0
resource_dynamics,0.1,348,34.8,0.0
resource_dynamics,0.1,349,34.9,0.0
resource_dynamics,0.1,350,35.0,0.0
resource_dynamics,0.1,351,35.1,0.0
resource_dynamics,0.1,352,35.2,0.0
resource_dynamics,0.1,353,35.3,0.0
resource_dynamics,0.1,354,35.4,0.0
resource_dynamics,0.1,355,35.5,0.0
resource_dynamics,0.1,356,35.6,0.0
resource_dynamics,0.1,357,35.7,0.0
resource_dynamics,0.1,358,35.8,0.0
resource_dynamics,0.1,359,35.9,0.0
resource_dynamics,0.1,360,36.0,0.0
resource_dynamics,0.1,361,36.1,0.0
resource_dynamics,0.1,362,36.2,0.0
resource_dynamics,0.1,363,36.3,0.0
resource_dynamics,0.1,364,36.4,0.0
resource_dynamics,0.1,365,36.5,0.0
resource_dynamics,0.1,366,36.6,0.0
resource_dynamics,0.1,367,36.7,0.0
resource_dynamics,0.1,368,36.8,0.0
resource_dynamics,0.1,369,36.9,0.0
resource_dynamics,0.1,370,37.0,0.0
resource_dynamics,0.1,371,37.1,0.0
resource_dynamics,0.1,372,37.2,0.0
resource_dynamics,0.1,373,37.3,0.0
resource_dynamics,0.1,374,37.4,0.0
resource_dynamics,0.1,375,37.5,0.0
resource_dynamics,0.1,376,37.6,0.0
resource_dynamics,0.1,377,37.7,0.0
resource_dynamics,0.1,378,37.8,0.0
resource_dynamics,0.1,379,37.9,0.0
resource_dynamics,0.1,380,38.0,0.0
resource_dynamics,0.1,381,38.1,0.0
resource_dynamics,0.1,382,38.2,0.0
resource_dynamics,0.1,383,38.3,0.0
resource_dynamics,0.1,384,38.4,0.0
resource_dynamics,0.1,385,38.5,0.0
resource_dynamics,0.1,386,38.6,0.0
resource_dynamics,0.1,387,38.7,0.0
resource_dynamics,0.1,388,38.8,0.0
resource_dynamics,0.1,389,38.9,0.0
resource_dynamics,0.1,390,39.0,0.0
resource_dynamics,0.1,391,39.1,0.0
resource_dynamics,0.1,392,39.2,0.0
resource_dynamics,0.1,393,39.3,0.0
resource_dynamics,0.1,394,39.4,0.0
resource_dynamics,0.1,395,39.5,0.0
resource_dynamics,0.1,396,39.6,0.0
resource_dynamics,0.1,397,39.7,0.0
resource_dynamics,0.1,398,39.8,0.0
resource_dynamics,0.1,399,39.9,0.0
resource_dynamics,0.1,400,40.0,0.0
resource_dynamics,0.1,401,40.1,0.0
resource_dynamics,0.1,402,40.2,0.0
resource_dynamics,0.1,403,40.3,0.0
resource_dynamics,0.1,404,40.4,0.0
resource_dynamics,0.1,405,40.5,0.0
resource_dynamics,0.1,406,40.6,0.0
resource_dynamics,0.1,407,40.7,0.0
resource_dynamics,0.1,408,40.8,0.0
resource_dynamics,0.1,409,40.9,0.0
resource_dynamics,0.1,410,41.0,0.0
resource_dynamics,0.1,411,41.1,0.0
resource_dynamics,0.1,412,41.2,0.0
resource_dynamics,0.1,413,41.3,0.0
resource_dynamics,0.1,414,41.4,0.0
resource_dynamics,0.1,415,41.5,0.0
resource_dynamics,0.1,416,41.6,0.0
resource_dynamics,0.1,417,41.7,0.0
resource_dynamics,0.1,418,41.8,0.0
resource_dynamics,0.1,419,41.9,0.0
resource_dynamics,0.1,420,42.0,0.0
resource_dynamics,0.1,421,42.1,0.0
resource_dynamics,0.1,422,42.2,0.0
resource_dynamics,0.1,423,42.3,0.0
resource_dynamics,0.1,424,42.4,0.0
resource_dynamics,0.1,425,42.5,0.0
resource_dynamics,0.1,426,42.6,0.0
resource_dynamics,0.1,427,42.7,0.0
resource_dynamics,0.1,428,42.8,0.0
resource_dynamics,0.1,429,42.9,0.0
resource_dynamics,0.1,430,43.0,0.0
resource_dynamics,0.1,431,43.1,0.0
resource_dynamics,0.1,432,43.2,0.0
resource_dynamics,0.1,433,43.3,0.0
resource_dynamics,0.1,434,43.4,0.0
resource_dynamics,0.1,435,43.5,0.0
resource_dynamics,0.1,436,43.6,0.0
resource_dynamics,0.1,437,43.7,0.0
resource_dynamics,0.1,438,43.8,0.0
resource_dynamics,0.1,439,43.9,0.0
resource_dynamics,0.1,440,44.0,0.0
resource_dynamics,0.1,441,44.1,0.0
resource_dynamics,0.1,442,44.2,0.0
resource_dynamics,0.1,443,44.3,0.0
resource_dynamics,0.1,444,44.4,0.0
resource_dynamics,0.1,445,44.5,0.0
resource_dynamics,0.1,446,44.6,0.0
resource_dynamics,0.1,447,44.7,0.0
resource_dynamics,0.1,448,44.8,0.0
resource_dynamics,0.1,449,44.9,0.0
resource_dynamics,0.1,450,45.0,0.0
resource_dynamics,0.1,451,45.1,0.0
resource_dynamics,0.1,452,45.2,0.0
resource_dynamics,0.1,453,45.3,0.0
resource_dynamics,0.1,454,45.4,0.0
resource_dynamics,0.1,455,45.5,0.0
resource_dynamics,0.1,456,45.6,0.0
resource_dynamics,0.1,457,45.7,0.0
resource_dynamics,0.1,458,45.8,0.0
resource_dynamics,0.1,459,45.9,0.0
resource_dynamics,0.1,460,46.0,0.0
resource_dynamics,0.1,461,46.1,0.0
resource_dynamics,0.1,462,46.2,0.0
resource_dynamics,0.1,463,46.3,0.0
resource_dynamics,0.1,464,46.4,0.0
resource_dynamics,0.1,465,46.5,0.0
resource_dynamics,0.1,466,46.6,0.0
resource_dynamics,0.1,467,46.7,0.0
resource_dynamics,0.1,468,46.8,0.0
resource_dynamics,0.1,469,46.9,0.0
resource_dynamics,0.1,470,47.0,0.0
resource_dynamics,0.1,471,47.1,0.0
resource_dynamics,0.1,472,47.2,0.0
resource_dynamics,0.1,473,47.3,0.0
resource_dynamics,0.1,474,47.4,0.0
resource_dynamics,0.1,475,47.5,0.0
resource_dynamics,0.1,476,47.6,0.0
resource_dynamics,0.1,477,47.7,0.0
resource_dynamics,0.1,478,47.8,0.0
resource_dynamics,0.1,479,47.9,0.0
resource_dynamics,0.1,480,48.0,0.0
resource_dynamics,0.1,481,48.1,0.0
resource_dynamics,0.1,482,48.2,0.0
resource_dynamics,0.1,483,48.3,0.0
resource_dynamics,0.1,484,48.4,0.0
resource_dynamics,0.1,485,48.5,0.0
resource_dynamics,0.1,486,48.6,0.0
resource_dynamics,0.1,487,48.7,0.0
resource_dynamics,0.1,488,48.8,0.0
resource_dynamics,0.1,489,48.9,0.0
resource_dynamics,0.1,490,49.0,0.0
resource_dynamics,0.1,491,49.1,0.0
resource_dynamics,0.1,492,49.2,0.0
resource_dynamics,0.1,493,49.3,0.0
resource_dynamics,0.1,494,49.4,0.0
resource_dynamics,0.1,495,49.5,0.0
resource_dynamics,0.1,496,49.6,0.0
resource_dynamics,0.1,497,49.7,0.0
resource_dynamics,0.1,498,49.8,0.0
resource_dynamics,0.1,499,49.9,0.0
resource_dynamics,0.1,500,50.0,0.0
