scenario,seed,step,resource_stock,depleted
baseline,56,2,65.71096888,0
baseline,56,3,63.7666667,0
baseline,56,4,61.9255287,0
baseline,56,5,60.16953588,0
baseline,56,6,58.48338085,0
baseline,56,7,56.8538389,0
baseline,56,8,55.26928371,0
baseline,56,9,53.71930607,0
baseline,56,10,52.19440625,0
baseline,56,11,50.68573849,0
baseline,56,12,49.18489206,0
baseline,56,13,47.68369614,0
baseline,56,14,46.17403867,0
baseline,56,15,44.6476903,0
baseline,56,16,43.09612531,0
baseline,56,17,41.51033104,0
baseline,56,18,39.88059697,0
baseline,56,19,34.2082131,0
baseline,56,20,32.25932814,0
baseline,56,21,30.19281156,0
baseline,56,22,27.98662707,0
baseline,56,23,25.61436761,0
baseline,56,24,23.04398129,0
baseline,56,25,20.23605279,0
baseline,56,26,17.1414462,0
baseline,56,27,13.69801399,0
baseline,56,28,9.82591245,0
baseline,56,29,5.4207893,0
baseline,56,30,0.34363845,1
baseline,56,31,0.0,1
baseline,56,32,0.0,1
baseline,56,33,0.0,1
baseline,56,34,0.0,1
baseline,56,35,0.0,1
baseline,56,36,0.0,1
baseline,56,37,0.0,1
baseline,56,38,0.0,1
baseline,56,39,0.0,1
baseline,56,40,0.0,1
baseline,56,41,0.0,1
baseline,56,42,0.0,1
baseline,56,43,0.0,1
baseline,56,44,0.0,1
baseline,56,45,0.0,1
baseline,56,46,0.0,1
baseline,56,47,0.0,1
baseline,56,48,0.0,1
baseline,56,49,0.0,1
baseline,56,50,0.0,1
baseline,57,0,70.0,0
baseline,57,1,60.78,0
baseline,57,2,59.07082488,0
baseline,57,3,51.51563864,0
baseline,57,4,50.01150375,0
baseline,57,5,48.51150351,0
baseline,57,6,47.00751539,0
baseline,57,7,45.49139646,0
baseline,57,8,43.95480694,0
baseline,57,9,42.3890271,0
baseline,57,10,36.54585595,0
baseline,57,11,34.72003077,0
baseline,57,12,32.79977134,0
baseline,57,13,30.76724518,0
baseline,57,14,28.60142724,0
baseline,57,15,26.27720919,0
baseline,57,16,23.76422174,0
baseline,57,17,21.02525283,0
baseline,57,18,18.01408808,0
baseline,57,19,14.67251067,0
baseline,57,20,10.92605396,0
baseline,57,21,6.6778621,0
baseline,57,22,1.79960836,1
baseline,57,23,0.0,1
baseline,57,24,0.0,1
baseline,57,25,0.0,1
baseline,57,26,0.0,1
baseline,57,27,0.0,1
baseline,57,28,0.0,1
baseline,57,29,0.0,1
baseline,57,30,0.0,1
baseline,57,31,0.0,1
baseline,57,32,0.0,1
baseline,57,33,0.0,1
baseline,57,34,0.0,1
baseline,57,35,0.0,1
baseline,57,36,0.0,1
baseline,57,37,0.0,1
baseline,57,38,0.0,1
baseline,57,39,0.0,1
baseline,57,40,0.0,1
baseline,57,41,0.0,1
baseline,57,42,0.0,1
baseline,57,43,0.0,1
baseline,57,44,0.0,1
baseline,57,45,0.0,1
baseline,57,46,0.0,1
baseline,57,47,0.0,1
baseline,57,48,0.0,1
baseline,57,49,0.0,1
baseline,57,50,0.0,1
baseline,58,0,70.0,0
baseline,58,1,67.78,0
baseline,58,2,65.71096888,0
baseline,58,3,63.7666667,0
baseline,58,4,61.9255287,0
baseline,58,5,53.97698301,0
baseline,58,6,52.4485135,0
baseline,58,7,50.93772211,0
baseline,58,8,49.43613932,0
baseline,58,9,47.93556704,0
baseline,58,10,46.42789564,0
baseline,58,11,44.90492777,0
baseline,58,12,43.3582002,0
baseline,58,13,41.77879589,0
baseline,58,14,40.15713714,0
baseline,58,15,38.48274963,0
baseline,58,16,36.74398493,0
baseline,58,17,34.92768545,0
baseline,58,18,33.01877105,0
baseline,58,19,30.9997192,0
baseline,58,20,28.84989999,0
baseline,58,21,26.54471188,0
baseline,58,22,24.05444091,0
baseline,58,23,21.34273124,0
baseline,58,24,16.23022782,0
baseline,58,25,12.6775123,0
baseline,58,26,8.67016974,0
baseline,58,27,4.09549097,1
baseline,58,28,0.0,1
baseline,58,29,0.0,1
baseline,58,30,0.0,1
baseline,58,31,0.0,1
baseline,58,32,0.0,1
baseline,58,33,0.0,1
baseline,58,34,0.0,1
baseline,58,35,0.0,1
baseline,58,36,0.0,1
baseline,58,37,0.0,1
baseline,58,38,0.0,1
baseline,58,39,0.0,1
baseline,58,40,0.0,1
baseline,58,41,0.0,1
baseline,58,42,0.0,1
baseline,58,43,0.0,1
baseline,58,44,0.0,1
baseline,58,45,0.0,1
baseline,58,46,0.0,1
baseline,58,47,0.0,1
baseline,58,48,0.0,1
baseline,58,49,0.0,1
baseline,58,50,0.0,1
baseline,59,0,70.0,0
baseline,59,1,67.78,0
baseline,59,2,65.71096888,0
baseline,59,3,63.7666667,0
baseline,59,4,55.54886203,0
baseline,59,5,53.99344026,0
baseline,59,6,52.46473465,0
baseline,59,7,50.9537998,0
baseline,59,8,44.3567823,0
baseline,59,9,42.79945967,0
baseline,59,10,41.20613366,0
baseline,59,11,39.56693591,0
baseline,59,12,37.87100802,0
baseline,59,13,36.10620561,0
baseline,59,14,34.25873807,0
baseline,59,15,32.31272089,0
baseline,59,16,30.24960917,0
baseline,59,17,28.04746888,0
baseline,59,18,25.68002436,0
baseline,59,19,23.11539417,0
baseline,59,20,20.31438652,0
baseline,59,21,17.22816235,0
baseline,59,22,13.79497433,0
baseline,59,23,9.93552734,0
baseline,59,24,4.55268307,1
baseline,59,25,0.0,1
baseline,59,26,0.0,1
baseline,59,27,0.0,1
baseline,59,28,0.0,1
baseline,59,29,0.0,1
baseline,59,30,0.0,1
baseline,59,31,0.0,1
baseline,59,32,0.0,1
baseline,59,33,0.0,1
baseline,59,34,0.0,1
baseline,59,35,0.0,1
baseline,59,36,0.0,1
baseline,59,37,0.0,1
baseline,59,38,0.0,1
baseline,59,39,0.0,1
baseline,59,40,0.0,1
baseline,59,41,0.0,1
baseline,59,42,0.0,1
baseline,59,43,0.0,1
baseline,59,44,0.0,1
baseline,59,45,0.0,1
baseline,59,46,0.0,1
baseline,59,47,0.0,1
baseline,59,48,0.0,1
baseline,59,49,0.0,1
baseline,59,50,0.0,1
baseline,60,0,70.0,0
baseline,60,1,67.78,0
baseline,60,2,65.71096888,0
baseline,60,3,63.7666667,0
baseline,60,4,61.9255287,0
baseline,60,5,60.16953588,0
baseline,60,6,58.48338085,0
baseline,60,7,56.8538389,0
baseline,60,8,55.26928371,0
baseline,60,9,53.71930607,0
baseline,60,10,52.19440625,0
baseline,60,11,50.68573849,0
baseline,60,12,49.18489206,0
baseline,60,13,47.68369614,0
baseline,60,14,46.17403867,0
baseline,60,15,40.03028644,0
baseline,60,16,38.3513751,0
baseline,60,17,36.60713227,0
baseline,60,18,34.78426824,0
baseline,60,19,32.86753495,0
baseline,60,20,30.8391965,0
baseline,60,21,28.678351,0
baseline,60,22,26.36004811,0
baseline,60,23,23.85412292,0
baseline,60,24,21.12363053,0
baseline,60,25,18.12271004,0
baseline,60,26,14.79361913,0
baseline,60,27,9.58317656,0
baseline,60,28,5.14284125,0
baseline,60,29,0.02094481,1
baseline,60,30,0.0,1
baseline,60,31,0.0,1
baseline,60,32,0.0,1
baseline,60,33,0.0,1
baseline,60,34,0.0,1
baseline,60,35,0.0,1
baseline,60,36,0.0,1
baseline,60,37,0.0,1
baseline,60,38,0.0,1
baseline,60,39,0.0,1
baseline,60,40,0.0,1
baseline,60,41,0.0,1
baseline,60,42,0.0,1
baseline,60,43,0.0,1
baseline,60,44,0.0,1
baseline,60,45,0.0,1
baseline,60,46,0.0,1
baseline,60,47,0.0,1
baseline,60,48,0.0,1
baseline,60,49,0.0,1
baseline,60,50,0.0,1
high_extraction,1,0,70.0,0
high_extraction,1,1,63.78,0
high_extraction,1,2,57.93820088,0
high_extraction,1,3,52.32477382,0
high_extraction,1,4,46.81504559,0
high_extraction,1,5,41.29678651,0
high_extraction,1,6,35.66044384,0
high_extraction,1,7,29.79032267,0
high_extraction,1,8,23.55514677,0
high_extraction,1,9,16.7963523,0
high_extraction,1,10,7.63224907,0
high_extraction,1,11,0.0,1
high_extraction,1,12,0.0,1
high_extraction,1,13,0.0,1
high_extraction,1,14,0.0,1
high_extraction,1,15,0.0,1
high_extraction,1,16,0.0,1
high_extraction,1,17,0.0,1
high_extraction,1,18,0.0,1
high_extraction,1,19,0.0,1
high_extraction,1,20,0.0,1
high_extraction,1,21,0.0,1
high_extraction,1,22,0.0,1
high_extraction,1,23,0.0,1
high_extraction,1,24,0.0,1
high_extraction,1,25,0.0,1
high_extraction,1,26,0.0,1
high_extraction,1,27,0.0,1
high_extraction,1,28,0.0,1
high_extraction,1,29,0.0,1
high_extraction,1,30,0.0,1
high_extraction,1,31,0.0,1
high_extraction,1,32,0.0,1
high_extraction,1,33,0.0,1
high_extraction,1,34,0.0,1
high_extraction,1,35,0.0,1
high_extraction,1,36,0.0,1
high_extraction,1,37,0.0,1
high_extraction,1,38,0.0,1
high_extraction,1,39,0.0,1
high_extraction,1,40,0.0,1
high_extraction,1,41,0.0,1
high_extraction,1,42,0.0,1
high_extraction,1,43,0.0,1
high_extraction,1,44,0.0,1
high_extraction,1,45,0.0,1
high_extraction,1,46,0.0,1
high_extraction,1,47,0.0,1
high_extraction,1,48,0.0,1
high_extraction,1,49,0.0,1
high_extraction,1,50,0.0,1
high_extraction,2,0,70.0,0
high_extraction,2,1,63.78,0
high_extraction,2,2,57.93820088,0
high_extraction,2,3,52.32477382,0
high_extraction,2,4,46.81504559,0
high_extraction,2,5,41.29678651,0
high_extraction,2,6,35.66044384,0
high_extraction,2,7,29.79032267,0
high_extraction,2,8,23.55514677,0
high_extraction,2,9,16.7963523,0
high_extraction,2,10,9.3118843,0
high_extraction,2,11,0.83194333,1
high_extraction,2,12,0.0,1
high_extraction,2,13,0.0,1
high_extraction,2,14,0.0,1
high_extraction,2,15,0.0,1
high_extraction,2,16,0.0,1
high_extraction,2,17,0.0,1
high_extraction,2,18,0.0,1
high_extraction,2,19,0.0,1
high_extraction,2,20,0.0,1
high_extraction,2,21,0.0,1
high_extraction,2,22,0.0,1
high_extraction,2,23,0.0,1
high_extraction,2,24,0.0,1
high_extraction,2,25,0.0,1
high_extraction,2,26,0.0,1
high_extraction,2,27,0.0,1
high_extraction,2,28,0.0,1
high_extraction,2,29,0.0,1
high_extraction,2,30,0.0,1
high_extraction,2,31,0.0,1
high_extraction,2,32,0.0,1
high_extraction,2,33,0.0,1
high_extraction,2,34,0.0,1
high_extraction,2,35,0.0,1
high_extraction,2,36,0.0,1
high_extraction,2,37,0.0,1
high_extraction,2,38,0.0,1
high_extraction,2,39,0.0,1
high_extraction,2,40,0.0,1
high_extraction,2,41,0.0,1
high_extraction,2,42,0.0,1
high_extraction,2,43,0.0,1
high_extraction,2,44,0.0,1
high_extraction,2,45,0.0,1
high_extraction,2,46,0.0,1
high_extraction,2,47,0.0,1
high_extraction,2,48,0.0,1
high_extraction,2,49,0.0,1
high_extraction,2,50,0.0,1
high_extraction,3,0,70.0,0
high_extraction,3,1,63.78,0
high_extraction,3,2,57.93820088,0
high_extraction,3,3,52.32477382,0
high_extraction,3,4,46.81504559,0
high_extraction,3,5,41.29678651,0
high_extraction,3,6,35.66044384,0
high_extraction,3,7,26.22427829,0
high_extraction,3,8,19.70676539,0
high_extraction,3,9,12.55494128,0
high_extraction,3,10,4.53110292,1
high_extraction,3,11,0.0,1
high_extraction,3,12,0.0,1
high_extraction,3,13,0.0,1
high_extraction,3,14,0.0,1
high_extraction,3,15,0.0,1
high_extraction,3,16,0.0,1
high_extraction,3,17,0.0,1
high_extraction,3,18,0.0,1
high_extraction,3,19,0.0,1
high_extraction,3,20,0.0,1
high_extraction,3,21,0.0,1
high_extraction,3,22,0.0,1
high_extraction,3,23,0.0,1
high_extraction,3,24,0.0,1
high_extraction,3,25,0.0,1
high_extraction,3,26,0.0,1
high_extraction,3,27,0.0,1
high_extraction,3,28,0.0,1
high_extraction,3,29,0.0,1
high_extraction,3,30,0.0,1
high_extraction,3,31,0.0,1
high_extraction,3,32,0.0,1
high_extraction,3,33,0.0,1
high_extraction,3,34,0.0,1
high_extraction,3,35,0.0,1
high_extraction,3,36,0.0,1
high_extraction,3,37,0.0,1
high_extraction,3,38,0.0,1
high_extraction,3,39,0.0,1
high_extraction,3,40,0.0,1
high_extraction,3,41,0.0,1
high_extraction,3,42,0.0,1
high_extraction,3,43,0.0,1
high_extraction,3,44,0.0,1
high_extraction,3,45,0.0,1
high_extraction,3,46,0.0,1
high_extraction,3,47,0.0,1
high_extraction,3,48,0.0,1
high_extraction,3,49,0.0,1
high_extraction,3,50,0.0,1
high_extraction,4,0,70.0,0
high_extraction,4,1,63.78,0
high_extraction,4,2,57.93820088,0
high_extraction,4,3,52.32477382,0
high_extraction,4,4,46.81504559,0
high_extraction,4,5,41.29678651,0
high_extraction,4,6,35.66044384,0
high_extraction,4,7,29.79032267,0
high_extraction,4,8,23.55514677,0
high_extraction,4,9,16.7963523,0
high_extraction,4,10,9.3118843,0
high_extraction,4,11,0.83194333,1
high_extraction,4,12,0.0,1
high_extraction,4,13,0.0,1
high_extraction,4,14,0.0,1
high_extraction,4,15,0.0,1
high_extraction,4,16,0.0,1
high_extraction,4,17,0.0,1
high_extraction,4,18,0.0,1
high_extraction,4,19,0.0,1
high_extraction,4,20,0.0,1
high_extraction,4,21,0.0,1
high_extraction,4,22,0.0,1
high_extraction,4,23,0.0,1
high_extraction,4,24,0.0,1
high_extraction,4,25,0.0,1
high_extraction,4,26,0.0,1
high_extraction,4,27,0.0,1
high_extraction,4,28,0.0,1
high_extraction,4,29,0.0,1
high_extraction,4,30,0.0,1
high_extraction,4,31,0.0,1
high_extraction,4,32,0.0,1
high_extraction,4,33,0.0,1
high_extraction,4,34,0.0,1
high_extraction,4,35,0.0,1
high_extraction,4,36,0.0,1
high_extraction,4,37,0.0,1
high_extraction,4,38,0.0,1
high_extraction,4,39,0.0,1
high_extraction,4,40,0.0,1
high_extraction,4,41,0.0,1
high_extraction,4,42,0.0,1
high_extraction,4,43,0.0,1
high_extraction,4,44,0.0,1
high_extraction,4,45,0.0,1
high_extraction,4,46,0.0,1
high_extraction,4,47,0.0,1
high_extraction,4,48,0.0,1
high_extraction,4,49,0.0,1
high_extraction,4,50,0.0,1
high_extraction,5,0,70.0,0
high_extraction,5,1,63.78,0
high_extraction,5,2,57.93820088,0
high_extraction,5,3,52.32477382,0
high_extraction,5,4,46.81504559,0
high_extraction,5,5,41.29678651,0
high_extraction,5,6,35.66044384,0
high_extraction,5,7,26.22427829,0
high_extraction,5,8,19.70676539,0
high_extraction,5,9,12.55494128,0
high_extraction,5,10,4.53110292,1
high_extraction,5,11,0.0,1
high_extraction,5,12,0.0,1
high_extraction,5,13,0.0,1
high_extraction,5,14,0.0,1
high_extraction,5,15,0.0,1
high_extraction,5,16,0.0,1
high_extraction,5,17,0.0,1
high_extraction,5,18,0.0,1
high_extraction,5,19,0.0,1
high_extraction,5,20,0.0,1
high_extraction,5,21,0.0,1
high_extraction,5,22,0.0,1
high_extraction,5,23,0.0,1
high_extraction,5,24,0.0,1
high_extraction,5,25,0.0,1
high_extraction,5,26,0.0,1
high_extraction,5,27,0.0,1
high_extraction,5,28,0.0,1
high_extraction,5,29,0.0,1
high_extraction,5,30,0.0,1
high_extraction,5,31,0.0,1
high_extraction,5,32,0.0,1
high_extraction,5,33,0.0,1
high_extraction,5,34,0.0,1
high_extraction,5,35,0.0,1
high_extraction,5,36,0.0,1
high_extraction,5,37,0.0,1
high_extraction,5,38,0.0,1
high_extraction,5,39,0.0,1
high_extraction,5,40,0.0,1
high_extraction,5,41,0.0,1
high_extraction,5,42,0.0,1
high_extraction,5,43,0.0,1
high_extraction,5,44,0.0,1
high_extraction,5,45,0.0,1
high_extraction,5,46,0.0,1
high_extraction,5,47,0.0,1
high_extraction,5,48,0.0,1
high_extraction,5,49,0.0,1
high_extraction,5,50,0.0,1
high_extraction,6,0,70.0,0
high_extraction,6,1,63.78,0
high_extraction,6,2,57.93820088,0
high_extraction,6,3,52.32477382,0
high_extraction,6,4,46.81504559,0
high_extraction,6,5,36.61528195,0
high_extraction,6,6,30.79281073,0
high_extraction,6,7,24.62876171,0
high_extraction,6,8,17.97010219,0
high_extraction,6,9,10.62345636,0
high_extraction,6,10,2.33253442,1
high_extraction,6,11,0.0,1
high_extraction,6,12,0.0,1
high_extraction,6,13,0.0,1
high_extraction,6,14,0.0,1
high_extraction,6,15,0.0,1
high_extraction,6,16,0.0,1
high_extraction,6,17,0.0,1
high_extraction,6,18,0.0,1
high_extraction,6,19,0.0,1
high_extraction,6,20,0.0,1
high_extraction,6,21,0.0,1
high_extraction,6,22,0.0,1
high_extraction,6,23,0.0,1
high_extraction,6,24,0.0,1
high_extraction,6,25,0.0,1
high_extraction,6,26,0.0,1
high_extraction,6,27,0.0,1
high_extraction,6,28,0.0,1
high_extraction,6,29,0.0,1
high_extraction,6,30,0.0,1
high_extraction,6,31,0.0,1
high_extraction,6,32,0.0,1
high_extraction,6,33,0.0,1
high_extraction,6,34,0.0,1
high_extraction,6,35,0.0,1
high_extraction,6,36,0.0,1
high_extraction,6,37,0.0,1
high_extraction,6,38,0.0,1
high_extraction,6,39,0.0,1
high_extraction,6,40,0.0,1
high_extraction,6,41,0.0,1
high_extraction,6,42,0.0,1
high_extraction,6,43,0.0,1
high_extraction,6,44,0.0,1
high_extraction,6,45,0.0,1
high_extraction,6,46,0.0,1
high_extraction,6,47,0.0,1
high_extraction,6,48,0.0,1
high_extraction,6,49,0.0,1
high_extraction,6,50,0.0,1
high_extraction,7,0,70.0,0
high_extraction,7,1,63.78,0
high_extraction,7,2,57.93820088,0
high_extraction,7,3,52.32477382,0
high_extraction,7,4,46.81504559,0
high_extraction,7,5,41.29678651,0
high_extraction,7,6,35.66044384,0
high_extraction,7,7,29.79032267,0
high_extraction,7,8,23.55514677,0
high_extraction,7,9,14.44083762,0
high_extraction,7,10,6.66482037,0
high_extraction,7,11,0.0,1
high_extraction,7,12,0.0,1
high_extraction,7,13,0.0,1
high_extraction,7,14,0.0,1
high_extraction,7,15,0.0,1
high_extraction,7,16,0.0,1
high_extraction,7,17,0.0,1
high_extraction,7,18,0.0,1
high_extraction,7,19,0.0,1
high_extraction,7,20,0.0,1
high_extraction,7,21,0.0,1
high_extraction,7,22,0.0,1
high_extraction,7,23,0.0,1
high_extraction,7,24,0.0,1
high_extraction,7,25,0.0,1
high_extraction,7,26,0.0,1
high_extraction,7,27,0.0,1
high_extraction,7,28,0.0,1
high_extraction,7,29,0.0,1
high_extraction,7,30,0.0,1
high_extraction,7,31,0.0,1
high_extraction,7,32,0.0,1
high_extraction,7,33,0.0,1
high_extraction,7,34,0.0,1
high_extraction,7,35,0.0,1
high_extraction,7,36,0.0,1
high_extraction,7,37,0.0,1
high_extraction,7,38,0.0,1
high_extraction,7,39,0.0,1
high_extraction,7,40,0.0,1
high_extraction,7,41,0.0,1
high_extraction,7,42,0.0,1
high_extraction,7,43,0.0,1
high_extraction,7,44,0.0,1
high_extraction,7,45,0.0,1
high_extraction,7,46,0.0,1
high_extraction,7,47,0.0,1
high_extraction,7,48,0.0,1
high_extraction,7,49,0.0,1
high_extraction,7,50,0.0,1
high_extraction,8,0,70.0,0
high_extraction,8,1,63.78,0
high_extraction,8,2,57.93820088,0
high_extraction,8,3,52.32477382,0
high_extraction,8,4,46.81504559,0
high_extraction,8,5,41.29678651,0
high_extraction,8,6,35.66044384,0
high_extraction,8,7,29.79032267,0
high_extraction,8,8,23.55514677,0
high_extraction,8,9,16.7963523,0
high_extraction,8,10,9.3118843,0
high_extraction,8,11,0.83194333,1
high_extraction,8,12,0.0,1
high_extraction,8,13,0.0,1
high_extraction,8,14,0.0,1
high_extraction,8,15,0.0,1
high_extraction,8,16,0.0,1
high_extraction,8,17,0.0,1
high_extraction,8,18,0.0,1
high_extraction,8,19,0.0,1
high_extraction,8,20,0.0,1
high_extraction,8,21,0.0,1
high_extraction,8,22,0.0,1
high_extraction,8,23,0.0,1
high_extraction,8,24,0.0,1
high_extraction,8,25,0.0,1
high_extraction,8,26,0.0,1
high_extraction,8,27,0.0,1
high_extraction,8,28,0.0,1
high_extraction,8,29,0.0,1
high_extraction,8,30,0.0,1
high_extraction,8,31,0.0,1
high_extraction,8,32,0.0,1
high_extraction,8,33,0.0,1
high_extraction,8,34,0.0,1
high_extraction,8,35,0.0,1
high_extraction,8,36,0.0,1
high_extraction,8,37,0.0,1
high_extraction,8,38,0.0,1
high_extraction,8,39,0.0,1
high_extraction,8,40,0.0,1
high_extraction,8,41,0.0,1
high_extraction,8,42,0.0,1
high_extraction,8,43,0.0,1
high_extraction,8,44,0.0,1
high_extraction,8,45,0.0,1
high_extraction,8,46,0.0,1
high_extraction,8,47,0.0,1
high_extraction,8,48,0.0,1
high_extraction,8,49,0.0,1
high_extraction,8,50,0.0,1
high_extraction,9,0,70.0,0
high_extraction,9,1,63.78,0
high_extraction,9,2,57.93820088,0
high_extraction,9,3,52.32477382,0
high_extraction,9,4,46.81504559,0
high_extraction,9,5,36.61528195,0
high_extraction,9,6,30.79281073,0
high_extraction,9,7,24.62876171,0
high_extraction,9,8,17.97010219,0
high_extraction,9,9,10.62345636,0
high_extraction,9,10,2.33253442,1
high_extraction,9,11,0.0,1
high_extraction,9,12,0.0,1
high_extraction,9,13,0.0,1
high_extraction,9,14,0.0,1
high_extraction,9,15,0.0,1
high_extraction,9,16,0.0,1
high_extraction,9,17,0.0,1
high_extraction,9,18,0.0,1
high_extraction,9,19,0.0,1
high_extraction,9,20,0.0,1
high_extraction,9,21,0.0,1
high_extraction,9,22,0.0,1
high_extraction,9,23,0.0,1
high_extraction,9,24,0.0,1
high_extraction,9,25,0.0,1
high_extraction,9,26,0.0,1
high_extraction,9,27,0.0,1
high_extraction,9,28,0.0,1
high_extraction,9,29,0.0,1
high_extraction,9,30,0.0,1
high_extraction,9,31,0.0,1
high_extraction,9,32,0.0,1
high_extraction,9,33,0.0,1
high_extraction,9,34,0.0,1
high_extraction,9,35,0.0,1
high_extraction,9,36,0.0,1
high_extraction,9,37,0.0,1
high_extraction,9,38,0.0,1
high_extraction,9,39,0.0,1
high_extraction,9,40,0.0,1
high_extraction,9,41,0.0,1
high_extraction,9,42,0.0,1
high_extraction,9,43,0.0,1
high_extraction,9,44,0.0,1
high_extraction,9,45,0.0,1
high_extraction,9,46,0.0,1
high_extraction,9,47,0.0,1
high_extraction,9,48,0.0,1
high_extraction,9,49,0.0,1
high_extraction,9,50,0.0,1
high_extraction,10,0,70.0,0
high_extraction,10,1,63.78,0
high_extraction,10,2,57.93820088,0
high_extraction,10,3,52.32477382,0
high_extraction,10,4,46.81504559,0
high_extraction,10,5,41.29678651,0
high_extraction,10,6,35.66044384,0
high_extraction,10,7,29.79032267,0
high_extraction,10,8,23.55514677,0
high_extraction,10,9,16.7963523,0
high_extraction,10,10,9.3118843,0
high_extraction,10,11,0.83194333,1
high_extraction,10,12,0.0,1
high_extraction,10,13,0.0,1
high_extraction,10,14,0.0,1
high_extraction,10,15,0.0,1
high_extraction,10,16,0.0,1
high_extraction,10,17,0.0,1
high_extraction,10,18,0.0,1
high_extraction,10,19,0.0,1
high_extraction,10,20,0.0,1
high_extraction,10,21,0.0,1
high_extraction,10,22,0.0,1
high_extraction,10,23,0.0,1
high_extraction,10,24,0.0,1
high_extraction,10,25,0.0,1
high_extraction,10,26,0.0,1
high_extraction,10,27,0.0,1
high_extraction,10,28,0.0,1
high_extraction,10,29,0.0,1
high_extraction,10,30,0.0,1
high_extraction,10,31,0.0,1
high_extraction,10,32,0.0,1
high_extraction,10,33,0.0,1
high_extraction,10,34,0.0,1
high_extraction,10,35,0.0,1
high_extraction,10,36,0.0,1
high_extraction,10,37,0.0,1
high_extraction,10,38,0.0,1
high_extraction,10,39,0.0,1
high_extraction,10,40,0.0,1
high_extraction,10,41,0.0,1
high_extraction,10,42,0.0,1
high_extraction,10,43,0.0,1
high_extraction,10,44,0.0,1
high_extraction,10,45,0.0,1
high_extraction,10,46,0.0,1
high_extraction,10,47,0.0,1
high_extraction,10,48,0.0,1
high_extraction,10,49,0.0,1
high_extraction,10,50,0.0,1
high_extraction,11,0,70.0,0
high_extraction,11,1,63.78,0
high_extraction,11,2,57.93820088,0
high_extraction,11,3,52.32477382,0
high_extraction,11,4,46.81504559,0
high_extraction,11,5,41.29678651,0
high_extraction,11,6,35.66044384,0
high_extraction,11,7,29.79032267,0
high_extraction,11,8,23.55514677,0
high_extraction,11,9,16.7963523,0
high_extraction,11,10,9.3118843,0
high_extraction,11,11,0.83194333,1
high_extraction,11,12,0.0,1
high_extraction,11,13,0.0,1
high_extraction,11,14,0.0,1
high_extraction,11,15,0.0,1
high_extraction,11,16,0.0,1
high_extraction,11,17,0.0,1
high_extraction,11,18,0.0,1
high_extraction,11,19,0.0,1
high_extraction,11,20,0.0,1
high_extraction,11,21,0.0,1
high_extraction,11,22,0.0,1
high_extraction,11,23,0.0,1
high_extraction,11,24,0.0,1
high_extraction,11,25,0.0,1
high_extraction,11,26,0.0,1
high_extraction,11,27,0.0,1
high_extraction,11,28,0.0,1
high_extraction,11,29,0.0,1
high_extraction,11,30,0.0,1
high_extraction,11,31,0.0,1
high_extraction,11,32,0.0,1
high_extraction,11,33,0.0,1
high_extraction,11,34,0.0,1
high_extraction,11,35,0.0,1
high_extraction,11,36,0.0,1
high_extraction,11,37,0.0,1
high_extraction,11,38,0.0,1
high_extraction,11,39,0.0,1
high_extraction,11,40,0.0,1
high_extraction,11,41,0.0,1
high_extraction,11,42,0.0,1
high_extraction,11,43,0.0,1
high_extraction,11,44,0.0,1
high_extraction,11,45,0.0,1
high_extraction,11,46,0.0,1
high_extraction,11,47,0.0,1
high_extraction,11,48,0.0,1
high_extraction,11,49,0.0,1
high_extraction,11,50,0.0,1
high_extraction,12,0,70.0,0
high_extraction,12,1,63.78,0
high_extraction,12,2,57.93820088,0
high_extraction,12,3,52.32477382,0
high_extraction,12,4,46.81504559,0
high_extraction,12,5,36.61528195,0
high_extraction,12,6,30.79281073,0
high_extraction,12,7,24.62876171,0
high_extraction,12,8,17.97010219,0
high_extraction,12,9,10.62345636,0
high_extraction,12,10,2.33253442,1
high_extraction,12,11,0.0,1
high_extraction,12,12,0.0,1
high_extraction,12,13,0.0,1
high_extraction,12,14,0.0,1
high_extraction,12,15,0.0,1
high_extraction,12,16,0.0,1
high_extraction,12,17,0.0,1
high_extraction,12,18,0.0,1
high_extraction,12,19,0.0,1
high_extraction,12,20,0.0,1
high_extraction,12,21,0.0,1
high_extraction,12,22,0.0,1
high_extraction,12,23,0.0,1
high_extraction,12,24,0.0,1
high_extraction,12,25,0.0,1
high_extraction,12,26,0.0,1
high_extraction,12,27,0.0,1
high_extraction,12,28,0.0,1
high_extraction,12,29,0.0,1
high_extraction,12,30,0.0,1
high_extraction,12,31,0.0,1
high_extraction,12,32,0.0,1
high_extraction,12,33,0.0,1
high_extraction,12,34,0.0,1
high_extraction,12,35,0.0,1
high_extraction,12,36,0.0,1
high_extraction,12,37,0.0,1
high_extraction,12,38,0.0,1
high_extraction,12,39,0.0,1
high_extraction,12,40,0.0,1
high_extraction,12,41,0.0,1
high_extraction,12,42,0.0,1
high_extraction,12,43,0.0,1
high_extraction,12,44,0.0,1
high_extraction,12,45,0.0,1
high_extraction,12,46,0.0,1
high_extraction,12,47,0.0,1
high_extraction,12,48,0.0,1
high_extraction,12,49,0.0,1
high_extraction,12,50,0.0,1
high_extraction,13,0,70.0,0
high_extraction,13,1,63.78,0
high_extraction,13,2,57.93820088,0
high_extraction,13,3,52.32477382,0
high_extraction,13,4,46.81504559,0
high_extraction,13,5,41.29678651,0
high_extraction,13,6,35.66044384,0
high_extraction,13,7,29.79032267,0
high_extraction,13,8,23.55514677,0
