step,time,baseline_state,forced_state,shock_value,absolute_deviation,warning
221,22.1,100.0,95.181574539994,0.0,4.818425460005997,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
222,22.200000000000003,100.0,95.2538509218941,0.0,4.746149078105901,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
223,22.3,100.0,95.32504315806568,0.0,4.674956841934318,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
224,22.400000000000002,100.0,95.39516751069469,0.0,4.604832489305309,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
225,22.5,100.0,95.46423999803427,0.0,4.535760001965727,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
226,22.6,100.0,95.53227639806376,0.0,4.4677236019362425,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
227,22.700000000000003,100.0,95.5992922520928,0.0,4.400707747907205,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
228,22.8,100.0,95.6653028683114,0.0,4.3346971316886,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
229,22.900000000000002,100.0,95.73032332528673,0.0,4.269676674713267,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
230,23.0,100.0,95.79436847540744,0.0,4.205631524592562,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
231,23.1,100.0,95.85745294827633,0.0,4.1425470517236676,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
232,23.200000000000003,100.0,95.91959115405218,0.0,4.080408845947815,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
233,23.3,100.0,95.9807972867414,0.0,4.0192027132585935,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
234,23.400000000000002,100.0,96.04108532744029,0.0,3.9589146725597146,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
235,23.5,100.0,96.10046904752868,0.0,3.8995309524713235,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
236,23.6,100.0,96.15896201181575,0.0,3.8410379881842545,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
237,23.700000000000003,100.0,96.2165775816385,0.0,3.7834224183614964,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
238,23.8,100.0,96.27332891791393,0.0,3.726671082086071,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
239,23.900000000000002,100.0,96.32922898414522,0.0,3.6707710158547826,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
240,24.0,100.0,96.38429054938304,0.0,3.6157094506169614,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
241,24.1,100.0,96.43852619114229,0.0,3.5614738088577127,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
242,24.200000000000003,100.0,96.49194829827515,0.0,3.5080517017248525,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
243,24.3,100.0,96.54456907380101,0.0,3.4554309261989857,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
244,24.400000000000002,100.0,96.596400537694,0.0,3.403599462306005,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
245,24.5,100.0,96.64745452962859,0.0,3.3525454703714104,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
246,24.6,100.0,96.69774271168416,0.0,3.302257288315843,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
247,24.700000000000003,100.0,96.7472765710089,0.0,3.2527234289911036,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
248,24.8,100.0,96.79606742244377,0.0,3.2039325775562304,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
249,24.900000000000002,100.0,96.84412641110711,0.0,3.155873588892888,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
250,25.0,100.0,96.89146451494051,0.0,3.108535485059491,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
251,25.1,100.0,96.9380925472164,0.0,3.0619074527836005,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
252,25.200000000000003,100.0,96.98402115900815,0.0,3.015978840991849,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
253,25.3,100.0,97.02926084162303,0.0,2.970739158376972,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
254,25.400000000000002,100.0,97.07382192899868,0.0,2.926178071001317,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
255,25.5,100.0,97.1177146000637,0.0,2.8822853999362934,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
256,25.6,100.0,97.16094888106275,0.0,2.839051118937249,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
257,25.700000000000003,100.0,97.20353464784681,0.0,2.7964653521531915,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
258,25.8,100.0,97.24548162812911,0.0,2.754518371870887,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
259,25.900000000000002,100.0,97.28679940370718,0.0,2.713200596292822,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
260,26.0,100.0,97.32749741265157,0.0,2.6725025873484327,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
261,26.1,100.0,97.3675849514618,0.0,2.6324150485382063,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
262,26.200000000000003,100.0,97.40707117718986,0.0,2.592928822810137,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
263,26.3,100.0,97.44596510953201,0.0,2.554034890467989,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
264,26.400000000000002,100.0,97.48427563288904,0.0,2.5157243671109626,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
265,26.5,100.0,97.5220114983957,0.0,2.477988501604301,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
266,26.6,100.0,97.55918132591977,0.0,2.4408186740802336,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
267,26.700000000000003,100.0,97.59579360603097,0.0,2.4042063939690337,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
268,26.8,100.0,97.6318567019405,0.0,2.3681432980594934,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
269,26.900000000000002,100.0,97.6673788514114,0.0,2.3326211485886006,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
270,27.0,100.0,97.70236816864023,0.0,2.297631831359766,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
271,27.1,100.0,97.73683264611063,0.0,2.263167353889372,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
272,27.200000000000003,100.0,97.77078015641897,0.0,2.229219843581035,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
273,27.3,100.0,97.80421845407268,0.0,2.195781545927318,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
274,27.400000000000002,100.0,97.8371551772616,0.0,2.162844822738407,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
275,27.5,100.0,97.86959784960267,0.0,2.1304021503973303,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
276,27.6,100.0,97.90155388185863,0.0,2.098446118141368,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
277,27.700000000000003,100.0,97.93303057363076,0.0,2.0669694263692406,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
278,27.8,100.0,97.96403511502629,0.0,2.0359648849737084,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
279,27.900000000000002,100.0,97.99457458830089,0.0,2.0054254116991075,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
280,28.0,100.0,98.02465596947638,0.0,1.9753440305236154,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
281,28.1,100.0,98.05428612993424,0.0,1.9457138700657595,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
282,28.200000000000003,100.0,98.08347183798523,0.0,1.916528162014771,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
283,28.3,100.0,98.11221976041546,0.0,1.8877802395845436,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
284,28.400000000000002,100.0,98.14053646400923,0.0,1.8594635359907699,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
285,28.5,100.0,98.16842841704909,0.0,1.8315715829509145,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
286,28.6,100.0,98.19590199079335,0.0,1.8040980092066548,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
287,28.700000000000003,100.0,98.22296346093144,0.0,1.7770365390685612,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
288,28.8,100.0,98.24961900901747,0.0,1.750380990982535,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
289,28.900000000000002,100.0,98.2758747238822,0.0,1.7241252761178032,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
290,29.0,100.0,98.30173660302397,0.0,1.6982633969760315,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
291,29.1,100.0,98.3272105539786,0.0,1.6727894460213975,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
292,29.200000000000003,100.0,98.35230239566893,0.0,1.6476976043310714,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
293,29.3,100.0,98.3770178597339,0.0,1.622982140266103,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
294,29.400000000000002,100.0,98.4013625918379,0.0,1.598637408162105,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
295,29.5,100.0,98.42534215296033,0.0,1.5746578470396742,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
296,29.6,100.0,98.44896202066592,0.0,1.5510379793340832,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
297,29.700000000000003,100.0,98.47222759035593,0.0,1.5277724096440721,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
298,29.8,100.0,98.49514417650059,0.0,1.5048558234994118,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
299,29.900000000000002,100.0,98.51771701385307,0.0,1.4822829861469273,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
300,30.0,100.0,98.53995125864527,0.0,1.4600487413547256,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
