"step","time","baseline_state","forced_state","shock_value","absolute_deviation","warning"
249,24.9,100,96.8441264111071,0,3.15587358889289,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
250,25,100,96.8914645149405,0,3.10853548505949,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
251,25.1,100,96.9380925472164,0,3.0619074527836,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
252,25.2,100,96.9840211590082,0,3.01597884099185,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
253,25.3,100,97.029260841623,0,2.97073915837697,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
254,25.4,100,97.0738219289987,0,2.92617807100132,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
255,25.5,100,97.1177146000637,0,2.88228539993629,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
256,25.6,100,97.1609488810628,0,2.83905111893725,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
257,25.7,100,97.2035346478468,0,2.79646535215319,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
258,25.8,100,97.2454816281291,0,2.75451837187089,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
259,25.9,100,97.2867994037072,0,2.71320059629282,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
260,26,100,97.3274974126516,0,2.67250258734843,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
261,26.1,100,97.3675849514618,0,2.63241504853821,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
262,26.2,100,97.4070711771899,0,2.59292882281014,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
263,26.3,100,97.445965109532,0,2.55403489046799,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
264,26.4,100,97.484275632889,0,2.51572436711096,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
265,26.5,100,97.5220114983957,0,2.4779885016043,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
266,26.6,100,97.5591813259198,0,2.44081867408023,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
267,26.7,100,97.595793606031,0,2.40420639396903,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
268,26.8,100,97.6318567019405,0,2.36814329805949,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
269,26.9,100,97.6673788514114,0,2.3326211485886,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
270,27,100,97.7023681686402,0,2.29763183135977,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
271,27.1,100,97.7368326461106,0,2.26316735388937,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
272,27.2,100,97.770780156419,0,2.22921984358103,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
273,27.3,100,97.8042184540727,0,2.19578154592732,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
274,27.4,100,97.8371551772616,0,2.16284482273841,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
275,27.5,100,97.8695978496027,0,2.13040215039733,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
276,27.6,100,97.9015538818586,0,2.09844611814137,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
277,27.7,100,97.9330305736308,0,2.06696942636924,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
278,27.8,100,97.9640351150263,0,2.03596488497371,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
279,27.9,100,97.9945745883009,0,2.00542541169911,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
280,28,100,98.0246559694764,0,1.97534403052362,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
281,28.1,100,98.0542861299342,0,1.94571387006576,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
282,28.2,100,98.0834718379852,0,1.91652816201477,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
283,28.3,100,98.1122197604155,0,1.88778023958454,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
284,28.4,100,98.1405364640092,0,1.85946353599077,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
285,28.5,100,98.1684284170491,0,1.83157158295091,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
286,28.6,100,98.1959019907933,0,1.80409800920665,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
287,28.7,100,98.2229634609314,0,1.77703653906856,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
288,28.8,100,98.2496190090175,0,1.75038099098253,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
289,28.9,100,98.2758747238822,0,1.7241252761178,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
290,29,100,98.301736603024,0,1.69826339697603,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
291,29.1,100,98.3272105539786,0,1.6727894460214,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
292,29.2,100,98.3523023956689,0,1.64769760433107,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
293,29.3,100,98.3770178597339,0,1.6229821402661,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
294,29.4,100,98.4013625918379,0,1.5986374081621,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
295,29.5,100,98.4253421529603,0,1.57465784703967,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
296,29.6,100,98.4489620206659,0,1.55103797933408,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
297,29.7,100,98.4722275903559,0,1.52777240964407,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
298,29.8,100,98.4951441765006,0,1.50485582349941,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
299,29.9,100,98.5177170138531,0,1.48228298614693,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
300,30,100,98.5399512586453,0,1.46004874135473,"Shock response depends on forcing form, timing, magnitude, recovery rate, and numerical step size."
