scenario,step,time,storage,rate_of_change,raw_next_storage,next_storage,shortage,overflow,domain_valid
high_demand,92,23.0,17.65572774,-2.26483592,17.08951876,17.08951876,0.0,0.0,True
high_demand,93,23.25,17.08951876,-2.25634278,16.52543306,16.52543306,0.0,0.0,True
high_demand,94,23.5,16.52543306,-2.2478815,15.96346269,15.96346269,0.0,0.0,True
high_demand,95,23.75,15.96346269,-2.23945194,15.4035997,15.4035997,0.0,0.0,True
high_demand,96,24.0,15.4035997,-2.231054,14.8458362,14.8458362,0.0,0.0,True
high_demand,97,24.25,14.8458362,-2.22268754,14.29016432,14.29016432,0.0,0.0,True
high_demand,98,24.5,14.29016432,-2.21435246,13.7365762,13.7365762,0.0,0.0,True
high_demand,99,24.75,13.7365762,-2.20604864,13.18506404,13.18506404,0.0,0.0,True
high_demand,100,25.0,13.18506404,-2.19777596,12.63562005,12.63562005,0.0,0.0,True
high_demand,101,25.25,12.63562005,-2.1895343,12.08823647,12.08823647,0.0,0.0,True
high_demand,102,25.5,12.08823647,-2.18132355,11.54290559,11.54290559,0.0,0.0,True
high_demand,103,25.75,11.54290559,-2.17314358,10.99961969,10.99961969,0.0,0.0,True
high_demand,104,26.0,10.99961969,-2.1649943,10.45837112,10.45837112,0.0,0.0,True
high_demand,105,26.25,10.45837112,-2.15687557,9.91915223,9.91915223,0.0,0.0,True
high_demand,106,26.5,9.91915223,-2.14878728,9.38195541,9.38195541,0.0,0.0,True
high_demand,107,26.75,9.38195541,-2.14072933,8.84677307,8.84677307,0.0,0.0,True
high_demand,108,27.0,8.84677307,-2.1327016,8.31359767,8.31359767,0.0,0.0,True
high_demand,109,27.25,8.31359767,-2.12470397,7.78242168,7.78242168,0.0,0.0,True
high_demand,110,27.5,7.78242168,-2.11673633,7.2532376,7.2532376,0.0,0.0,True
high_demand,111,27.75,7.2532376,-2.10879856,6.72603796,6.72603796,0.0,0.0,True
high_demand,112,28.0,6.72603796,-2.10089057,6.20081532,6.20081532,0.0,0.0,True
high_demand,113,28.25,6.20081532,-2.09301223,5.67756226,5.67756226,0.0,0.0,True
high_demand,114,28.5,5.67756226,-2.08516343,5.1562714,5.1562714,0.0,0.0,True
high_demand,115,28.75,5.1562714,-2.07734407,4.63693538,4.63693538,0.0,0.0,True
high_demand,116,29.0,4.63693538,-2.06955403,4.11954688,4.11954688,0.0,0.0,True
high_demand,117,29.25,4.11954688,-2.0617932,3.60409858,3.60409858,0.0,0.0,True
high_demand,118,29.5,3.60409858,-2.05406148,3.09058321,3.09058321,0.0,0.0,True
high_demand,119,29.75,3.09058321,-2.04635875,2.57899352,2.57899352,0.0,0.0,True
high_demand,120,30.0,2.57899352,-2.0386849,2.06932229,2.06932229,0.0,0.0,True
high_demand,121,30.25,2.06932229,-2.03103983,1.56156233,1.56156233,0.0,0.0,True
high_demand,122,30.5,1.56156233,-2.02342344,1.05570648,1.05570648,0.0,0.0,True
high_demand,123,30.75,1.05570648,-2.0158356,0.55174758,0.55174758,0.0,0.0,True
high_demand,124,31.0,0.55174758,-2.00827621,0.04967852,0.04967852,0.0,0.0,True
high_demand,125,31.25,0.04967852,-2.00074518,-0.45050777,0.0,0.45050777,0.0,True
high_demand,126,31.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,127,31.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,128,32.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,129,32.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,130,32.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,131,32.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,132,33.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,133,33.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,134,33.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,135,33.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,136,34.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,137,34.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,138,34.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,139,34.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,140,35.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,141,35.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,142,35.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,143,35.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,144,36.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,145,36.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,146,36.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,147,36.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,148,37.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,149,37.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,150,37.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,151,37.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,152,38.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,153,38.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,154,38.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,155,38.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,156,39.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,157,39.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,158,39.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,159,39.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,160,40.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,161,40.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,162,40.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,163,40.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,164,41.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,165,41.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,166,41.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,167,41.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,168,42.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,169,42.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,170,42.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,171,42.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,172,43.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,173,43.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,174,43.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,175,43.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,176,44.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,177,44.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,178,44.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,179,44.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,180,45.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,181,45.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,182,45.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,183,45.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,184,46.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,185,46.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,186,46.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,187,46.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,188,47.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,189,47.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,190,47.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,191,47.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,192,48.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,193,48.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,194,48.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,195,48.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,196,49.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,197,49.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,198,49.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,199,49.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,200,50.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,201,50.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,202,50.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,203,50.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,204,51.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,205,51.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,206,51.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,207,51.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,208,52.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,209,52.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,210,52.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,211,52.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,212,53.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,213,53.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,214,53.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,215,53.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,216,54.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,217,54.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,218,54.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,219,54.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,220,55.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,221,55.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,222,55.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,223,55.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,224,56.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,225,56.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,226,56.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,227,56.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,228,57.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,229,57.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,230,57.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,231,57.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,232,58.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,233,58.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,234,58.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,235,58.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,236,59.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,237,59.25,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,238,59.5,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,239,59.75,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_demand,240,60.0,0.0,-2.0,-0.5,0.0,0.5,0.0,True
high_loss,0,0.0,80.0,-2.0,79.5,79.5,0.0,0.0,True
high_loss,1,0.25,79.5,-1.975,79.00625,79.00625,0.0,0.0,True
high_loss,2,0.5,79.00625,-1.9503125,78.51867187,78.51867187,0.0,0.0,True
high_loss,3,0.75,78.51867187,-1.92593359,78.03718848,78.03718848,0.0,0.0,True
high_loss,4,1.0,78.03718848,-1.90185942,77.56172362,77.56172362,0.0,0.0,True
high_loss,5,1.25,77.56172362,-1.87808618,77.09220208,77.09220208,0.0,0.0,True
high_loss,6,1.5,77.09220208,-1.8546101,76.62854955,76.62854955,0.0,0.0,True
high_loss,7,1.75,76.62854955,-1.83142748,76.17069268,76.17069268,0.0,0.0,True
high_loss,8,2.0,76.17069268,-1.80853463,75.71855902,75.71855902,0.0,0.0,True
high_loss,9,2.25,75.71855902,-1.78592795,75.27207703,75.27207703,0.0,0.0,True
high_loss,10,2.5,75.27207703,-1.76360385,74.83117607,74.83117607,0.0,0.0,True
high_loss,11,2.75,74.83117607,-1.7415588,74.39578637,74.39578637,0.0,0.0,True
high_loss,12,3.0,74.39578637,-1.71978932,73.96583904,73.96583904,0.0,0.0,True
high_loss,13,3.25,73.96583904,-1.69829195,73.54126605,73.54126605,0.0,0.0,True
high_loss,14,3.5,73.54126605,-1.6770633,73.12200023,73.12200023,0.0,0.0,True
high_loss,15,3.75,73.12200023,-1.65610001,72.70797522,72.70797522,0.0,0.0,True
high_loss,16,4.0,72.70797522,-1.63539876,72.29912553,72.29912553,0.0,0.0,True
high_loss,17,4.25,72.29912553,-1.61495628,71.89538646,71.89538646,0.0,0.0,True
high_loss,18,4.5,71.89538646,-1.59476932,71.49669413,71.49669413,0.0,0.0,True
high_loss,19,4.75,71.49669413,-1.57483471,71.10298546,71.10298546,0.0,0.0,True
high_loss,20,5.0,71.10298546,-1.55514927,70.71419814,70.71419814,0.0,0.0,True
high_loss,21,5.25,70.71419814,-1.53570991,70.33027066,70.33027066,0.0,0.0,True
high_loss,22,5.5,70.33027066,-1.51651353,69.95114228,69.95114228,0.0,0.0,True
high_loss,23,5.75,69.95114228,-1.49755711,69.576753,69.576753,0.0,0.0,True
high_loss,24,6.0,69.576753,-1.47883765,69.20704359,69.20704359,0.0,0.0,True
high_loss,25,6.25,69.20704359,-1.46035218,68.84195554,68.84195554,0.0,0.0,True
high_loss,26,6.5,68.84195554,-1.44209778,68.4814311,68.4814311,0.0,0.0,True
high_loss,27,6.75,68.4814311,-1.42407155,68.12541321,68.12541321,0.0,0.0,True
high_loss,28,7.0,68.12541321,-1.40627066,67.77384554,67.77384554,0.0,0.0,True
high_loss,29,7.25,67.77384554,-1.38869228,67.42667248,67.42667248,0.0,0.0,True
high_loss,30,7.5,67.42667248,-1.37133362,67.08383907,67.08383907,0.0,0.0,True
high_loss,31,7.75,67.08383907,-1.35419195,66.74529108,66.74529108,0.0,0.0,True
high_loss,32,8.0,66.74529108,-1.33726455,66.41097494,66.41097494,0.0,0.0,True
high_loss,33,8.25,66.41097494,-1.32054875,66.08083776,66.08083776,0.0,0.0,True
high_loss,34,8.5,66.08083776,-1.30404189,65.75482728,65.75482728,0.0,0.0,True
high_loss,35,8.75,65.75482728,-1.28774136,65.43289194,65.43289194,0.0,0.0,True
high_loss,36,9.0,65.43289194,-1.2716446,65.11498079,65.11498079,0.0,0.0,True
high_loss,37,9.25,65.11498079,-1.25574904,64.80104353,64.80104353,0.0,0.0,True
high_loss,38,9.5,64.80104353,-1.24005218,64.49103049,64.49103049,0.0,0.0,True
high_loss,39,9.75,64.49103049,-1.22455152,64.18489261,64.18489261,0.0,0.0,True
high_loss,40,10.0,64.18489261,-1.20924463,63.88258145,63.88258145,0.0,0.0,True
high_loss,41,10.25,63.88258145,-1.19412907,63.58404918,63.58404918,0.0,0.0,True
high_loss,42,10.5,63.58404918,-1.17920246,63.28924857,63.28924857,0.0,0.0,True
high_loss,43,10.75,63.28924857,-1.16446243,62.99813296,62.99813296,0.0,0.0,True
high_loss,44,11.0,62.99813296,-1.14990665,62.7106563,62.7106563,0.0,0.0,True
high_loss,45,11.25,62.7106563,-1.13553281,62.42677309,62.42677309,0.0,0.0,True
high_loss,46,11.5,62.42677309,-1.12133865,62.14643843,62.14643843,0.0,0.0,True
high_loss,47,11.75,62.14643843,-1.10732192,61.86960795,61.86960795,0.0,0.0,True
high_loss,48,12.0,61.86960795,-1.0934804,61.59623785,61.59623785,0.0,0.0,True
high_loss,49,12.25,61.59623785,-1.07981189,61.32628488,61.32628488,0.0,0.0,True
high_loss,50,12.5,61.32628488,-1.06631424,61.05970632,61.05970632,0.0,0.0,True
high_loss,51,12.75,61.05970632,-1.05298532,60.79645999,60.79645999,0.0,0.0,True
high_loss,52,13.0,60.79645999,-1.039823,60.53650424,60.53650424,0.0,0.0,True
high_loss,53,13.25,60.53650424,-1.02682521,60.27979794,60.27979794,0.0,0.0,True
high_loss,54,13.5,60.27979794,-1.0139899,60.02630046,60.02630046,0.0,0.0,True
high_loss,55,13.75,60.02630046,-1.00131502,59.77597171,59.77597171,0.0,0.0,True
high_loss,56,14.0,59.77597171,-0.98879859,59.52877206,59.52877206,0.0,0.0,True
high_loss,57,14.25,59.52877206,-0.9764386,59.28466241,59.28466241,0.0,0.0,True
high_loss,58,14.5,59.28466241,-0.96423312,59.04360413,59.04360413,0.0,0.0,True
high_loss,59,14.75,59.04360413,-0.95218021,58.80555908,58.80555908,0.0,0.0,True
high_loss,60,15.0,58.80555908,-0.94027795,58.57048959,58.57048959,0.0,0.0,True
high_loss,61,15.25,58.57048959,-0.92852448,58.33835847,58.33835847,0.0,0.0,True
high_loss,62,15.5,58.33835847,-0.91691792,58.10912899,58.10912899,0.0,0.0,True
high_loss,63,15.75,58.10912899,-0.90545645,57.88276488,57.88276488,0.0,0.0,True
high_loss,64,16.0,57.88276488,-0.89413824,57.65923031,57.65923031,0.0,0.0,True
high_loss,65,16.25,57.65923031,-0.88296152,57.43848994,57.43848994,0.0,0.0,True
high_loss,66,16.5,57.43848994,-0.8719245,57.22050881,57.22050881,0.0,0.0,True
high_loss,67,16.75,57.22050881,-0.86102544,57.00525245,57.00525245,0.0,0.0,True
high_loss,68,17.0,57.00525245,-0.85026262,56.7926868,56.7926868,0.0,0.0,True
high_loss,69,17.25,56.7926868,-0.83963434,56.58277821,56.58277821,0.0,0.0,True
high_loss,70,17.5,56.58277821,-0.82913891,56.37549348,56.37549348,0.0,0.0,True
high_loss,71,17.75,56.37549348,-0.81877467,56.17079981,56.17079981,0.0,0.0,True
high_loss,72,18.0,56.17079981,-0.80853999,55.96866482,55.96866482,0.0,0.0,True
high_loss,73,18.25,55.96866482,-0.79843324,55.76905651,55.76905651,0.0,0.0,True
high_loss,74,18.5,55.76905651,-0.78845283,55.5719433,55.5719433,0.0,0.0,True
high_loss,75,18.75,55.5719433,-0.77859717,55.37729401,55.37729401,0.0,0.0,True
high_loss,76,19.0,55.37729401,-0.7688647,55.18507783,55.18507783,0.0,0.0,True
high_loss,77,19.25,55.18507783,-0.75925389,54.99526436,54.99526436,0.0,0.0,True
high_loss,78,19.5,54.99526436,-0.74976322,54.80782356,54.80782356,0.0,0.0,True
high_loss,79,19.75,54.80782356,-0.74039118,54.62272576,54.62272576,0.0,0.0,True
high_loss,80,20.0,54.62272576,-0.73113629,54.43994169,54.43994169,0.0,0.0,True
high_loss,81,20.25,54.43994169,-0.72199708,54.25944242,54.25944242,0.0,0.0,True
high_loss,82,20.5,54.25944242,-0.71297212,54.08119939,54.08119939,0.0,0.0,True
high_loss,83,20.75,54.08119939,-0.70405997,53.9051844,53.9051844,0.0,0.0,True
high_loss,84,21.0,53.9051844,-0.69525922,53.73136959,53.73136959,0.0,0.0,True
high_loss,85,21.25,53.73136959,-0.68656848,53.55972747,53.55972747,0.0,0.0,True
high_loss,86,21.5,53.55972747,-0.67798637,53.39023088,53.39023088,0.0,0.0,True
high_loss,87,21.75,53.39023088,-0.66951154,53.22285299,53.22285299,0.0,0.0,True
high_loss,88,22.0,53.22285299,-0.66114265,53.05756733,53.05756733,0.0,0.0,True
high_loss,89,22.25,53.05756733,-0.65287837,52.89434774,52.89434774,0.0,0.0,True
high_loss,90,22.5,52.89434774,-0.64471739,52.73316839,52.73316839,0.0,0.0,True
high_loss,91,22.75,52.73316839,-0.63665842,52.57400379,52.57400379,0.0,0.0,True
high_loss,92,23.0,52.57400379,-0.62870019,52.41682874,52.41682874,0.0,0.0,True
high_loss,93,23.25,52.41682874,-0.62084144,52.26161838,52.26161838,0.0,0.0,True
high_loss,94,23.5,52.26161838,-0.61308092,52.10834815,52.10834815,0.0,0.0,True
high_loss,95,23.75,52.10834815,-0.60541741,51.9569938,51.9569938,0.0,0.0,True
high_loss,96,24.0,51.9569938,-0.59784969,51.80753138,51.80753138,0.0,0.0,True
high_loss,97,24.25,51.80753138,-0.59037657,51.65993723,51.65993723,0.0,0.0,True
high_loss,98,24.5,51.65993723,-0.58299686,51.51418802,51.51418802,0.0,0.0,True
high_loss,99,24.75,51.51418802,-0.5757094,51.37026067,51.37026067,0.0,0.0,True
high_loss,100,25.0,51.37026067,-0.56851303,51.22813241,51.22813241,0.0,0.0,True
high_loss,101,25.25,51.22813241,-0.56140662,51.08778075,51.08778075,0.0,0.0,True
high_loss,102,25.5,51.08778075,-0.55438904,50.94918349,50.94918349,0.0,0.0,True
high_loss,103,25.75,50.94918349,-0.54745917,50.8123187,50.8123187,0.0,0.0,True
high_loss,104,26.0,50.8123187,-0.54061594,50.67716472,50.67716472,0.0,0.0,True
high_loss,105,26.25,50.67716472,-0.53385824,50.54370016,50.54370016,0.0,0.0,True
high_loss,106,26.5,50.54370016,-0.52718501,50.41190391,50.41190391,0.0,0.0,True
high_loss,107,26.75,50.41190391,-0.5205952,50.28175511,50.28175511,0.0,0.0,True
high_loss,108,27.0,50.28175511,-0.51408776,50.15323317,50.15323317,0.0,0.0,True
high_loss,109,27.25,50.15323317,-0.50766166,50.02631775,50.02631775,0.0,0.0,True
high_loss,110,27.5,50.02631775,-0.50131589,49.90098878,49.90098878,0.0,0.0,True
high_loss,111,27.75,49.90098878,-0.49504944,49.77722642,49.77722642,0.0,0.0,True
high_loss,112,28.0,49.77722642,-0.48886132,49.65501109,49.65501109,0.0,0.0,True
high_loss,113,28.25,49.65501109,-0.48275055,49.53432345,49.53432345,0.0,0.0,True
high_loss,114,28.5,49.53432345,-0.47671617,49.41514441,49.41514441,0.0,0.0,True
high_loss,115,28.75,49.41514441,-0.47075722,49.29745511,49.29745511,0.0,0.0,True
high_loss,116,29.0,49.29745511,-0.46487276,49.18123692,49.18123692,0.0,0.0,True
high_loss,117,29.25,49.18123692,-0.45906185,49.06647146,49.06647146,0.0,0.0,True
high_loss,118,29.5,49.06647146,-0.45332357,48.95314056,48.95314056,0.0,0.0,True
high_loss,119,29.75,48.95314056,-0.44765703,48.8412263,48.8412263,0.0,0.0,True
high_loss,120,30.0,48.8412263,-0.44206132,48.73071098,48.73071098,0.0,0.0,True
high_loss,121,30.25,48.73071098,-0.43653555,48.62157709,48.62157709,0.0,0.0,True
high_loss,122,30.5,48.62157709,-0.43107885,48.51380738,48.51380738,0.0,0.0,True
high_loss,123,30.75,48.51380738,-0.42569037,48.40738478,48.40738478,0.0,0.0,True
high_loss,124,31.0,48.40738478,-0.42036924,48.30229247,48.30229247,0.0,0.0,True
high_loss,125,31.25,48.30229247,-0.41511462,48.19851382,48.19851382,0.0,0.0,True
high_loss,126,31.5,48.19851382,-0.40992569,48.09603239,48.09603239,0.0,0.0,True
high_loss,127,31.75,48.09603239,-0.40480162,47.99483199,47.99483199,0.0,0.0,True
high_loss,128,32.0,47.99483199,-0.3997416,47.89489659,47.89489659,0.0,0.0,True
high_loss,129,32.25,47.89489659,-0.39474483,47.79621038,47.79621038,0.0,0.0,True
high_loss,130,32.5,47.79621038,-0.38981052,47.69875775,47.69875775,0.0,0.0,True
high_loss,131,32.75,47.69875775,-0.38493789,47.60252328,47.60252328,0.0,0.0,True
high_loss,132,33.0,47.60252328,-0.38012616,47.50749174,47.50749174,0.0,0.0,True
high_loss,133,33.25,47.50749174,-0.37537459,47.41364809,47.41364809,0.0,0.0,True
high_loss,134,33.5,47.41364809,-0.3706824,47.32097749,47.32097749,0.0,0.0,True
high_loss,135,33.75,47.32097749,-0.36604887,47.22946527,47.22946527,0.0,0.0,True
high_loss,136,34.0,47.22946527,-0.36147326,47.13909696,47.13909696,0.0,0.0,True
high_loss,137,34.25,47.13909696,-0.35695485,47.04985825,47.04985825,0.0,0.0,True
high_loss,138,34.5,47.04985825,-0.35249291,46.96173502,46.96173502,0.0,0.0,True
high_loss,139,34.75,46.96173502,-0.34808675,46.87471333,46.87471333,0.0,0.0,True
high_loss,140,35.0,46.87471333,-0.34373567,46.78877941,46.78877941,0.0,0.0,True
high_loss,141,35.25,46.78877941,-0.33943897,46.70391967,46.70391967,0.0,0.0,True
high_loss,142,35.5,46.70391967,-0.33519598,46.62012067,46.62012067,0.0,0.0,True
high_loss,143,35.75,46.62012067,-0.33100603,46.53736917,46.53736917,0.0,0.0,True
high_loss,144,36.0,46.53736917,-0.32686846,46.45565205,46.45565205,0.0,0.0,True
high_loss,145,36.25,46.45565205,-0.3227826,46.3749564,46.3749564,0.0,0.0,True
high_loss,146,36.5,46.3749564,-0.31874782,46.29526945,46.29526945,0.0,0.0,True
high_loss,147,36.75,46.29526945,-0.31476347,46.21657858,46.21657858,0.0,0.0,True
high_loss,148,37.0,46.21657858,-0.31082893,46.13887135,46.13887135,0.0,0.0,True
high_loss,149,37.25,46.13887135,-0.30694357,46.06213545,46.06213545,0.0,0.0,True
high_loss,150,37.5,46.06213545,-0.30310677,45.98635876,45.98635876,0.0,0.0,True
high_loss,151,37.75,45.98635876,-0.29931794,45.91152928,45.91152928,0.0,0.0,True
high_loss,152,38.0,45.91152928,-0.29557646,45.83763516,45.83763516,0.0,0.0,True
high_loss,153,38.25,45.83763516,-0.29188176,45.76466472,45.76466472,0.0,0.0,True
high_loss,154,38.5,45.76466472,-0.28823324,45.69260641,45.69260641,0.0,0.0,True
high_loss,155,38.75,45.69260641,-0.28463032,45.62144883,45.62144883,0.0,0.0,True
high_loss,156,39.0,45.62144883,-0.28107244,45.55118072,45.55118072,0.0,0.0,True
high_loss,157,39.25,45.55118072,-0.27755904,45.48179096,45.48179096,0.0,0.0,True
high_loss,158,39.5,45.48179096,-0.27408955,45.41326857,45.41326857,0.0,0.0,True
high_loss,159,39.75,45.41326857,-0.27066343,45.34560272,45.34560272,0.0,0.0,True
high_loss,160,40.0,45.34560272,-0.26728014,45.27878268,45.27878268,0.0,0.0,True
high_loss,161,40.25,45.27878268,-0.26393913,45.2127979,45.2127979,0.0,0.0,True
high_loss,162,40.5,45.2127979,-0.2606399,45.14763793,45.14763793,0.0,0.0,True
high_loss,163,40.75,45.14763793,-0.2573819,45.08329245,45.08329245,0.0,0.0,True
high_loss,164,41.0,45.08329245,-0.25416462,45.0197513,45.0197513,0.0,0.0,True
high_loss,165,41.25,45.0197513,-0.25098756,44.95700441,44.95700441,0.0,0.0,True
high_loss,166,41.5,44.95700441,-0.24785022,44.89504185,44.89504185,0.0,0.0,True
high_loss,167,41.75,44.89504185,-0.24475209,44.83385383,44.83385383,0.0,0.0,True
high_loss,168,42.0,44.83385383,-0.24169269,44.77343065,44.77343065,0.0,0.0,True
high_loss,169,42.25,44.77343065,-0.23867153,44.71376277,44.71376277,0.0,0.0,True
high_loss,170,42.5,44.71376277,-0.23568814,44.65484074,44.65484074,0.0,0.0,True
high_loss,171,42.75,44.65484074,-0.23274204,44.59665523,44.59665523,0.0,0.0,True
