scenario,replication,sampled_initial_stock,sampled_growth_rate,sampled_extraction,sampled_shock_probability,final_stock,minimum_stock,depleted
baseline_uncertainty,300,71.98839332,0.20812684,6.84898767,0.07930061,0.0,0.0,1
baseline_uncertainty,301,66.12023609,0.14269058,5.55597907,0.06438568,0.0,0.0,1
baseline_uncertainty,302,65.12324688,0.19863584,5.86886579,0.03952604,0.0,0.0,1
baseline_uncertainty,303,71.21947024,0.15406859,6.85555597,0.06708472,0.0,0.0,1
baseline_uncertainty,304,65.22158272,0.14452944,6.76007297,0.0594238,0.0,0.0,1
baseline_uncertainty,305,71.82577071,0.18537812,6.22913362,0.05837971,0.0,0.0,1
baseline_uncertainty,306,66.5054641,0.21570357,6.61642572,0.02681402,0.0,0.0,1
baseline_uncertainty,307,72.58456721,0.18529906,7.39377471,0.04724605,0.0,0.0,1
baseline_uncertainty,308,68.25785921,0.2199633,5.28990639,0.03105484,51.47924678,49.60625967,0
baseline_uncertainty,309,68.07742034,0.15215212,6.051997,0.05907897,0.0,0.0,1
baseline_uncertainty,310,65.63635321,0.163853,5.32262618,0.0439252,0.0,0.0,1
baseline_uncertainty,311,68.41911187,0.1496507,5.45410645,0.0794825,0.0,0.0,1
baseline_uncertainty,312,70.75871767,0.16651404,6.35810855,0.03223369,0.0,0.0,1
baseline_uncertainty,313,66.67542971,0.14385199,6.82883482,0.06365513,0.0,0.0,1
baseline_uncertainty,314,74.09011678,0.14628305,5.38133536,0.02627297,0.0,0.0,1
baseline_uncertainty,315,72.07649753,0.20860274,5.94208358,0.06302164,0.0,0.0,1
baseline_uncertainty,316,70.51230242,0.17530961,5.87640972,0.06360126,0.0,0.0,1
baseline_uncertainty,317,67.36924383,0.14008012,5.60757976,0.04363069,0.0,0.0,1
baseline_uncertainty,318,65.16184181,0.1483808,5.27782182,0.05423736,0.0,0.0,1
baseline_uncertainty,319,69.36022575,0.18156888,7.62293465,0.04826462,0.0,0.0,1
baseline_uncertainty,320,68.30498992,0.17662519,6.91719361,0.07537901,0.0,0.0,1
baseline_uncertainty,321,72.24778904,0.17403367,7.19338203,0.06443852,0.0,0.0,1
baseline_uncertainty,322,69.26376398,0.21337582,6.40006945,0.03247736,0.0,0.0,1
baseline_uncertainty,323,67.81197555,0.1622358,6.4443283,0.07837488,0.0,0.0,1
baseline_uncertainty,324,65.17893712,0.17042182,5.48916973,0.0738435,0.0,0.0,1
baseline_uncertainty,325,65.96907915,0.19699284,6.84503433,0.04073862,0.0,0.0,1
baseline_uncertainty,326,73.12917185,0.16987633,7.0268426,0.06707021,0.0,0.0,1
baseline_uncertainty,327,69.01799085,0.20057455,6.87320928,0.03897435,0.0,0.0,1
baseline_uncertainty,328,71.66855628,0.16367923,6.94998914,0.07069885,0.0,0.0,1
baseline_uncertainty,329,74.03024647,0.18883421,6.39082964,0.06043256,0.0,0.0,1
baseline_uncertainty,330,71.17936006,0.18089301,5.54549881,0.06732313,0.0,0.0,1
baseline_uncertainty,331,73.91533211,0.18653737,5.26000005,0.05417315,15.15911627,15.15911627,0
baseline_uncertainty,332,66.56808138,0.2124817,5.65652856,0.04011076,37.41003635,37.41003635,0
baseline_uncertainty,333,70.44425592,0.17355446,5.47652332,0.07213099,0.0,0.0,1
baseline_uncertainty,334,74.13578322,0.21705913,7.76131461,0.05345526,0.0,0.0,1
baseline_uncertainty,335,65.0183262,0.16276146,7.75688731,0.03203866,0.0,0.0,1
baseline_uncertainty,336,69.78443509,0.19845408,7.1011182,0.04266708,0.0,0.0,1
baseline_uncertainty,337,68.20822458,0.18878625,7.05180267,0.07721849,0.0,0.0,1
baseline_uncertainty,338,68.9372167,0.18567963,5.58937808,0.02427614,0.0,0.0,1
baseline_uncertainty,339,67.31823105,0.20662593,7.11150575,0.02227863,0.0,0.0,1
baseline_uncertainty,340,69.08568148,0.18226436,6.49532269,0.05316446,0.0,0.0,1
baseline_uncertainty,341,73.2423684,0.16168982,6.91220579,0.06155657,0.0,0.0,1
baseline_uncertainty,342,74.56089329,0.15298519,5.89362892,0.06512044,0.0,0.0,1
baseline_uncertainty,343,73.08224246,0.15487257,6.39330041,0.038312,0.0,0.0,1
baseline_uncertainty,344,65.41551961,0.14850986,6.32573878,0.02983013,0.0,0.0,1
baseline_uncertainty,345,71.35568221,0.20571283,5.79017566,0.0569582,0.0,0.0,1
baseline_uncertainty,346,72.41370693,0.201585,5.13596401,0.02645986,38.79010727,38.79010727,0
baseline_uncertainty,347,71.70186009,0.21710149,7.05651944,0.04169554,0.0,0.0,1
baseline_uncertainty,348,65.3145643,0.18556235,7.28532192,0.04683449,0.0,0.0,1
baseline_uncertainty,349,69.37869252,0.18119034,7.43758826,0.04413852,0.0,0.0,1
baseline_uncertainty,350,66.2062793,0.20684866,5.79152978,0.07484083,0.0,0.0,1
baseline_uncertainty,351,68.22791348,0.19157819,6.10725357,0.04588667,0.0,0.0,1
baseline_uncertainty,352,72.43192047,0.19136841,7.7172369,0.0533419,0.0,0.0,1
baseline_uncertainty,353,66.75998896,0.20639997,5.96046856,0.04650805,0.0,0.0,1
baseline_uncertainty,354,74.12305277,0.17422596,5.51763483,0.05570291,0.0,0.0,1
baseline_uncertainty,355,67.05527635,0.17426727,5.13615243,0.07813382,0.0,0.0,1
baseline_uncertainty,356,73.47519561,0.19727742,7.20327135,0.04346864,0.0,0.0,1
baseline_uncertainty,357,65.19579942,0.2167377,7.74882637,0.04930931,0.0,0.0,1
baseline_uncertainty,358,66.46366976,0.19734035,5.30046245,0.02195945,42.97549551,42.97549551,0
baseline_uncertainty,359,66.43539339,0.20404038,7.78364997,0.03304835,0.0,0.0,1
baseline_uncertainty,360,66.5192904,0.16231438,6.97947103,0.05562447,0.0,0.0,1
baseline_uncertainty,361,66.24123618,0.19659913,6.12216259,0.06615431,0.0,0.0,1
baseline_uncertainty,362,65.43133657,0.20397816,6.26242258,0.05184235,0.0,0.0,1
baseline_uncertainty,363,69.72589788,0.17497594,5.46732648,0.04582105,0.0,0.0,1
baseline_uncertainty,364,74.06779842,0.1445439,7.13361078,0.02519047,0.0,0.0,1
baseline_uncertainty,365,73.65967815,0.18120626,7.66909515,0.05714655,0.0,0.0,1
baseline_uncertainty,366,73.68321393,0.20512321,5.32464416,0.05973211,40.51738321,40.51738321,0
baseline_uncertainty,367,72.48244573,0.16148393,5.75561532,0.04958656,0.0,0.0,1
baseline_uncertainty,368,68.17261894,0.17131809,7.46329036,0.04212941,0.0,0.0,1
baseline_uncertainty,369,66.9642233,0.17902179,7.12471407,0.03173066,0.0,0.0,1
baseline_uncertainty,370,68.72538237,0.19747338,6.45492209,0.05388785,0.0,0.0,1
baseline_uncertainty,371,71.81444672,0.19537704,7.35550547,0.05323866,0.0,0.0,1
baseline_uncertainty,372,67.50156299,0.21013635,7.85026957,0.05904415,0.0,0.0,1
baseline_uncertainty,373,68.89124608,0.21506411,6.68116796,0.02046115,0.0,0.0,1
baseline_uncertainty,374,65.58427188,0.15857825,6.77466999,0.04786142,0.0,0.0,1
baseline_uncertainty,375,74.78363667,0.16701319,7.42141658,0.06657672,0.0,0.0,1
baseline_uncertainty,376,67.1272278,0.21126104,6.96177475,0.05690211,0.0,0.0,1
baseline_uncertainty,377,73.46252173,0.19136954,6.44852359,0.06480364,0.0,0.0,1
baseline_uncertainty,378,74.61150255,0.20708036,5.91272785,0.07175524,0.0,0.0,1
baseline_uncertainty,379,72.70801462,0.18109328,7.9846946,0.06140683,0.0,0.0,1
baseline_uncertainty,380,66.20311473,0.19806522,7.61462911,0.0511847,0.0,0.0,1
baseline_uncertainty,381,71.24621455,0.19940716,7.92015982,0.07125416,0.0,0.0,1
baseline_uncertainty,382,74.71921672,0.17705436,5.06619915,0.07750749,0.0,0.0,1
baseline_uncertainty,383,65.38525404,0.18558175,6.28059947,0.0329001,0.0,0.0,1
baseline_uncertainty,384,68.35087773,0.19576029,7.58505956,0.03570801,0.0,0.0,1
baseline_uncertainty,385,65.83705593,0.14137531,6.35522468,0.05437362,0.0,0.0,1
baseline_uncertainty,386,74.1086275,0.19569102,6.04334682,0.02512541,0.0,0.0,1
baseline_uncertainty,387,65.46302015,0.14481504,7.06064111,0.03388943,0.0,0.0,1
baseline_uncertainty,388,72.37921138,0.20503014,5.87485227,0.04465875,0.0,0.0,1
baseline_uncertainty,389,72.1114137,0.15861413,5.39337167,0.03242909,0.0,0.0,1
baseline_uncertainty,390,65.15463945,0.20435802,6.72052626,0.06726409,0.0,0.0,1
baseline_uncertainty,391,67.5872489,0.14757947,5.16580968,0.03798899,0.0,0.0,1
baseline_uncertainty,392,73.78459826,0.16550223,5.30318289,0.02057623,0.0,0.0,1
baseline_uncertainty,393,67.2952082,0.21952087,6.93100728,0.04269533,0.0,0.0,1
baseline_uncertainty,394,70.49689026,0.16656247,6.4703924,0.05366799,0.0,0.0,1
baseline_uncertainty,395,65.54423367,0.19415787,5.65835078,0.03422045,0.0,0.0,1
baseline_uncertainty,396,67.30275432,0.1731087,5.40713142,0.07149115,0.0,0.0,1
baseline_uncertainty,397,74.40931663,0.16120255,7.96776409,0.02188126,0.0,0.0,1
baseline_uncertainty,398,70.94066218,0.15442747,7.62517595,0.0672318,0.0,0.0,1
baseline_uncertainty,399,67.82705201,0.1543451,5.55507505,0.03804718,0.0,0.0,1
baseline_uncertainty,400,68.46309772,0.2159089,6.94141148,0.07814102,0.0,0.0,1
baseline_uncertainty,401,73.68413962,0.14635981,6.88829996,0.03540267,0.0,0.0,1
baseline_uncertainty,402,67.44824448,0.21502766,7.00081676,0.03193435,0.0,0.0,1
baseline_uncertainty,403,68.89282289,0.20351889,6.6056304,0.043846,0.0,0.0,1
baseline_uncertainty,404,65.75904298,0.15400708,7.26409875,0.0574202,0.0,0.0,1
baseline_uncertainty,405,71.23988464,0.16939046,6.36738829,0.07761283,0.0,0.0,1
baseline_uncertainty,406,65.42804835,0.14747334,5.36590884,0.05493906,0.0,0.0,1
baseline_uncertainty,407,74.07934901,0.15522805,5.07252694,0.0334531,0.0,0.0,1
baseline_uncertainty,408,71.2257256,0.20303886,6.77627585,0.0501298,0.0,0.0,1
baseline_uncertainty,409,71.81420571,0.16210154,6.14677621,0.04759048,0.0,0.0,1
baseline_uncertainty,410,72.82643731,0.15346797,6.27374244,0.03774001,0.0,0.0,1
baseline_uncertainty,411,72.7470786,0.17518808,6.93400234,0.0394701,0.0,0.0,1
baseline_uncertainty,412,74.21505188,0.17574936,7.63152875,0.03213643,0.0,0.0,1
baseline_uncertainty,413,73.23107608,0.19225886,5.60163731,0.06699665,0.0,0.0,1
baseline_uncertainty,414,72.41847182,0.18703809,5.46694323,0.0758684,0.0,0.0,1
baseline_uncertainty,415,72.46449161,0.21232718,5.46092796,0.02601134,47.69522533,47.69522533,0
baseline_uncertainty,416,70.69415531,0.15229394,5.69933975,0.07631165,0.0,0.0,1
baseline_uncertainty,417,68.66548983,0.18914567,7.12757886,0.02781286,0.0,0.0,1
baseline_uncertainty,418,69.86087245,0.20322274,5.17002074,0.03000777,54.16712816,54.16712816,0
baseline_uncertainty,419,70.12182674,0.17946872,5.04455945,0.07867223,0.0,0.0,1
baseline_uncertainty,420,72.29827693,0.17626881,5.05278333,0.07623014,0.0,0.0,1
baseline_uncertainty,421,65.45012112,0.21375745,7.85869018,0.03380911,0.0,0.0,1
baseline_uncertainty,422,73.01441942,0.14256347,7.24101897,0.06921115,0.0,0.0,1
baseline_uncertainty,423,70.13063712,0.18420443,5.8680755,0.04143927,0.0,0.0,1
baseline_uncertainty,424,73.30960939,0.18203347,6.72819688,0.05807852,0.0,0.0,1
baseline_uncertainty,425,67.02055136,0.19480889,6.97483513,0.03457396,0.0,0.0,1
baseline_uncertainty,426,69.91208701,0.16937811,6.30355631,0.06243764,0.0,0.0,1
baseline_uncertainty,427,68.46709498,0.20271489,6.61934931,0.07232028,0.0,0.0,1
baseline_uncertainty,428,71.02586695,0.1963074,6.83035436,0.07779989,0.0,0.0,1
baseline_uncertainty,429,72.55089597,0.2177034,5.08564375,0.02293496,63.20443701,63.20443701,0
baseline_uncertainty,430,71.34537837,0.14026481,5.51667952,0.03275162,0.0,0.0,1
baseline_uncertainty,431,67.99854143,0.17583349,5.68239695,0.04055269,0.0,0.0,1
baseline_uncertainty,432,65.75788647,0.14209431,7.96948632,0.07746667,0.0,0.0,1
baseline_uncertainty,433,69.80923582,0.14941888,7.85684271,0.04504195,0.0,0.0,1
baseline_uncertainty,434,68.65494539,0.14295912,7.87217615,0.03825836,0.0,0.0,1
baseline_uncertainty,435,65.51700986,0.16080822,7.3625056,0.06959056,0.0,0.0,1
baseline_uncertainty,436,72.83788758,0.14985136,5.84360885,0.03035754,0.0,0.0,1
baseline_uncertainty,437,73.97291289,0.18155416,7.38611064,0.07959462,0.0,0.0,1
baseline_uncertainty,438,65.38962,0.21728555,7.43079647,0.04225034,0.0,0.0,1
baseline_uncertainty,439,74.20526187,0.19724669,5.8720635,0.06307866,0.0,0.0,1
baseline_uncertainty,440,67.81504733,0.20716928,5.195564,0.07066665,42.48973045,42.48973045,0
baseline_uncertainty,441,70.57999821,0.19164855,7.8617459,0.04760065,0.0,0.0,1
baseline_uncertainty,442,72.9173722,0.21287052,7.89160247,0.02165527,0.0,0.0,1
baseline_uncertainty,443,71.24935628,0.20387353,5.75617732,0.07340809,0.0,0.0,1
baseline_uncertainty,444,70.7921795,0.18159829,5.16191923,0.07389665,0.0,0.0,1
baseline_uncertainty,445,68.02932668,0.19463028,6.02009001,0.03682038,0.0,0.0,1
baseline_uncertainty,446,66.78356225,0.16137971,6.01581725,0.03751562,0.0,0.0,1
baseline_uncertainty,447,74.89257935,0.20303492,6.09415677,0.02222054,0.0,0.0,1
baseline_uncertainty,448,69.76010399,0.184297,6.25584268,0.06471593,0.0,0.0,1
baseline_uncertainty,449,68.58359191,0.21723723,5.77796048,0.03451295,21.64510924,21.64510924,0
baseline_uncertainty,450,68.08328743,0.15995162,5.66142905,0.02233146,0.0,0.0,1
baseline_uncertainty,451,65.00992027,0.210244,7.38604693,0.0677151,0.0,0.0,1
baseline_uncertainty,452,70.13150171,0.15292989,7.67393659,0.05147099,0.0,0.0,1
baseline_uncertainty,453,71.83993042,0.17588615,5.30595006,0.07131959,0.0,0.0,1
baseline_uncertainty,454,72.40047222,0.20984856,5.74944838,0.06168063,21.58599107,21.58599107,0
baseline_uncertainty,455,68.30300229,0.19169323,7.30121215,0.06917532,0.0,0.0,1
baseline_uncertainty,456,71.53546214,0.21034303,5.52886139,0.02643336,48.58357735,48.58357735,0
baseline_uncertainty,457,73.22771355,0.14621764,7.2697505,0.03235112,0.0,0.0,1
baseline_uncertainty,458,65.19351202,0.14791411,7.15860753,0.07525065,0.0,0.0,1
baseline_uncertainty,459,66.78421003,0.15862855,7.50802469,0.05594631,0.0,0.0,1
baseline_uncertainty,460,65.42615046,0.18214325,6.08503546,0.06595887,0.0,0.0,1
baseline_uncertainty,461,65.2938449,0.17999865,7.96621081,0.07671435,0.0,0.0,1
baseline_uncertainty,462,71.07001357,0.20133642,7.58484264,0.06753698,0.0,0.0,1
baseline_uncertainty,463,67.41488068,0.18674196,6.25709841,0.0348456,0.0,0.0,1
baseline_uncertainty,464,69.92226846,0.14840519,5.20602541,0.06046961,0.0,0.0,1
baseline_uncertainty,465,68.14007506,0.15728946,5.40727373,0.07830117,0.0,0.0,1
baseline_uncertainty,466,67.43418867,0.17059646,7.86175754,0.06403487,0.0,0.0,1
baseline_uncertainty,467,71.60529883,0.16056295,5.63446219,0.02413577,0.0,0.0,1
baseline_uncertainty,468,71.93281622,0.20072388,7.71584007,0.04914871,0.0,0.0,1
baseline_uncertainty,469,66.85336998,0.15424412,5.60780328,0.07620008,0.0,0.0,1
baseline_uncertainty,470,70.70758461,0.18240298,6.99284925,0.02672575,0.0,0.0,1
baseline_uncertainty,471,70.73767959,0.16387857,5.37776167,0.04135362,0.0,0.0,1
baseline_uncertainty,472,70.44036918,0.19598121,7.96786898,0.03877181,0.0,0.0,1
baseline_uncertainty,473,67.43430748,0.20901057,6.22275343,0.05584336,0.0,0.0,1
baseline_uncertainty,474,67.50046888,0.15532949,5.37798302,0.04874209,0.0,0.0,1
baseline_uncertainty,475,74.73703303,0.19378525,7.63752498,0.0727414,0.0,0.0,1
baseline_uncertainty,476,69.47583246,0.16507704,5.95589431,0.0359667,0.0,0.0,1
baseline_uncertainty,477,69.42058232,0.2159541,6.26685774,0.06125095,0.0,0.0,1
baseline_uncertainty,478,67.39267975,0.18579749,6.68750934,0.03322776,0.0,0.0,1
baseline_uncertainty,479,68.92603638,0.21834585,5.31569696,0.0543033,55.22908758,51.58993314,0
baseline_uncertainty,480,66.42447145,0.16218487,7.38274518,0.07710884,0.0,0.0,1
baseline_uncertainty,481,74.29607693,0.21164507,5.89947612,0.04267832,0.0,0.0,1
baseline_uncertainty,482,66.88769895,0.18884691,7.32665346,0.07712684,0.0,0.0,1
baseline_uncertainty,483,72.74197472,0.21342937,5.69092293,0.0353652,0.0,0.0,1
baseline_uncertainty,484,71.14243941,0.18904109,5.87425745,0.03246559,0.0,0.0,1
baseline_uncertainty,485,67.00179182,0.1973138,5.52026687,0.07911432,0.0,0.0,1
baseline_uncertainty,486,66.35064182,0.17322157,6.04982533,0.05315509,0.0,0.0,1
baseline_uncertainty,487,71.96655375,0.1844021,5.83214895,0.05260062,0.0,0.0,1
baseline_uncertainty,488,66.32063767,0.17819365,6.1333108,0.04605812,0.0,0.0,1
baseline_uncertainty,489,65.02619856,0.16734928,5.07801952,0.02489251,0.0,0.0,1
baseline_uncertainty,490,71.40116176,0.20337384,6.16315334,0.07638006,0.0,0.0,1
baseline_uncertainty,491,69.99120986,0.15139348,7.16765339,0.0790215,0.0,0.0,1
baseline_uncertainty,492,68.55157734,0.20334034,6.78652519,0.03415321,0.0,0.0,1
baseline_uncertainty,493,69.53495468,0.15356017,6.62935897,0.04385954,0.0,0.0,1
baseline_uncertainty,494,74.30591764,0.1770897,5.26938844,0.02490446,0.0,0.0,1
baseline_uncertainty,495,68.69827711,0.21746481,5.15297115,0.03189914,57.02323352,54.72494632,0
baseline_uncertainty,496,71.90946436,0.16067175,7.52352578,0.02662,0.0,0.0,1
baseline_uncertainty,497,73.44730917,0.20873896,5.0924586,0.06208371,56.05764666,54.44606851,0
baseline_uncertainty,498,69.8668709,0.14700126,6.08046528,0.02751339,0.0,0.0,1
baseline_uncertainty,499,69.52369996,0.14525043,6.8222183,0.07153042,0.0,0.0,1
baseline_uncertainty,500,67.89957631,0.20775864,5.1267662,0.03360525,3.60201359,3.60201359,1
baseline_uncertainty,501,70.04175881,0.19048002,6.72486385,0.0602766,0.0,0.0,1
baseline_uncertainty,502,65.52593656,0.16744134,6.73066661,0.04347794,0.0,0.0,1
baseline_uncertainty,503,67.00904129,0.17164126,6.69838804,0.03430867,0.0,0.0,1
baseline_uncertainty,504,73.26316725,0.20978862,6.37444661,0.03624274,0.0,0.0,1
baseline_uncertainty,505,66.76622609,0.1654343,6.67879821,0.05392453,0.0,0.0,1
baseline_uncertainty,506,66.6830661,0.17661233,7.86606582,0.05183102,0.0,0.0,1
baseline_uncertainty,507,71.7843873,0.20833598,5.78921315,0.04327179,0.0,0.0,1
baseline_uncertainty,508,73.43771472,0.14143174,7.20988219,0.06639904,0.0,0.0,1
baseline_uncertainty,509,70.68516237,0.16758208,6.58358157,0.06124541,0.0,0.0,1
baseline_uncertainty,510,73.14245731,0.14197466,5.6409399,0.05655232,0.0,0.0,1
baseline_uncertainty,511,71.76236973,0.18677391,5.75003041,0.05703389,0.0,0.0,1
baseline_uncertainty,512,72.54091191,0.20092528,6.82974464,0.02626708,0.0,0.0,1
baseline_uncertainty,513,73.91070376,0.21120815,5.13950029,0.04115912,45.74355829,44.99033379,0
baseline_uncertainty,514,66.01723371,0.17843324,5.6677979,0.06887724,0.0,0.0,1
baseline_uncertainty,515,73.36466055,0.18244052,7.45403326,0.05990745,0.0,0.0,1
baseline_uncertainty,516,74.24572781,0.18227091,7.32329703,0.05531236,0.0,0.0,1
baseline_uncertainty,517,72.36560934,0.17816548,5.80507886,0.06394755,0.0,0.0,1
baseline_uncertainty,518,68.63067128,0.2190879,6.31909849,0.05252481,0.0,0.0,1
baseline_uncertainty,519,72.45615837,0.17881794,7.62873133,0.02839412,0.0,0.0,1
baseline_uncertainty,520,69.29492735,0.20502558,7.86711261,0.06158058,0.0,0.0,1
baseline_uncertainty,521,69.86363063,0.17634962,6.04892171,0.05329828,0.0,0.0,1
baseline_uncertainty,522,74.26939086,0.16201868,5.58847598,0.07460483,0.0,0.0,1
baseline_uncertainty,523,66.12118649,0.17983434,7.18357569,0.07694851,0.0,0.0,1
baseline_uncertainty,524,73.16315089,0.19146811,5.46383717,0.05483341,0.0,0.0,1
baseline_uncertainty,525,70.2163479,0.1660354,5.46834913,0.0535478,0.0,0.0,1
baseline_uncertainty,526,68.11641965,0.16396992,5.79595996,0.04265874,0.0,0.0,1
baseline_uncertainty,527,72.0934941,0.18384082,6.92511006,0.0289709,0.0,0.0,1
baseline_uncertainty,528,68.1551008,0.16170642,7.04812542,0.02046312,0.0,0.0,1
baseline_uncertainty,529,72.22286586,0.21630467,6.09046456,0.02268543,21.09393273,21.09393273,0
baseline_uncertainty,530,65.9886222,0.16244926,7.2420704,0.02351347,0.0,0.0,1
baseline_uncertainty,531,72.23941844,0.20399006,6.92615747,0.05242702,0.0,0.0,1
baseline_uncertainty,532,69.17363506,0.15353464,6.22023039,0.02302615,0.0,0.0,1
baseline_uncertainty,533,73.61475099,0.19019146,6.78604473,0.05477423,0.0,0.0,1
baseline_uncertainty,534,67.58331587,0.18028915,6.91293391,0.05146291,0.0,0.0,1
baseline_uncertainty,535,74.74143307,0.17668785,6.53406502,0.026454,0.0,0.0,1
baseline_uncertainty,536,68.79347707,0.17660333,6.82510716,0.06147741,0.0,0.0,1
baseline_uncertainty,537,66.66018492,0.14842424,7.38041357,0.02421845,0.0,0.0,1
baseline_uncertainty,538,71.55924571,0.19476458,6.96330589,0.04000449,0.0,0.0,1
baseline_uncertainty,539,69.41688458,0.21803916,7.00518364,0.04356998,0.0,0.0,1
baseline_uncertainty,540,74.6900261,0.17362266,7.01214369,0.06214464,0.0,0.0,1
baseline_uncertainty,541,67.39749142,0.20080361,7.96496339,0.02094739,0.0,0.0,1
baseline_uncertainty,542,73.58139048,0.15730903,6.44161991,0.07107866,0.0,0.0,1
baseline_uncertainty,543,65.66965526,0.17928877,6.21604983,0.03780397,0.0,0.0,1
baseline_uncertainty,544,74.60878671,0.18057266,7.49974089,0.02606848,0.0,0.0,1
baseline_uncertainty,545,67.8976947,0.21361634,6.59170981,0.05257775,0.0,0.0,1
baseline_uncertainty,546,74.58084131,0.16063934,5.33599969,0.05430591,0.0,0.0,1
baseline_uncertainty,547,69.08289868,0.18748749,5.5984394,0.05366729,0.0,0.0,1
baseline_uncertainty,548,71.89151786,0.17780852,6.39298172,0.0380251,0.0,0.0,1
baseline_uncertainty,549,66.24514877,0.20145617,5.94859519,0.07568338,0.0,0.0,1
baseline_uncertainty,550,72.86479237,0.21922915,6.62662855,0.06909098,0.0,0.0,1
baseline_uncertainty,551,71.65616292,0.16393729,6.66178091,0.06123592,0.0,0.0,1
baseline_uncertainty,552,71.56036814,0.20344074,6.52794166,0.07470294,0.0,0.0,1
baseline_uncertainty,553,66.13143889,0.20974998,7.19100345,0.07640471,0.0,0.0,1
baseline_uncertainty,554,69.0104959,0.17217355,5.85079566,0.04554062,0.0,0.0,1
baseline_uncertainty,555,71.96211555,0.16547589,5.81932062,0.04281321,0.0,0.0,1
baseline_uncertainty,556,71.31541764,0.17762283,5.13448623,0.03809251,0.0,0.0,1
baseline_uncertainty,557,67.48034555,0.14054318,5.45794922,0.02963214,0.0,0.0,1
baseline_uncertainty,558,69.44849431,0.20555575,6.07750366,0.05065023,0.0,0.0,1
baseline_uncertainty,559,68.66867026,0.18436198,6.70547801,0.05404303,0.0,0.0,1
baseline_uncertainty,560,70.24227251,0.18390557,5.04280787,0.03476185,0.0,0.0,1
baseline_uncertainty,561,74.98288741,0.16138704,7.29426671,0.06264995,0.0,0.0,1
baseline_uncertainty,562,70.1473765,0.18554614,7.10596848,0.07554918,0.0,0.0,1
baseline_uncertainty,563,67.15010302,0.17803035,7.18466451,0.05315037,0.0,0.0,1
baseline_uncertainty,564,68.23505199,0.17982928,6.30685632,0.07908532,0.0,0.0,1
baseline_uncertainty,565,74.97475283,0.18523763,6.76858609,0.05206632,0.0,0.0,1
baseline_uncertainty,566,72.95416883,0.20441555,5.59778274,0.04540336,0.0,0.0,1
baseline_uncertainty,567,71.85086553,0.17045657,7.5205848,0.04234884,0.0,0.0,1
baseline_uncertainty,568,65.4482704,0.16376523,7.44820924,0.06278416,0.0,0.0,1
baseline_uncertainty,569,71.51374051,0.19446571,7.45447252,0.06734479,0.0,0.0,1
baseline_uncertainty,570,71.12465054,0.2168042,5.93413537,0.02114251,16.66592577,16.66592577,0
baseline_uncertainty,571,72.60780381,0.19638482,7.42642138,0.05134973,0.0,0.0,1
baseline_uncertainty,572,67.40489354,0.14131323,5.73427408,0.03166786,0.0,0.0,1
baseline_uncertainty,573,71.11032444,0.15124441,6.07556192,0.04021161,0.0,0.0,1
baseline_uncertainty,574,66.1953658,0.16969598,5.85561833,0.03495456,0.0,0.0,1
baseline_uncertainty,575,66.43197778,0.21287539,6.16382975,0.04129369,0.0,0.0,1
baseline_uncertainty,576,68.04076584,0.15244784,7.86691809,0.04312671,0.0,0.0,1
baseline_uncertainty,577,67.22291587,0.19801406,5.07836659,0.05830781,40.29268297,40.29268297,0
baseline_uncertainty,578,68.64328822,0.18938252,5.07019688,0.02077006,45.55084021,45.55084021,0
baseline_uncertainty,579,74.97633913,0.16011893,7.37454034,0.03012309,0.0,0.0,1
baseline_uncertainty,580,70.96990419,0.14519191,7.06327517,0.06107304,0.0,0.0,1
baseline_uncertainty,581,73.23014979,0.19442729,6.88345115,0.05670971,0.0,0.0,1
baseline_uncertainty,582,65.98783847,0.21702739,7.85693586,0.03480961,0.0,0.0,1
baseline_uncertainty,583,65.33742346,0.15185396,5.60065013,0.0586436,0.0,0.0,1
baseline_uncertainty,584,71.92732567,0.17456061,6.41201727,0.06712327,0.0,0.0,1
baseline_uncertainty,585,71.80021481,0.17031095,6.40591899,0.0658845,0.0,0.0,1
baseline_uncertainty,586,65.27142369,0.20226381,7.63355081,0.07901366,0.0,0.0,1
baseline_uncertainty,587,72.73704815,0.18162609,5.90293931,0.03769403,0.0,0.0,1
baseline_uncertainty,588,72.50331729,0.14041437,5.01400585,0.07500182,0.0,0.0,1
baseline_uncertainty,589,69.5874788,0.19977292,6.5144161,0.03851083,0.0,0.0,1
baseline_uncertainty,590,73.834735,0.15522721,5.46221842,0.05165186,0.0,0.0,1
baseline_uncertainty,591,68.83227971,0.16522954,7.63267215,0.05528729,0.0,0.0,1
baseline_uncertainty,592,66.89257063,0.21464629,7.01228074,0.02407726,0.0,0.0,1
baseline_uncertainty,593,65.0241499,0.14070913,7.74725657,0.04649717,0.0,0.0,1
baseline_uncertainty,594,71.25848536,0.18258242,7.37860676,0.05807555,0.0,0.0,1
baseline_uncertainty,595,66.64914296,0.19990888,5.34330241,0.06399229,31.52910274,31.52910274,0
baseline_uncertainty,596,69.71721689,0.15457555,6.1885381,0.04012515,0.0,0.0,1
baseline_uncertainty,597,70.20851471,0.17355467,6.73274226,0.05520123,0.0,0.0,1
baseline_uncertainty,598,71.63100497,0.20257847,6.36391464,0.03468971,0.0,0.0,1
baseline_uncertainty,599,71.29354188,0.16300331,5.95835041,0.04722434,0.0,0.0,1
baseline_uncertainty,600,72.95048067,0.18453591,7.2989084,0.05335314,0.0,0.0,1
